http://ieeexplore.ieee.org/search/searchresult.jsp?download-format=download-csv&bulkSetSize=2000&refinements%3D4291944822%2C4291944246%26ranges%3D2009_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28%28.QT.Recall.QT.%29+AND+.QT.Intrusion+Detection+System.QT.%29,11/9/2015 17:09,"((""Recall"") AND ""Intrusion Detection System"")",IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,,
A Passivity Framework for Modeling and Mitigating Wormhole Attacks on Networked Control Systems,"Lee, P.; Clark, A.; Bushnell, L.; Poovendran, R.","Dept. of Electr. Eng., Univ. of Washington, Seattle, WA, USA","Automatic Control, IEEE Transactions on",20141120,2014,59,12,3224,3237,"Networked control systems consist of distributed sensors and actuators that communicate via a wireless network. The use of an open wireless medium and unattended deployment leaves these systems vulnerable to intelligent adversaries whose goal is to disrupt the system performance. In this paper, we study the wormhole attack on a networked control system, in which an adversary establishes a link between two geographically distant regions of the network by using either high-gain antennas, as in the out-of-band wormhole, or colluding network nodes as in the in-band wormhole. Wormholes allow the adversary to violate the timing constraints of real-time control systems by first creating low-latency links, which attract network traffic, and then delaying or dropping packets. Since the wormhole attack reroutes and replays valid messages, it cannot be detected using cryptographic mechanisms alone. We study the impact of the wormhole attack on the network flows and delays and introduce a passivity-based control-theoretic framework for modeling and mitigating the wormhole attack. We develop this framework for both the in-band and out-of-band wormhole attacks as well as complex, hereto-unreported wormhole attacks consisting of arbitrary combinations of in-and out-of band wormholes. By integrating existing mitigation strategies into our framework, we analyze the throughput, delay, and stability properties of the overall system. Through simulation study, we show that, by selectively dropping control packets, the wormhole attack can cause disturbances in the physical plant of a networked control system, and demonstrate that appropriate selection of detection parameters mitigates the disturbances due to the wormhole while satisfying the delay constraints of the physical system.",0018-9286,,,10.1109/TAC.2014.2351871,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6882790,Cyber-physical systems;networked control systems;passivity;wireless networks;wormhole attack,Cryptography;Delays;Networked control systems;Resource management;Routing;Silicon,computer network security;cryptography;delays;networked control systems;telecommunication traffic;wireless LAN,cryptographic mechanisms;delay constraints;network flows;network traffic;networked control systems;packet delays;passivity framework;wireless network;wormhole attacks,,1,,19,,8/28/2014,Dec. 2014,,IEEE,IEEE Journals & Magazines,,,
Reliability and Availability Requirements Engineering within the Unified Process Using a Dependability Analysis and Modeling Profile,"Bernardi, S.; Merseguer, J.; Lutz, R.R.","Dipt. di Inf., Univ. di Torino, Torino, Italy","Dependable Computing Conference (EDCC), 2010 European",20100601,2010,,,95,104,"In this paper, we propose an integration of the Unified Process and a Dependability Analysis and Modeling (DAM) profile to support quantifiable, testable reliability and availability requirements (R & AR) elicitation and completeness analysis. Specifically, we are interested in improved identification and specification of R & AR and their associated assumptions. This is accomplished through an iterative workflow that is consistent with the Unified Process and attaches DAM stereotypes to use and misuse cases. Fault-tree analysis helps determine and mitigate combinations of faults that could impede R & AR achievement. The workflow steps are demonstrated and evaluated on an intrusion protection service for critical infrastructures.",,978-0-7695-4007-8,978-1-4244-6594-1,10.1109/EDCC.2010.21,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5474192,Unified Modeling Language profile;Unified Process;fault trees;misuse cases;reliability and availability requirements,Availability;Computer science;Documentation;Fault trees;Impedance;Protection;Reliability engineering;Software systems;Testing;Unified modeling language,fault trees;formal specification;reliability,availability requirements engineering;dependability analysis;fault-tree analysis;intrusion protection service;modeling profile;reliability engineering;unified process integration,,1,,32,,,28-30 April 2010,,IEEE,IEEE Conference Publications,,,
Book of abstracts,,,"Decision and Control, 2009 held jointly with the 2009 28th Chinese Control Conference. CDC/CCC 2009. Proceedings of the 48th IEEE Conference on",20100129,2009,,,,,Summary form only given. Provides an abstract for each of the presentations in the conference proceedings.,0191-2216,978-1-4244-3871-6,,10.1109/CDC.2009.5399675,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5399675,,,,,,0,,,,,15-18 Dec. 2009,,IEEE,IEEE Conference Publications,,,
Voice calls for free: How the black market establishes free phone calls — Trapped and uncovered by a VoIP honeynet,"Gruber, M.; Schanes, C.; Fankhauser, F.; Grechenig, T.","Vienna Univ. of Technol. Res. Group for Ind. Software (INSO), Vienna, Austria","Privacy, Security and Trust (PST), 2013 Eleventh Annual International Conference on",20130912,2013,,,205,212,"The number of Voice over IP systems and the number of Session Initiation Protocol users is constantly increasing. The new Voice over IP infrastructures are connected with the traditional Public Switched Telephone Network and attacks against the phone infrastructure are becoming more imaginative. The attacks can cause financial losses, e.g., attackers steal money or incur costs for the victim. We analyze the current status of toll fraud attacks by analyzing real-world attacks collected in a Voice over IP honeynet solution. Based on the detailed data about real attacks, the creation or adaption of existing prevention mechanisms is possible in order to avoid toll fraud attacks in live environments.",,,,10.1109/PST.2013.6596055,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6596055,Communication system security;Intrusion detection;Security Internet telephony,IP networks;Internet telephony;Media;Registers;Security;Servers;Uplink,Internet telephony;signalling protocols;switching networks;telephone networks,black market;phone call;public switched telephone network;session initiation protocol;toll fraud attack;voice call;voice over IP honeynet solution;voice over IP system,,2,,20,,,10-12 July 2013,,IEEE,IEEE Conference Publications,,,
Enhancing Intradomain Scalability of IMS-Based Services,"Bellavista, P.; Corradi, A.; Foschini, L.","Dipt. di Inf.: Scienza e Ing. (DISI), Univ. of Bologna, Bologna, Italy","Parallel and Distributed Systems, IEEE Transactions on",20131028,2013,24,12,2386,2395,"IP multimedia subsystem (IMS) and IMS-based services are increasingly providing interoperable session control and mobility for next-generation all-IP networks. However, clear design guidelines and techniques for the support of scalable IMS-based deployment, especially for data-intensive services such as mobility management, presence, and instant messaging, are still missing. That could block or at least relevantly slow down IMS acceptance by network operators and application providers. To address these challenges, this paper thoroughly analyzes IMS scalability with special attention to intradomain deployment issues. Then, it proposes a novel solution with three core original contributions toward intradomain scalability: 1) data-centric dissemination of session state with limited overhead; 2) service-aware routing for fast intradomain load balancing; 3) service-aware load monitoring and component de-/activation for long-term intradomain load partitioning at both service and infrastructure levels. The reported experimental results point out that our solution can significantly increase intradomain scalability with very limited costs.",1045-9219,,,10.1109/TPDS.2012.312,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6342884,Mobile computing;mobile applications;network management;support services,Load management;Mobile computing;Scalability,IP networks;information dissemination;mobility management (mobile radio);multimedia communication;resource allocation;telecommunication network routing,IMS-based services;IP multimedia subsystem;application providers;component deactivation;data-centric session state dissemination;data-intensive services;design guidelines;fast intradomain balancing;instant messaging;interoperable session control;intradomain deployment issues;intradomain scalability;long-term intradomain load partitioning;mobility management;network operators;next-generation all-IP networks;scalable IMS-based deployment;service-aware load monitoring;service-aware routing,,2,,34,,11/10/2012,Dec. 2013,,IEEE,IEEE Journals & Magazines,,,
Tracking application network performance in home gateways,"Reggani, A.; Schneider, F.; Teixeira, R.","LIP6, UPMC, Paris, France","Wireless Communications and Mobile Computing Conference (IWCMC), 2013 9th International",20130822,2013,,,1150,1155,"Home gateways offer Internet connectivity for all devices in the home, allowing services such as telephony or gaming. However, typical home gateways do not include any mechanism to guarantee optimal performance when applications are competing for the same resources. In this paper we outline an application performance optimization approach for home networks. In particular we study the feasibility of application performance tracking on home gateways, which involves both identification of active applications and monitoring their performance. Our results show that although the home gateway has limited resources, it still has the capacity to do more than just forwarding packets. It can collect and export all the information needed to perform our application performance optimization.",,978-1-4673-2479-3,,10.1109/IWCMC.2013.6583719,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6583719,Home gateway;Network performance diagnosis;passive measurements,Bandwidth;Home automation;Logic gates;Measurement;Monitoring;Optimization;Servers,Internet;internetworking,Internet connectivity;application performance optimization;home gateway;home network;tracking application network performance,,0,,27,,,1-5 July 2013,,IEEE,IEEE Conference Publications,,,
"A Unified Framework for the Analysis of Availability, Reliability and Security, With Applications to Quantum Networks","Rass, S.; Schartner, P.","Syst. Security Group, Univ. of Klagenfurt, Klagenfurt, Austria","Systems, Man, and Cybernetics, Part C: Applications and Reviews, IEEE Transactions on",20101217,2011,41,1,107,119,"Major goals of system security comprise confidentiality, integrity, availability, authenticity, and reliability. All of these have seen comprehensive treatment, yielding a vast collection of solutions. Information-theoretic security regarding confidentiality has seen considerable progress recently with the development of commercial quantum cryptographic devices. Solutions for perfectly secure authentication have been around much longer. Achieving perfect security, high availability and reliability, calls for combinations of various approaches. In this study, we propose a simple and uniform framework for the assessment of security, availability, and reliability that arbitrary compositions of security measures can provide. Our methodology facilitates system modeling in a decision-theoretic manner, which makes the models easily understandable even for specialists from fields other than security. At the same time, the models allow for strong assertions and for simple characterizations of the achievable security and safety in a system. We demonstrate the applicability of our results using quantum networks as an example.",1094-6977,,,10.1109/TSMCC.2010.2050686,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5499109,Decision theory;denial-of-service security;information-theoretic secrecy;quantum cryptography;reliability analysis,Authentication;Availability;Computer crime;Cryptography;Information analysis;Information security;Modeling;Quantum mechanics;Reliability theory;Safety,data integrity;data privacy;quantum cryptography;telecommunication network reliability,authenticity;availability analysis;confidentiality;information theoretic secrecy;quantum cryptographic device;quantum network;reliability analysis;secure authentication;security analysis;security measure;system security,,4,,44,,7/1/2010,Jan. 2011,,IEEE,IEEE Journals & Magazines,,,
Discrete fuzzy transform applied to computer anomaly detection,"Garcia, J.M.G.","Comput. Syst. Dept., Inst. Tecnol. de Morelia, Morelia, Mexico","Fuzzy Information Processing Society (NAFIPS), 2011 Annual Meeting of the North American",20110419,2011,,,1,4,"Intrusion detection systems (IDS) are widely applied to computer networks and systems as an information security control. Most of the current IDS work by detecting patterns of behavior of previously known attacks (attack signature). One drawback of signature based IDS is that they are vulnerable to previously unknown attacks. As an alternative, anomaly based IDS use a model of what is considered a normal behavior of a computer system or network and then they could detect any attack, know or unknown. The main problem of this approach is to find an adequate model of normality. In this paper, we present a method to build a model of behavior of computer network and systems. In this model a set of fuzzy organizational states are deduced from time series of computer resources utilization applying the discrete fuzzy transform.",Pending,978-1-61284-968-3,978-1-61284-967-6,10.1109/NAFIPS.2011.5751919,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5751919,,Computational modeling;Computer networks;Computers;Electronic mail;Hidden Markov models;Intrusion detection;Transforms,computer network security;digital signatures;fuzzy set theory;transforms,attack signature;computer anomaly detection;computer networks;computer resources utilization;computer system;discrete fuzzy transform;fuzzy organizational states;information security control;intrusion detection systems,,0,,16,,,18-20 March 2011,,IEEE,IEEE Conference Publications,,,
Digital Forensics Works,"Carrier, B.D.",Basis Technology,"Security & Privacy, IEEE",20090407,2009,7,2,26,29,"In response to another article in this special issue, ""Forensics Is So 'Yesterday,'"" the author proposes that although digital forensics does face challenges, it works, so digital investigations shouldn't stop as long as they follow the law.",1540-7993,,,10.1109/MSP.2009.35,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4812153,digital forensics;digital investigations;security and privacy,Computer crime;Conducting materials;Debugging;Digital forensics;Engineering profession;Image reconstruction;Law enforcement;Layout;Legal factors;Physics computing,security of data,digital forensics;system preservation,,4,,10,,,March-April 2009,,IEEE,IEEE Journals & Magazines,,,
Design of a wireless footswitch for medical applications,"Usman, M.A.U.","Dept. of Electr. & Comput. Eng., Univ. of Utah, Salt Lake City, UT, USA","SOUTHEASTCON 2014, IEEE",20141110,2014,,,1,7,"A wireless communication system was designed to replace the umbilical wiring of the footswitch of the UroView™ system manufactured by GE Healthcare®. This wireless system consists of a transmitter and a receiver that allows the user to operate the footswitch at a distance less than 20 yards, and through 4 inches of lead. The device complies with UL 60601-1 international standards. The Microchip® rfPIC12F675K™ was selected for transmission, and the Microchip® rfRXDO420™ was selected for reception. Using Keeloq® technology, the system is capable of secure transmission that helps to eliminate any false triggering of the UroView™ device. The communication system was included into the existing hardware of the UroView™ using Altera® Field Programmable Gate Arrays, that were programmed using Verilog design technology. The fully functioning wireless footswitch can be used to control the GE UroView™ system and can also act as a stepping stone to help convert other GE Healthcare® devices to communicate wirelessly in the future.",,,,10.1109/SECON.2014.6950749,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6950749,Circuits;Footswitch design;Wireless communication,Abstracts;Cryptography;Electron tubes;Logic gates;Performance evaluation;Receivers;Transmitters,biomedical electronics;biomedical telemetry;field programmable gate arrays;hardware description languages;receivers;transmitters;wireless sensor networks,Altera field programmable gate arrays;GE Healthcare;Keeloq technology;Microchip rjP1C12F675K;Microchip rjRXDO420;UL 60601-1 international standards;UroView system;Verilog design technology;communication system;hardware;medical applications;receiver;reception;transmission;transmitter;umbilical wiring;wireless communication system;wireless footswitch design,,0,,21,,,13-16 March 2014,,IEEE,IEEE Conference Publications,,,
A lightweight algorithm for traffic filtering over sliding windows,"Sanjuas-Cuxart, J.; Barlet-Ros, P.; Sole-Pareta, J.; Andriuzzi, G.","Dept. of Comp. Archit., UPC Barcelona Tech, Barcelona, Spain","Communications (ICC), 2012 IEEE International Conference on",20121129,2012,,,1171,1176,"The problem of testing whether a packet belongs to a set of filtered addresses has been traditionally addressed using Bloom filters. They have a small memory footprint and require few memory accesses per query and insertion, while presenting a small probability of false positive. The problem of automatic eviction of filtered addresses after a pre-configured time window is more challenging, since it requires tracking insertion times for later removal. This has been achieved in the literature by replacing the Bloom filter's vector of bits for a vector of timestamps. This approach precisely expires old items from the filter, but has a large memory footprint. We present a novel Bloom filter based data structure that features approximate information expiration. This small extra source of error allows for a more compact filter representation, thus becoming more suitable to fit in more expensive, faster memory. Additionally, our data structure is more flexible in that it allows for balancing the trade-off between filtering and expiration accuracy. Our experiments show that this method can obtain up to orders of magnitude higher overall accuracy than the time-stamp approach using the same amount of memory.",1550-3607,978-1-4577-2052-9,978-1-4577-2051-2,10.1109/ICC.2012.6363985,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6363985,,Accuracy;Data structures;Maintenance engineering;Memory management;Monitoring;Radiation detectors;Time measurement,Internet;data structures;information filtering;probability;telecommunication traffic,Internet;approximate information expiration;bloom filters;data structure;false positive probability;lightweight algorithm;preconfigured time window;sliding windows;time-stamp approach;traffic filtering,,0,,13,,,10-15 June 2012,,IEEE,IEEE Conference Publications,,,
Wireless sensor network security visualization,"Karapistoli, E.; Economides, A.A.","Comput. Networks & Telematics Applic. Lab., Univ. of Macedonia, Thessaloniki, Greece","Ultra Modern Telecommunications and Control Systems and Workshops (ICUMT), 2012 4th International Congress on",20130214,2012,,,850,856,"Security is becoming a major concern for many mission-critical applications wireless sensor networks (WSNs) are envisaged to support. This is because WSNs are susceptible to various types of attacks or to node compromises that exploit known and unknown vulnerabilities of protocols, software and hardware, and threaten the security, integrity, authenticity, and availability of data that resides in these networked systems. While various security mechanisms have been proposed for these networks dealing with either MAC layer or network layer security issues, or key management problems, the security benefits that can be obtained from an upper visualization layer have not been adequately considered in their design. In this paper, we explore the issues and concerns surrounding the application of visual analysis for wireless sensor network security purposes. This paper focuses on several distinct advantages information visualization and visual analytics can offer in the security domain. In addition, this paper reviews security visualization tools that are available to network security analysts. Finally, it concludes by identifying challenges for this new area of research.",2157-0221,978-1-4673-2016-0,,10.1109/ICUMT.2012.6459781,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6459781,,Data visualization;Monitoring;Network topology;Security;Visual analytics;Wireless sensor networks,access protocols;data visualisation;public key cryptography;telecommunication computing;telecommunication security;wireless sensor networks,MAC layer;WSN security mechanisms;data authenticity;data security;information visualization;key management problems;mission-critical applications wireless sensor networks;network layer security;network security analysts;networked systems;protocols;security domain;security visualization tools;upper visualization layer;visual analysis;wireless sensor network security visualization,,1,,48,,,3-5 Oct. 2012,,IEEE,IEEE Conference Publications,,,
Vetting SSL Usage in Applications with SSLINT,"Boyuan He; Rastogi, V.; Yinzhi Cao; Yan Chen; Venkatakrishnan, V.N.; Runqing Yang; Zhenrui Zhang",,"Security and Privacy (SP), 2015 IEEE Symposium on",20150720,2015,,,519,534,"Secure Sockets Layer (SSL) and Transport Layer Security (TLS) protocols have become the security backbone of the Web and Internet today. Many systems including mobile and desktop applications are protected by SSL/TLS protocols against network attacks. However, many vulnerabilities caused by incorrect use of SSL/TLS APIs have been uncovered in recent years. Such vulnerabilities, many of which are caused due to poor API design and inexperience of application developers, often lead to confidential data leakage or man-in-the-middle attacks. In this paper, to guarantee code quality and logic correctness of SSL/TLS applications, we design and implement SSLINT, a scalable, automated, static analysis system for detecting incorrect use of SSL/TLS APIs. SSLINT is capable of performing automatic logic verification with high efficiency and good accuracy. To demonstrate it, we apply SSLINT to one of the most popular Linux distributions -- Ubuntu. We find 27 previously unknown SSL/TLS vulnerabilities in Ubuntu applications, most of which are also distributed with other Linux distributions.",1081-6011,,,10.1109/SP.2015.38,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7163045,,Accuracy;Libraries;Protocols;Security;Servers;Software;Testing,Linux;application program interfaces;formal verification;program diagnostics;protocols;security of data,API design;Linux distributions;SSL usage vetting;SSL-TLS protocols;SSLINT;Ubuntu;application program interfaces;automatic logic verification;code quality;logic correctness;network attacks;secure sockets layer;static analysis system;transport layer security,,0,,52,,,17-21 May 2015,,IEEE,IEEE Conference Publications,,,
Unmanned Aerial Vehicle security using Recursive parameter estimation,"Birnbaum, Z.; Dolgikh, A.; Skormin, V.; O'Brien, E.; Muller, D.","Electr. & Comput. Eng., Binghamton Univ., Binghamton, NY, USA","Unmanned Aircraft Systems (ICUAS), 2014 International Conference on",20140626,2014,,,692,702,"The proliferation of Unmanned Aerial Vehicles (UAVs) raises a host of new security concerns. Our research resulted in a prototype UAV monitoring system, which captures flight data and performs real-time estimation/tracking of airframe and controller parameters utilizing the Recursive Least Squares Method. Subjected to statistical validation and trend analysis, parameter estimates are instrumental for the detection of some classes of cyber attacks and incipient hardware failures that can invariably jeopardize mission success. Our results demonstrate that achieving efficient anomaly detection during flight is possible through the intelligent application of statistical methods to system behavioral profiling.",,,,10.1109/ICUAS.2014.6842314,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6842314,parameter estimation;safety;security;unmanned aerial vehicle,Computers;Estimation;Hardware;Monitoring;Quantum cascade lasers;Unmanned aerial vehicles;Vectors,autonomous aerial vehicles;control engineering computing;least mean squares methods;recursive estimation;security of data,anomaly detection;cyber attack detection;flight data;prototype UAV monitoring system;recursive least squares method;recursive parameter estimation;system behavioral profiling;unmanned aerial vehicle security,,0,,24,,,27-30 May 2014,,IEEE,IEEE Conference Publications,,,
DIAMoND: Distributed Intrusion/Anomaly Monitoring for Nonparametric Detection,"Korczynski, M.; Hamieh, A.; Jun Ho Huh; Holm, H.; Rajagopalan, S.R.; Fefferman, N.H.","Rutgers Univ., Piscataway, NJ, USA","Computer Communication and Networks (ICCCN), 2015 24th International Conference on",20151005,2015,,,1,8,"In this paper, we describe a fully nonparametric, scalable, distributed detection algorithm for intrusion/anomaly detection in networks. We discuss how this approach addresses a growing trend in distributed attacks while also providing solutions to problems commonly associated with distributed detection systems. We explore the impacts to detection performance from network topology, from the defined range of distributed communication for each node, and from involving only a small percent of total nodes in the network in the distributed detection communication. We evaluate our algorithm using a software-based testing implementation, and demonstrate up to 20% improvement in detection capability over parallel, isolated anomaly detectors for both stealthy port scans and DDoS attacks.",,,,10.1109/ICCCN.2015.7288396,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7288396,,Accuracy;Detection algorithms;Diamonds;Network topology;Protocols;Sensitivity;Topology,computer network security;telecommunication network topology,DDoS attack;DIAMoND;distributed attacks;distributed communication;distributed intrusion-anomaly monitoring for nonparametric detection;network topology;software-based testing implementation,,,,,,,3-6 Aug. 2015,,IEEE,IEEE Conference Publications,,,
Information Flow Control for Intrusion Detection Derived from MAC Policy,"Geller, S.; Hauser, C.; Tronel, F.; Tong, V.V.T.","SSIR Group (EA 4039), SUPELEC, Rennes, France","Communications (ICC), 2011 IEEE International Conference on",20110728,2011,,,1,6,"Most of today's MAC implementations can be turned into permissive mode, where no enforcement is performed but alerts are raised instead. This behavior is very close to an anomaly IDS except that the system is configured through a MAC policy. MAC implementations such as SELinux and AppArmor come with a default policy including real life and practical rules ready to be used as is or as a basis for a custom policy. In this paper, we first propose an extension of an IDS based on information flow control. We address issues concerning programs execution and improve its expressiveness in terms of security policy. This extended model can be configured to reach a wide variety of different security goals. Particularly, it allows for information flow checking based on users and/or programs dependent policy rules. Furthermore, suspicious modification of binary programs can be detected to avoid malware execution. We also propose an algorithm for deriving an AppArmor MAC policy into an information flow policy, and thus get the advantage of having a ready to use policy offering good security. We finally show a practical example of deriving such a policy in order to configure our IDS.",1550-3607,978-1-61284-232-5,978-1-61284-231-8,10.1109/icc.2011.5962660,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5962660,,Access control;Containers;Law;Linux;Operating systems,access protocols;invasive software;security of data;telecommunication congestion control,IDS;MAC implementation;MAC policy;binary program;custom policy;information flow checking;information flow control;information flow policy;intrusion detection;malware execution;program dependent policy rule;security goal;security policy,,5,,17,,,5-9 June 2011,,IEEE,IEEE Conference Publications,,,
Detecting Spam Zombies by Monitoring Outgoing Messages,"Duan, Z.; Peng Chen; Sanchez, F.; Yingfei Dong; Stephenson, M.; Barker, J.","Florida State Univ., Tallahassee, FL","INFOCOM 2009, IEEE",20090602,2009,,,1764,1772,"Compromised machines are one of the key security threats on the Internet; they are often used to launch various security attacks such as DDoS, spamming, and identity theft. In this paper we address this issue by investigating effective solutions to automatically identify compromised machines in a network. Given that spamming provides a key economic incentive for attackers to recruit the large number of compromised machines, we focus on the subset of compromised machines that are involved in the spamming activities, commonly known as spam zombies. We develop an effective spam zombie detection system named SPOT by monitoring outgoing messages of a network. SPOT is designed based on a powerful statistical tool called Sequential Probability Ratio Test, which has bounded false positive and false negative error rates. Our evaluation studies based on a two- month email trace collected in a large U.S. campus network show that SPOT is an effective and efficient system in automatically detecting compromised machines in a network. For example, among the 440 internal IP addresses observed in the email trace, SPOT identifies 132 of them as being associated with compromised machines. Out of the 132 IP addresses identified by SPOT, 126 can be either independently confirmed (110) or highly likely (16) to be compromised. Moreover, only 7 internal IP addresses associated with compromised machines in the trace are missed by SPOT.",0743-166X,978-1-4244-3512-8,978-1-4244-3513-5,10.1109/INFCOM.2009.5062096,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5062096,,Aggregates;Condition monitoring;Error analysis;Internet;Power generation economics;Probability;Recruitment;Sequential analysis;Statistical analysis;Unsolicited electronic mail,IP networks;Internet;electronic messaging;probability;security of data;statistical testing;unsolicited e-mail,DDoS;IP addresses;Internet;SPOT;U.S. campus network;compromised machines;identity theft;outgoing messages monitoring;security attacks;security threats;sequential probability ratio test;spam zombie detection system;spam zombies detection;spamming activity;statistical tool,,0,3,13,,,19-25 April 2009,,IEEE,IEEE Conference Publications,,,
A Decade of Kasabov's Evolving Connectionist Systems: A Review,"Watts, M.J.","Sch. of Biol. Sci., Univ. of Sydney, Sydney, NSW","Systems, Man, and Cybernetics, Part C: Applications and Reviews, IEEE Transactions on",20090414,2009,39,3,253,269,"Evolving connectionist systems (ECoSs) are a family of constructive artificial neural network algorithms that were first proposed by Kasabov in 1998, where ldquoevolvingrdquo in this context means ldquochanging over time,rdquo rather than evolving through simulated evolution. A decade on the number of ECoS algorithms and the problems to which they have been applied have multiplied. This paper reviews the current state of the art in the field of ECoS networks via a substantial literature review. It reviews: (1) the motivations for ECoS; (2) the major ECoS algorithms in use; (3) previously existing constructive algorithms that are similar to ECoS; (4) empirical evaluations of ECoS networks over benchmark datasets; and (5) applications of ECoS to real-world problems. The paper ends with some suggestions of future directions of research into ECoS networks.",1094-6977,,,10.1109/TSMCC.2008.2012254,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4804783,Connectionism and neural nets;knowledge acquisition;survey,,neural nets,Kasabov evolving-connectionist system;artificial neural network algorithm;constructive algorithm,,21,,185,,3/24/2009,May-09,,IEEE,IEEE Journals & Magazines,,,
A repeated game theoretical approach for clustering in mobile ad hoc networks,Li-hui Sun; Hao Sun; Bo-qing Yang; Gen-jiu Xu,"Dept. of Appl. Math., Northwestern Polytech. Univ., Xi''an, China","Signal Processing, Communications and Computing (ICSPCC), 2011 IEEE International Conference on",20111027,2011,,,1,6,"In view of energy, mobility and degree of the nodes, a clustering algorithm is proposed which provides an effective method for establishing a hierarchical structure of the mobile ad hoc networks. Moreover, a repeated game model together with limited punishment mechanism is introduced for constraining the selfish nodes that deceive to avoid being cluster-heads to save energy. It is also proved that the profile of acting honestly at each stage of the clustering will deduce the unique Nash Equilibrium of the game. So, with the incentive mechanism, the clustering algorithm will work much more efficiently and stably.",,978-1-4577-0893-0,,10.1109/ICSPCC.2011.6061565,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6061565,Nash Equilibrium;clustering;limited punishment mechanism;mobile ad hoc networks;repeated game theory,Clustering algorithms;Games;History;Mobile ad hoc networks;Nash equilibrium,game theory;mobile ad hoc networks,clustering algorithm;hierarchical structure;mobile ad hoc networks;repeated game theoretical approach,,1,,17,,,14-16 Sept. 2011,,IEEE,IEEE Conference Publications,,,
Trust Enhanced Security Architecture for Detecting Insider Threats,"Tupakula, U.; Varadharajan, V.","Inf. & Networked Syst. Security Res., Macquarie Univ., Sydney, NSW, Australia","Trust, Security and Privacy in Computing and Communications (TrustCom), 2013 12th IEEE International Conference on",20131212,2013,,,552,559,"Attacks on the organization networks can be classified as external and internal attacks. For the purpose of this paper we consider that external attacks are generated by the attackers or from hosts outside the organization, and internal attacks are generated by malicious insiders within the organization. Insider attacks have always been challenging to deal with as insiders have legitimate and physical access to the systems within the organization, and they have knowledge of the organization networks and more importantly, are aware of the security environment enforced within the organization. In this paper we propose novel trust enhanced security techniques to deal with the insider attack problem. Our architecture detects the attacks by monitoring the user activity as well as the state of the system using trusted computing in exposing and analyzing suspicious behaviour. We will demonstrate how an insider can exploit the weakness in the systems to generate different attacks and how our architecture can help to prevent such attacks.",,,,10.1109/TrustCom.2013.8,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6680886,Insider Threat;Security Architecture;Secuurity Attacks;Trusted Computing,Computer architecture;Monitoring;Organizations;Runtime;Security;Servers;Software,behavioural sciences computing;security of data;trusted computing,external attacks;insider threat detection;internal attacks;legitimate access;malicious insiders;organization networks;physical access;security environment;suspicious behaviour;trust enhanced security architecture;trusted computing;user activity monitoring,,0,,15,,,16-18 July 2013,,IEEE,IEEE Conference Publications,,,
