http://ieeexplore.ieee.org/search/searchresult.jsp?download-format=download-csv&bulkSetSize=2000&refinements%3D4291944822%2C4291944246%26ranges%3D2009_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28.QT.Intrusion+Detection+System.QT.%29,10/26/2015 18:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,
Immune feedback control computing in a class of intelligent information immunity system,Yajing Zhang; Diantong Liu; Diantong Liu,"Inst. of Comput. Sci. & Technol., Yantai Univ., Yantai, China","Natural Computation (ICNC), 2010 Sixth International Conference on",20100923,2010,6,,2871,2875,"Based on biological immune and response mechanism, method of immune feedback control for a class of intelligent information immune system is suggested. The mathematic model are discussed. The experiment that is in a class of intrusion detection system is made. Shown by results, the method of immune feedback control provides a dynamitic detecting way and keeps stability and self-adaptivity. It is verified to be feasible.",,978-1-4244-5958-2,,10.1109/ICNC.2010.5584522,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5584522,component;immune feedback;immune response;information immune;intelligent system,Cloning;Computers;Feedback control;Immune system;Pathogens;Vaccines,artificial immune systems;feedback;fuzzy set theory;information systems;security of data,immune feedback control;intelligent information immunity system;intrusion detection system,,0,,5,,,10-12 Aug. 2010,,IEEE,IEEE Conference Publications,,
Design and Implementation of Dynamic Web Security and Defense Mechanism Based on NDIS Intermediate Driver,Shuo Dai; Ye Du,"Sch. of Comput. & Inf. Technol., Beijing Jiaotong Univ., Beijing, China","Information Processing, 2009. APCIP 2009. Asia-Pacific Conference on",20090807,2009,1,,506,509,"To design and build a dynamic Web security and defense mechanism, we use Device Driver Kit (DDK) Pass thru routine as the framework and adopt a method of capture based on Network Driver Interface Specification (NDIS) intermediate driver to realize non-bypassing monitoring of all packets; study, design and test detection rules against SQL injection attack and Cross-Site Scripting (CSS) attack; build a pervasive dynamic security system integrating Intrusion Detection System (IDS) and Firewall.Once an intrusion is detected, this Interaction Agent starts to work immediately followed by modification of firewall access control polices, thus complete security control is achieved.",,978-0-7695-3699-6,,10.1109/APCIP.2009.130,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5197104,IDS;NDIS;SOAP;firewall;interaction,Computer security;Data security;Hardware;Information security;Information technology;Intrusion detection;Protection;System testing;Web server;Web services,Internet;device drivers;network interfaces;security of data,NDIS intermediate driver;SQL injection attack;cross-site scripting attack;device driver kit;dynamic Web security design;firewall access control polices;interaction agent;intrusion detection system;network driver interface specification;nonbypassing monitoring;pass thru routine;pervasive dynamic security system;test detection rules,,4,,10,,,18-19 July 2009,,IEEE,IEEE Conference Publications,,
An Intrusion Detection game in access control system for the M2M local cloud platform,"Anggorojati, B.; Prasad, N.R.; Prasad, R.","Center for TeleInFrastruktur (CTIF), Aalborg Univ., Aalborg, Denmark","Communications (APCC), 2013 19th Asia-Pacific Conference on",20140313,2013,,,345,350,"A distributed M2M local cloud platform which consists of distributed M2M gateways, needs to be equipped with an Intrusion Detection System (IDS) to monitor its resources against security attacks, especially from the insider, e.g. another gateway within the local cloud. In this paper, the interaction between rational attacker and defender in the context of an M2M local cloud platform as a multi-stage Bayesian game is studied. In this game formulation, a defender is able to update its belief upon the maliciousness of the attacker. The feasible Nash equilibrium of the game is reviewed and an analytical framework for the rational attacker and defender is provided for a given set of resources with different security values under some constraints on the attack and monitor resources. In the numerical analysis, it can be shown that by having multiple resources to be attacked and/or monitored simultaneously provides a kind of diversity which helps to improve the belief update of the defender.",,978-1-4673-6048-7,,10.1109/APCC.2013.6765968,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6765968,Game theory;M2M;access control;cloud;intrusion detection,Bayes methods;Games;History;Intrusion detection;Logic gates;Monitoring,authorisation;cloud computing;game theory,IDS;Nash equilibrium;access control system;defender;distributed M2M gateways;distributed M2M local cloud platform;intrusion detection game;intrusion detection system;machine-to-machine system;multistage Bayesian game;rational attacker,,0,,7,,,29-31 Aug. 2013,,IEEE,IEEE Conference Publications,,
Specification-based IDS for securing RPL from topology attacks,"Le, A.; Loo, J.; Yuan Luo; Lasebae, A.","Middlesex Univ., London, UK","Wireless Days (WD), 2011 IFIP",20111212,2011,,,1,3,"This paper focuses on the security aspect of RPL (Routing Protocol for Low-power and lossy network) by introducing a new type of threat - the topology attack, which changes the node operation for breaking the optimised network topology, and designing a specification-based IDS for detecting it. We present two novel RPL attacks of this type: the rank attack and local repair attack. We also propose an IDS architecture using network monitor backbone, and describe its monitoring mechanisms through a RPL finite state machine implemented in each monitor node. We show that our system can effectively detect these routing operation threats with a reasonable overhead.",2156-9711,978-1-4577-2027-7,978-1-4577-2026-0,10.1109/WD.2011.6098218,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6098218,IDS;RPL;local repair attack;rank attack;specification-based;topology attack,Automata;Maintenance engineering;Monitoring;Network topology;Routing;Security;Topology,computer network security;finite state machines;routing protocols;telecommunication network topology,RPL attacks;RPL finite state machine;RPL security;intrusion detection system;local repair attack;lossy network;low-power network;network monitor backbone;network topology attacks;rank attack;routing protocol;specification-based IDS architecture,,5,,8,,,10-12 Oct. 2011,,IEEE,IEEE Conference Publications,,
Accelerating String Matching Using Multi-Threaded Algorithm on GPU,"Cheng-Hung Lin; Sheng-Yu Tsai; Chen-Hsiung Liu; Shih-Chieh Chang; Shyu, J.-M.","Nat. Taiwan Normal Univ., Taipei, Taiwan","Global Telecommunications Conference (GLOBECOM 2010), 2010 IEEE",20110110,2010,,,1,5,"Network Intrusion Detection System has been widely used to protect computer systems from network attacks. Due to the ever-increasing number of attacks and network complexity, traditional software approaches on uni-processors have become inadequate for the current high-speed network. In this paper, we propose a novel parallel algorithm to speedup string matching performed on GPUs. We also innovate new state machine for string matching, the state machine of which is more suitable to be performed on GPU. We have also described several speedup techniques considering special architecture properties of GPU. The experimental results demonstrate the new algorithm on GPUs achieves up to 4,000 times speedup compared to the AC algorithm on CPU. Compared to other GPU approaches, the new algorithm achieves 3 times faster with significant improvement on memory efficiency. Furthermore, because the new Algorithm reduces the complexity of the Aho-Corasick algorithm, the new algorithm also improves on memory requirements.",1930-529X,978-1-4244-5636-9,978-1-4244-5637-6,10.1109/GLOCOM.2010.5683320,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5683320,,Algorithm design and analysis;Graphics processing unit;Instruction sets;Intrusion detection;Memory management;Throughput,computer graphic equipment;computer network security;coprocessors;multi-threading;string matching,Aho-Corasick algorithm;GPU;computer systems protection;multi-threaded Algorithm;network attacks;network intrusion detection system;state machine;string matching,,13,,20,,,6-10 Dec. 2010,,IEEE,IEEE Conference Publications,,
Research and Implementation on Host Characteristic Information Passive Identification,Sui Xin; Hou Gang,"Coll. of Humanities & Sci., Northeast Normal Univ., Changchun, China","Computational and Information Sciences (ICCIS), 2012 Fourth International Conference on",20120913,2012,,,1389,1392,"There are two main methods that identify host information Banner and Fingerprint. Through research, analysis and combined with the two methods, we complete and realize passive host characteristic information identification. For other network security research, particularly with regard to improvement of network intrusion detection system, we prepare data, and broaden ideas.",,978-1-4673-2406-9,,10.1109/ICCIS.2012.227,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6301425,Banner;Fingerprint;Host Characteristic Information;passive identification,Databases;Fingerprint recognition;IP networks;Operating systems;Security;Servers,fingerprint identification;security of data,host characteristic information passive identification;host information banner;host information fingerprint;network intrusion detection system;network security research;passive host characteristic information identification,,0,,4,,,17-19 Aug. 2012,,IEEE,IEEE Conference Publications,,
Intrusion detection in wireless networks using Genetic Algorithm,"Khan, F.H.; Shams, R.; Aamir, M.; Waseem, M.; Memon, M.","Dept. of Math., Sir Syed Univ. of Eng. & Technol., Karachi, Pakistan","Computing for Sustainable Global Development (INDIACom), 2015 2nd International Conference on",20150504,2015,,,1830,1835,"It is very important to maintain a high level security to ensure safe and trusted communication of information between various organizations. As the growth of computer networks is increasing day by day in modern society, therefore network security is one of the hottest issue to be solved. This paper proposes application of Genetic Algorithm (GA) for network intrusion detection system. Any action that tries to compromise the confidentially, integrity or availability of resources is termed as intrusion and the detection of such intrusion by the help of a system is called as intrusion detection system (IDS). The proposed GA is a hybrid evolutionary technique specially developed for intrusion detection. The technique developed has been implemented and the experiments have shown the promising results. The evolutionary process of this technique including its parameters and the experimental outcomes are discussed at length in this paper. In this paper we have made the comparison of our technique with the GNN classifier technique and the outcomes from our experiment have given promising results towards applying genetic algorithm for network intrusion detection.",,978-9-3805-4415-1,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7100562,Intrusion detection;genetic algorithm;security;wireless networking,Biological cells;Genetic algorithms;Intrusion detection;Sociology;Statistics;Testing;Training,computer network security;genetic algorithms;radio networks,genetic algorithm;hybrid evolutionary technique;network intrusion detection system;wireless networks,,0,,21,,,11-13 March 2015,,IEEE,IEEE Conference Publications,,
The Application of Computational Intelligence in Intrusion Detection Systems,Xie Liling,"Sch. of Math. Sci., South China Normal Univ., Guangzhou, China","Internet Technology and Applications (iTAP), 2011 International Conference on",20110829,2011,,,1,4,"The paper reviews the use of several computational intelligence(CI) methods including artificial neural networks, fuzzy systems, evolutionary computation and artificial immune systems in intrusion detection systems(IDS). These methods have their own advantages and disadvantages. It highlights the promising research directions of the use of CI in IDS which is to combine the strengths of these methods to compensate their disadvantages so we can get the better solutions.",,978-1-4244-7253-6,,10.1109/ITAP.2011.6006350,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6006350,,Artificial neural networks;Electronic mail;Fuzzy systems;Immune system;Intrusion detection,artificial immune systems;evolutionary computation;fuzzy systems;neural nets;security of data,CI method;artificial immune system;artificial neural network;computational intelligence;evolutionary computation;fuzzy system;intrusion detection system,,0,,6,,,16-18 Aug. 2011,,IEEE,IEEE Conference Publications,,
Implementation of WSN application service using people detection algorithm,HongYeon Yu; SeungChul Son; NacWoo Kim; Byungtak Lee,"Honam Res. Center, Electron. & Telecommun. Res. Inst., Daejeon, South Korea","ICT Convergence (ICTC), 2012 International Conference on",20121220,2012,,,117,118,"In this paper, we implements intrusion detection system for video surveillance which works well in wireless sensor networks (WSN) environment. Our system has been implemented using open geospatial consortium standard, and operated in the android platform of mobile environment. We also have been implemented intruder detection by machine learning technique. As a result, our system can achieve real-time and robust people classification in diverse scenes.",,978-1-4673-4829-4,978-1-4673-4827-0,10.1109/ICTC.2012.6386793,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6386793,OGC;People detection;SWE;mobile device;object classification,Detection algorithms;Logic gates;Mobile communication;Servers;Standards;Video surveillance;Wireless sensor networks,learning (artificial intelligence);mobile computing;object detection;video surveillance;wireless sensor networks,WSN application service;WSN environment;android platform;intruder detection;intrusion detection system;machine learning technique;mobile environment;open geospatial consortium standard;people detection algorithm;real-time people classification;video surveillance;wireless sensor networks,,0,,4,,,15-17 Oct. 2012,,IEEE,IEEE Conference Publications,,
An Ontology-Based Approach for Helping to Secure the ETSI Machine-to-Machine Architecture,"Gyrard, A.; Bonnet, C.; Boudaoud, K.","Mobile Commun., Eurecom, Biot, France","Internet of Things (iThings), 2014 IEEE International Conference on, and Green Computing and Communications (GreenCom), IEEE and Cyber, Physical and Social Computing(CPSCom), IEEE",20150316,2014,,,109,116,"Securing the Internet of Things, more precisely, the ETSI Machine to Machine (M2M) architecture is a difficult task, since there is a need to secure heterogeneous wireless communications (cellular, wireless, wired), devices (sensor or mobile phone) and applications (programming language, framework, database). In this article, we present the state of the art concerning the security ontologies in various domains (Web, MANET, 2G/GSM, 3G/UMTS, 4G/LTE, Wi-Fi, Intrusion Detection System). Since, most of the existing security ontologies are not published online or do not follow semantic web best practices, we have designed the STAC (Security Toolbox: Attack & Countermeasure) ontology-based security knowledge respecting the semantic web guidelines. The STAC ontology, dataset and application have been designed to help software developers or designers to choose security mechanisms fitting their needs to secure Internet of Things (IoT) applications. STAC is published online (http://sensormeasurement.appspot.com/?p=stac).",,978-1-4799-5967-9,,10.1109/iThings.2014.25,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7059650,2G/GSM;3G/UMTS;4G/LTE;Cryptography;ETSI Machine to Machine (M2M);Internet of Things;OWL;Security Mechanism;Security Property;Security Protocol;Security ontologies;Semantic Web;Semantic Web of Things;Sensor Networks;WLAN;Wi-Fi,Cryptography;IEEE 802.11 Standards;Ontologies;Protocols;Semantic Web;Wireless communication,3G mobile communication;4G mobile communication;Internet of Things;computer network security;ontologies (artificial intelligence);semantic Web;wireless LAN,2G/GSM;3G/UMTS;4G/LTE;ETSI machine-to-machine architecture security;Internet of Things;MANET;STAC;Wi-Fi;cellular communications;database;devices;heterogeneous wireless communications;intrusion detection system;mobile phone;ontology-based approach;programming language;security ontologies;security toolbox attack and countermeasure ontology-based security knowledge;semantic Web best practices;semantic Web guidelines;sensor;software developers;wired communications,,0,,29,,,1-3 Sept. 2014,,IEEE,IEEE Conference Publications,,
An Empirical Approach to Modeling Uncertainty in Intrusion Analysis,"Xinming Ou; Rajagopalan, S.R.; Sakthivelmurugan, S.","Kansas State Univ., Manhattan, KS, USA","Computer Security Applications Conference, 2009. ACSAC '09. Annual",20100115,2009,,,494,503,"Uncertainty is an innate feature of intrusion analysis due to the limited views provided by system monitoring tools, intrusion detection systems (IDS), and various types of logs. Attackers are essentially invisible in cyber space and monitoring tools can only observe the symptoms or effects of malicious activities. When mingled with similar effects from normal or non-malicious activities they lead intrusion analysis to conclusions of varying confidence and high false positive/negative rates. This paper presents an empirical approach to the problem of uncertainty where the inferred security implications of low-level observations are captured in a simple logical language augmented with certainty tags. We have designed an automated reasoning process that enables us to combine multiple sources of system monitoring data and extract highly-confident attack traces from the numerous possible interpretations of low-level observations. We have developed our model empirically: the starting point was a true intrusion that happened on a campus network that we studied to capture the essence of the human reasoning process that led to conclusions about the attack. We then used a Datalog-like language to encode the model and a Prolog system to carry out the reasoning process. Our model and reasoning system reached the same conclusions as the human administrator on the question of which machines were certainly compromised. We then automatically generated the reasoning model needed for handling Snort alerts from the natural-language descriptions in the Snort rule repository, and developed a Snort add-on to analyze Snort alerts. Keeping the reasoning model unchanged, we applied our reasoning system to two third-party data sets and one production network. Our results showed that the reasoning model is effective on these data sets as well. We believe such an empirical approach has the potential of codifying the seemingly ad-hoc human reasoning of uncertain events, and can yield useful to- ols for automated intrusion analysis.",1063-9527,978-0-7695-3919-5,,10.1109/ACSAC.2009.53,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5380706,intrusion detection;logic;uncertainty,Application software;Computer security;Computerized monitoring;Data mining;Data security;Forensics;Humans;Intrusion detection;Production systems;Uncertainty,inference mechanisms;security of data,Datalog-like language;Prolog system;Snort add-on;Snort alerts;Snort rule repository;ad hoc human reasoning;automated intrusion analysis;automated reasoning process;intrusion detection system;logical language;malicious activities;natural language description;reasoning model;reasoning system;system monitoring data;system monitoring tools;uncertain events;uncertainty,,3,,22,,,7-11 Dec. 2009,,IEEE,IEEE Conference Publications,,
Visualizing Network Activity Using Parallel Coordinates,"Tricaud, S.; Nance, K.; Saade&#x0301;, P.",,"System Sciences (HICSS), 2011 44th Hawaii International Conference on",20110222,2011,,,1,8,"Detecting and analyzing the complex problems introduced by today's cybercriminal are challenging undertakings. System pirates are organized and exploit available machines worldwide to conduct their attacks. The attack patterns are complex, multi-variate, and, in the case of botnets, can generate a significant amount of traffic that is difficult to interpret. In order to understand these complex event structures and ascertain their possible correlations in multiple dimensions, a visualization method called parallel coordinates can be used. This paper introduces the basic theory behind parallel coordinates, and demonstrates the visualization of real-world examples of attacks observed through a month of Snort logs on a production server. The parallel coordinates-based visualization is accomplished using an open source visual intrusion detection system called Picviz, which can aid in the analysis of potentially malicious network traffic.",1530-1605,978-1-4244-9618-1,,10.1109/HICSS.2011.488,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5718652,,Data visualization;Graphical user interfaces;IP networks;Intrusion detection;Monitoring;Software;Visualization,computational geometry;computer crime;data visualisation;public domain software;telecommunication traffic,Picviz;attack pattern;cybercriminal botnet;network activity visualization;open source visual intrusion detection system;parallel coordinate;potentially malicious network traffic;production server;snort log;system pirate,,1,,11,,,4-7 Jan. 2011,,IEEE,IEEE Conference Publications,,
Intrusion detection and prevention system: Challenges & opportunities,"Bashir, U.; Chachoo, M.","Dept. of Comput. Sci., Mewar Univ., Chittorgarh, India","Computing for Sustainable Global Development (INDIACom), 2014 International Conference on",20140612,2014,,,806,809,"The idea of making everything available readily and universally has led to a revolution in the field of networks. In spite of the tremendous growth of technologies in the field of networks and information technology, we still lack in preventing our resources from theft/attacks. This may not concern small organizations but it is a serious issue as far as industry/companies or national security is concerned. Organizations are facing an increasing number of threats every day in the form of viruses, intrusions, etc. Since many different mechanisms were opted by organizations in the form of intrusion detection and prevention systems to protect themselves from these kinds of attacks, there are many security breaches which go undetected. In order to understand the security risks and IDPS(intrusion detection and prevention system), we will first survey about the common security breaches and then after discuss what are different opportunities and challenges in this particular field. In this paper we have made a survey on the overall progress of intrusion detection systems. We survey the existing types, techniques and architectures of Intrusion Detection Systems in the literature. Finally we outline the present research challenges and issue.",,978-93-80544-10-6,,10.1109/IndiaCom.2014.6828073,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6828073,Architecture;Attack;Detection;IDS;Prevention;Security;System;Virus,Computational modeling;Computers;Expert systems;Intrusion detection;Monitoring,computer viruses;security of data,IDPS;computer viruses;intrusion detection and prevention system;intrusion detection system architecture;security attacks;security breaches;security risks;security threats,,0,,19,,,5-7 March 2014,,IEEE,IEEE Conference Publications,,
Detection of DDoS attacks using Enhanced Support Vector Machines with real time generated dataset,"Subbulakshmi, T.; Shalinie, S.M.; GanapathiSubramanian, V.; BalaKrishnan, K.; AnandKumar, D.; Kannathal, K.","Dept. of CSE, TCE, Madurai, India","Advanced Computing (ICoAC), 2011 Third International Conference on",20120409,2011,,,17,22,An approach for combating network intrusion detection is the development of systems applying machine learning and data mining techniques. Many Intrusion Detection Systems (IDS) suffer from a high rate of false alarms and missed intrusions. The detection rate has to be improved while maintaining low rate of misses. The focus of this paper is to generate the Distributed Denial of Service (DDoS) detection dataset and detect them using the Enhanced Support Vector Machines. The DDoS dataset with various direct and derived attributes is generated in an experimental testbed which has 14 attributes and 10 types of latest DDoS attack classes. Using the generated DDoS dataset the Enhanced Multi Class Support Vector Machines (EMCSVM) is used for detection of the attacks into various classes. The performance of the EMCSVM is evaluated over SVM with various parameter values and kernel functions. It is inferred that EMCSVM produces better classification rate for the DDoS dataset with ten types of latest DDoS attacks when compared with the kddcup 99 dataset which has six types of DoS attacks.,,978-1-4673-0670-6,,10.1109/ICoAC.2011.6165212,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6165212,Classification rate;DDoS dataset;Enhanced Multi Class Support Vector Machines (EMCSVM);Intrusion Detection Dataset,Computer crime;Floods;IP networks;Intrusion detection;Servers;Support vector machines;Training,computer network security;data mining;distributed processing;learning (artificial intelligence),DDoS attack detection;data mining techniques;detection rate;distributed denial of service detection dataset;enhanced multiclass support vector machines;kddcup 99 dataset;kernel functions;machine learning;network intrusion detection system;parameter values;real time generated dataset,,1,,16,,,14-16 Dec. 2011,,IEEE,IEEE Conference Publications,,
Vulnerability & attack injection for web applications,"Fonseca, J.; Vieira, M.; Madeira, H.","CISUC, Univ. of Coimbra, Coimbra, Portugal","Dependable Systems & Networks, 2009. DSN '09. IEEE/IFIP International Conference on",20090929,2009,,,93,102,"In this paper we propose a methodology to inject realistic attacks in Web applications. The methodology is based on the idea that by injecting realistic vulnerabilities in a Web application and attacking them automatically we can assess existing security mechanisms. To provide true to life results, this methodology relies on field studies of a large number of vulnerabilities in Web applications. The paper also describes a set of tools implementing the proposed methodology. They allow the automation of the entire process, including gathering results and analysis. We used these tools to conduct a set of experiments to demonstrate the feasibility and effectiveness of the proposed methodology. The experiments include the evaluation of coverage and false positives of an intrusion detection system for SQL injection and the assessment of the effectiveness of two Web application vulnerability scanners. Results show that the injection of vulnerabilities and attacks is an effective way to evaluate security mechanisms and tools.",,978-1-4244-4422-9,978-1-4244-4421-2,10.1109/DSN.2009.5270349,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5270349,,Application software;Automation;Counting circuits;Information security;Inspection;Instruments;Intrusion detection;Performance evaluation;Probes;Testing,Internet;SQL;program debugging;program testing;security of data,SQL injection;Web application;Web application vulnerability scanner;intrusion detection system;realistic attack injection tool;realistic test bed;realistic vulnerability injection;security mechanism;software bug,,7,,33,,,June 29 2009-July 2 2009,,IEEE,IEEE Conference Publications,,
Analysis of Feature Selection Techniques for Network Traffic Dataset,"Singh, R.; Kumar, H.; Singla, R.K.","Inst. of Eng. & Technol., Panjab Univ., Chandigarh, India","Machine Intelligence and Research Advancement (ICMIRA), 2013 International Conference on",20141009,2013,,,42,46,"Time taken by Intrusion Detection System (IDS) in order to detect malwares is very crucial factor. Network traffic dataset have many features and all may not contribute in detection of threats. Rejecting irrelevant features may increase performance of IDS by reducing computational time. In this paper, feature selection techniques based on Gain ratio attribute, Correlation feature selection, Chi Squared attribute, Consistency subset, Filtered attribute, Filtered subset, Information gain attribute, One RA attribute and Symmetrical Uncert attribute evaluation are tested on three classifiers (Naïve Bayes, J48 and PART) by using Weka data mining and machine learning tool on UCI KDD CUP 1999 network traffic dataset. The feature selection methods are analyzed on parameters like accuracy, number of features selected out of total features, time taken, TP rate and FP rate. The result shows that almost same level of accuracy can be achieved by reducing number of features considerably which also takes less computational time to detect threats. Filtered subset evaluation comes out to be best technique which suggests only 17.07 % of total features. Hence it is proposed that reduced number of features should be used in IDS for the quick detection of threats.",,,,10.1109/ICMIRA.2013.15,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6918792,Classification;Data Pre-processing;Feature Selection;Malware Detection,Accuracy;Classification algorithms;Computational modeling;Educational institutions;Feature extraction;Filtering algorithms;Telecommunication traffic,data mining;feature selection;invasive software,FP rate;IDS;RA attribute;TP rate;UCI KDD CUP;Weka data mining;chi squared attribute;consistency subset;correlation feature selection;feature selection techniques;filtered attribute;filtered subset evaluation;gain ratio attribute;information gain attribute;intrusion detection system;machine learning tool;malware detection;network traffic dataset,,0,,21,,,21-23 Dec. 2013,,IEEE,IEEE Conference Publications,,
Efficient VM Introspection in KVM and Performance Comparison with Xen,"Kourai, K.; Nakamura, K.","Dept. of Creative Inf., Kyushu Inst. of Technol., Fukuoka, Japan","Dependable Computing (PRDC), 2014 IEEE 20th Pacific Rim International Symposium on",20141204,2014,,,192,202,"Intrusion detection system (IDS) offloading is useful for securely executing IDSes. It runs a target system in a virtual machine (VM) and enables IDSes to monitor the VM from the outside using VM introspection. Although VM introspection is well studied, its performance has not been reported in detail. The performance becomes important when users choose virtualization software, e.g., Xen and KVM. However, the performance comparison is difficult because there is no efficient implementation of VM introspection in KVM. In this paper, we first propose KVMonitor for efficient VM introspection in KVM. Using KVMonitor, we have ported Transcall for offloading legacy IDSes. For memory introspection, KVMonitor was 32 times faster than the existing LibVMI. Then we present performance comparison between Xen and KVM on VM introspection. The experimental results showed that checking the kernel memory with KVMonitor was 118 times faster than that in Xen. Even for legacy chkrootkit, the execution time with KVMonitor was 63% shorter than that in Xen.",,978-1-4799-6473-4,,10.1109/PRDC.2014.33,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6974789,IDS offloading;intrusion detection systems;security;virtual machine introspection;virtualization software,Kernel;Monitoring;Registers;Servers;Virtualization,security of data;virtual machines;virtualisation,IDS offloading;KVM software;KVMonitor;Transcall;VM introspection;Xen software;intrusion detection system;legacy chkrootkit;memory introspection;virtual machines,,0,,39,,,18-21 Nov. 2014,,IEEE,IEEE Conference Publications,,
Efficient Computer Network Anomaly Detection by Changepoint Detection Methods,"Tartakovsky, A.G.; Polunchenko, A.S.; Sokolov, G.","Dept. of Math., Univ. of Southern California, Los Angeles, CA, USA","Selected Topics in Signal Processing, IEEE Journal of",20130122,2013,7,1,4,11,"We consider the problem of efficient on-line anomaly detection in computer network traffic. The problem is approached statistically, as that of sequential (quickest) changepoint detection. A multi-cyclic setting of quickest change detection is a natural fit for this problem. We propose a novel score-based multi-cyclic detection algorithm. The algorithm is based on the so-called Shiryaev-Roberts procedure. This procedure is as easy to employ in practice and as computationally inexpensive as the popular Cumulative Sum chart and the Exponentially Weighted Moving Average scheme. The likelihood ratio based Shiryaev-Roberts procedure has appealing optimality properties, particularly it is exactly optimal in a multi-cyclic setting geared to detect a change occurring at a far time horizon. It is therefore expected that an intrusion detection algorithm based on the Shiryaev-Roberts procedure will perform better than other detection schemes. This is confirmed experimentally for real traces. We also discuss the possibility of complementing our anomaly detection algorithm with a spectral-signature intrusion detection system with false alarm filtering and true attack confirmation capability, so as to obtain a synergistic system.",1932-4553,,,10.1109/JSTSP.2012.2233713,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6380529,CUSUM;Changepoint detection;Shiryaev–Roberts Procedure;TCP SYN attacks;cybersecurity;distributed denial-of-service attacks;intrusion detection;network traffic,Computer networks;Computer security;Delay;Detection algorithms;Educational institutions;Intrusion detection;Tin,computer network security,Shiryaev-Roberts procedure;alarm filtering;attack confirmation capability;changepoint detection method;computer network anomaly detection;computer network traffic;cumulative sum chart;exponentially-weighted moving average scheme;likelihood ratio;multicyclic setting;online anomaly detection;score-based multicyclic detection algorithm;sequential changepoint detection;spectral-signature intrusion detection system;synergistic system,,3,,27,,12/12/2012,Feb. 2013,,IEEE,IEEE Journals & Magazines,,
An Evaluation of Machine Learning Methods to Detect Malicious SCADA Communications,"Beaver, J.M.; Borges-Hink, R.C.; Buckner, M.A.","Oak Ridge Nat. Lab., Oak Ridge, TN, USA","Machine Learning and Applications (ICMLA), 2013 12th International Conference on",20140410,2013,2,,54,59,"Critical infrastructure Supervisory Control and Data Acquisition (SCADA) systems have been designed to operate on closed, proprietary networks where a malicious insider posed the greatest threat potential. The centralization of control and the movement towards open systems and standards has improved the efficiency of industrial control, but has also exposed legacy SCADA systems to security threats that they were not designed to mitigate. This work explores the viability of machine learning methods in detecting the new threat scenarios of command and data injection. Similar to network intrusion detection systems in the cyber security domain, the command and control communications in a critical infrastructure setting are monitored, and vetted against examples of benign and malicious command traffic, in order to identify potential attack events. Multiple learning methods are evaluated using a dataset of Remote Terminal Unit communications, which included both normal operations and instances of command and data injection attack scenarios.",,,,10.1109/ICMLA.2013.105,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6786081,SCADA;critical infrastructure protection;intrusion detection;machine learning;network,Intrusion detection;Learning systems;Machine learning algorithms;Pipelines;SCADA systems;Telemetry,SCADA systems;computer network security;critical infrastructures;industrial control;learning (artificial intelligence);open systems,command and control communication;critical infrastructure monitoring;critical infrastructure systems;cyber security domain;data injection attack;industrial control;machine learning method;malicious SCADA communication detection;network intrusion detection system;open standards;open systems;potential attack event identification;remote terminal unit communication;security threat potential;supervisory control and data acquisition,,1,,23,,,4-7 Dec. 2013,,IEEE,IEEE Conference Publications,,
