http://ieeexplore.ieee.org.ezproxy.rit.edu/search/searchresult.jsp?download-format=download-csv&bulkSetSize=2000&refinements%3D4291944822%2C4291944246%26ranges%3D1998_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28%28.QT.Recall.QT.%29+AND+.QT.Intrusion+Detection+System.QT.%29,11/20/2015 17:41,"((""Recall"") AND ""Intrusion Detection System"")",IEEE
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Anomaly based intrusion detection in wireless networks using Bayesian classifier,"Klassen, M.; Ning Yang","Comput. Sci. Dept., California Lutheran Univ., Thousand Oaks, CA, USA","Advanced Computational Intelligence (ICACI), 2012 IEEE Fifth International Conference on",20130218,2012,,,257,264,"Ad hoc wireless network with black hole attacks, denial of service attacks and malicious attacks are investigated to study if we can detect harmful activities in a timely manner. A popular simulator NS2 was used to create a controlled wireless network environment. The network was built with 33 nodes with AODV protocol and traffic data was collected from the network. The probability based Naive Bayesian classifier was used with 10 attributed derived from the traffic data. The classification rates obtained is over 97% when numeric attribute values are discretized in Naive Bayesian classifier. It is observed that in our network simulation, denial-of-service attacks and black hole attacks are always correctly detected while malicious attacks and normal traffic are not.",,978-1-4673-1743-6,,10.1109/ICACI.2012.6463163,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6463163,,Ad hoc networks;Bayesian methods;Computer crime;Intrusion detection;Routing protocols;Wireless networks,Bayes methods;ad hoc networks;computer network security;routing protocols;telecommunication traffic,AODV protocol;Naive Bayesian classifier;ad hoc wireless network;anomaly based intrusion detection;black hole;classification rates;controlled wireless network environment;denial of service attacks;harmful activity detection;malicious attacks;popular simulator NS2;probability;traffic data,,0,,12,,,18-20 Oct. 2012,,IEEE,IEEE Conference Publications,,
2003 International Conference On Machine Learning And Cybernetics [front matter],,,"Machine Learning and Cybernetics, 2003 International Conference on",20040219,2003,4,,0_1,xxxiv,"Conference proceedings front matter may contain various advertisements, welcome messages, committee or program information, and other miscellaneous conference information. This may in some cases also include the cover art, table of contents, copyright statements, title-page or half title-pages, blank pages, venue maps or other general information relating to the conference that was part of the original conference proceedings.",,0-7803-8131-9,,10.1109/ICMLC.2003.1259821,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1259821,,,,,,0,,,,,5-5 Nov. 2003,,IEEE,IEEE Conference Publications,,
Towards a framework to measure security expertise in requirements analysis,"Hibshi, H.; Breaux, T.; Riaz, M.; Williams, L.","Inst. for Software Res., Carnegie Mellon Univ., Pittsburgh, PA, USA","Evolving Security and Privacy Requirements Engineering (ESPRE), 2014 IEEE 1st Workshop on",20140908,2014,,,13,18,"Research shows that commonly accepted security requirements are not generally applied in practice. Instead of relying on requirements checklists, security experts rely on their expertise and background knowledge to identify security vulnerabilities. To understand the gap between available checklists and practice, we conducted a series of interviews to encode the decision-making process of security experts and novices during security requirements analysis. Participants were asked to analyze two types of artifacts: source code, and network diagrams for vulnerabilities and to apply a requirements checklist to mitigate some of those vulnerabilities. We framed our study using Situation Awareness-a cognitive theory from psychology-to elicit responses that we later analyzed using coding theory and grounded analysis. We report our preliminary results of analyzing two interviews that reveal possible decision-making patterns that could characterize how analysts perceive, comprehend and project future threats which leads them to decide upon requirements and their specifications, in addition, to how experts use assumptions to overcome ambiguity in specifications. Our goal is to build a model that researchers can use to evaluate their security requirements methods against how experts transition through different situation awareness levels in their decision-making process.",,,,10.1109/ESPRE.2014.6890522,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6890522,Security;decision-making;patterns;requirements analysis;situation awareness,Decision making;Encoding;Firewalls (computing);Interviews;Software;Uncertainty,decision making;formal specification;security of data;source code (software),coding theory;cognitive theory;decision-making patterns;decision-making process;grounded analysis;network diagrams;requirements checklist;security expertise;security experts;security requirements analysis;security vulnerabilities;situation awareness;source code;specifications ambiguity,,0,,20,,,25-25 Aug. 2014,,IEEE,IEEE Conference Publications,,
Iterative Selection of Cost-Effective Countermeasures for Intelligent Threat Agents,"Baiardi, F.; Tonelli, F.; Bertolini, A.; Bertolotti, R.","Dipt. di Inf., Univ. Pisa, Pisa, Italy","Parallel, Distributed and Network-Based Processing (PDP), 2015 23rd Euromicro International Conference on",20150423,2015,,,595,599,"We describe the tools of the Haruspex suite to manage the risk due to intelligent agents. The suite applies a Monte Carlo method and it return a statistical samples on the attacks these agents implement. Some tools of the suite analyzes these samples to select the countermeasures to deploy. The tools work in an iterative way that alternates the selection of countermeasures and the application of the Monte Carlo method. This takes into account that an intelligent agent may select distinct attacks to replace those affected by the countermeasures. Lastly, we apply the tools to three industrial control systems.",1066-6192,,,10.1109/PDP.2015.20,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7092780,Countermeasures;Monte Carlo Method;Risk Assessment and Managemen;Scenario,Analytical models;Computational modeling;Context;Engines;Monte Carlo methods;Process control;Security,Monte Carlo methods;iterative methods;security of data;statistical analysis,Haruspex suite;Monte Carlo method;cost-effective countermeasures;industrial control systems;intelligent threat agents;iterative selection,,0,,26,,,4-6 March 2015,,IEEE,IEEE Conference Publications,,
Fast outlier detection using a GPU,"Angiulli, F.; Basta, S.; Lodi, S.; Sartori, C.","DIMES-UNICAL, Rende, Italy","High Performance Computing and Simulation (HPCS), 2013 International Conference on",20131021,2013,,,143,150,"The availability of cost-effective data collections and storage hardware has allowed organizations to accumulate very large data sets, which are a potential source of previously unknown valuable information. The process of discovering interesting patterns in such large data sets is referred to as data mining. Outlier detection is a data mining task consisting in the discovery of observations which deviate substantially from the rest of the data, and has many important practical applications. Outlier detection in very large data sets is however computationally very demanding and currently requires highperformance computing facilities. We propose a family of parallel algorithms for Graphic Processing Units (GPU), derived from two distance-based outlier detection algorithms: the BruteForce and the SolvingSet. We analyze their performance with an extensive set of experiments, comparing the GPU implementations with the base CPU versions and obtaining significant speedups.",,978-1-4799-0836-3,,10.1109/HPCSim.2013.6641405,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6641405,Data mining exploiting GPUs;outlier detection,Algorithm design and analysis;Data mining;Graphics processing units;Indexes;Instruction sets;Upper bound,data mining;graphics processing units;parallel algorithms;very large databases,BruteForce algorithm;GPU implementations;SolvingSet algorithm;data mining;distance-based outlier detection algorithm;fast outlier detection;graphic processing units;high performance computing facilities;interesting pattern discovery;parallel algorithms;performance analysis;very large data sets,,2,,22,,,1-5 July 2013,,IEEE,IEEE Conference Publications,,
A Security Framework for Wireless Sensor Networks: Theory and Practice,"Guyeux, C.; Makhoul, A.; Bahi, J.M.","Comput. Sci. Dept. (DISC), Univ. of Franche-Comte, Belfort, France","WETICE Conference (WETICE), 2014 IEEE 23rd International",20141020,2014,,,269,274,"Wireless sensor networks are often deployed in public or otherwise untrusted and even hostile environments, which prompts a number of security issues. Although security is a necessity in other types of networks, it is much more so in sensor networks due to the resource-constraint, susceptibility to physical capture, and wireless nature. In this work we emphasize two security issues: (1) secure communication infrastructure and (2) secure nodes scheduling algorithm. Due to resource constraints, specific strategies are often necessary to preserve the network's lifetime and its quality of service. For instance, to reduce communication costs nodes can go to sleep mode periodically (nodes scheduling). These strategies must be proven as secure, but protocols used to guarantee this security must be compatible with the resource preservation requirement. To achieve this goal, secure communications in such networks will be defined, together with the notions of secure scheduling. Finally, some of these security properties will be evaluated in concrete case studies.",,,,10.1109/WETICE.2014.14,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6927063,Indistinguability;Nonmalleability;Secure Scheduling;Security;Wireless Sensor Networks,Context;Generators;Scheduling;Security;Wireless communication;Wireless sensor networks,access protocols;quality of service;scheduling;telecommunication security;wireless sensor networks,communication costs nodes;network lifetime;protocols;quality of service;resource constraints;resource preservation requirement;secure communication infrastructure;secure nodes scheduling algorithm;security framework;wireless sensor networks,,0,,14,,,23-25 June 2014,,IEEE,IEEE Conference Publications,,
Performance Evaluation of an Anonymous Routing Protocol using Mobile Agents for Wireless Ad hoc Networks,"Boukerche, A.; Yonglin Ren; Zhenxia Zhang","Univ. of Ottawa, Ottawa","Local Computer Networks, 2007. LCN 2007. 32nd IEEE Conference on",20071029,2007,,,893,900,"While much recent research focuses only on providing routing services for ad hoc networks, very little work has been done towards achieving anonymity for wireless ad hoc and sensor networks. However, malicious nodes in a wireless and mobile ad hoc environment can jeopardize the security of the network if the issues of secure data exchange are not properly handled. Encryption cannot fully protect the data communicated between nodes, as routing information may expose the identities of the communicating nodes and put their relationships at risk. In this paper, we propose an efficient anonymous routing protocol that uses a mobile agent paradigm for wireless and mobile ad hoc networks. In our protocol, only trustworthy nodes are allowed to participate in communications and the misbehavior of malicious nodes is thus prevented effectively. We describe our protocol and provide its performance evaluation based on simulation experiments implemented in an ns-2 simulator. Compared to the SDAR protocol, our experimental results demonstrate that our scheme not only achieves the necessary anonymity in mobile ad hoc networks, but also provides more security with reasonably little additional overhead.",0742-1303,0-7695-3000-1,978-0-7695-3000-0,10.1109/LCN.2007.122,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4367930,,Ad hoc networks;Communication system security;Data security;Identity-based encryption;Information security;Mobile ad hoc networks;Mobile agents;Protection;Routing protocols;Wireless sensor networks,ad hoc networks;cryptography;mobile agents;mobile radio;routing protocols;telecommunication computing;telecommunication security;wireless sensor networks,anonymous routing protocol;encryption;mobile ad hoc network;mobile agent;network security;ns-2 simulator;performance evaluation;wireless sensor network,,2,,28,,,15-18 Oct. 2007,,IEEE,IEEE Conference Publications,,
Prefix-preserving IP address anonymization: measurement-based security evaluation and a new cryptography-based scheme,"Jun Xu; Fan, J.; Ammar, M.H.; Moon, S.B.","Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA","Network Protocols, 2002. Proceedings. 10th IEEE International Conference on",20030225,2002,,,280,289,"Real-world traffic traces are crucial for Internet research, but only a very small percentage of traces collected are made public. One major reason why traffic trace owners hesitate to make the traces publicly available is the concern that confidential and private information may be inferred from the trace. We focus on the problem of anonymizing IP addresses in a trace. More specifically, we are interested in prefix-preserving anonymization in which the prefix relationship among IP addresses is preserved in the anonymized trace, making such a trace usable in situations where prefix relationships are important. The goal of our work is two fold. First, we develop a cryptography-based, prefix-preserving anonymization technique that is provably as secure as the existing well-known TCPdpriv scheme, and unlike TCPdpriv, provides consistent prefix-preservation in large scale distributed setting. Second, we evaluate the security properties inherent in all prefix-preserving IP address anonymization schemes (including TCPdpriv). Through the analysis of Internet backbone traffic traces, we investigate the effect of some types of attacks on the security of any prefix-preserving anonymization algorithm. We also derive results for the optimum manner in which an attack should proceed, which provides a bound on the effectiveness of attacks in general.",1092-1648,0-7695-1856-7,,10.1109/ICNP.2002.1181415,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1181415,,Binary trees;Cryptographic protocols;Cryptography;Decision making;Stress,Internet;cryptography;optimisation;telecommunication security;telecommunication traffic;transport protocols,IP addresses;Internet backbone traffic traces;Internet research;TCPdpriv scheme;confidential information;cryptography;measurement-based security evaluation;optimisation;prefix-preserving IP address anonymity;prefix-preserving anonymization algorithm;private information;real-world traffic traces;security attacks;security properties,,17,,21,,,12-15 Nov. 2002,,IEEE,IEEE Conference Publications,,
Vehicular cloud networking: architecture and design principles,"Euisin Lee; Eun-Kyu Lee; Gerla, M.; Oh, S.Y.","UCLA, Los Angeles, CA, USA","Communications Magazine, IEEE",20140212,2014,52,2,148,155,"Over the past several decades, VANET has been a core networking technology to provide safety and comfort to drivers in vehicular environments. Emerging applications and services, however, require major changes to its underlying computing and networking models, which demand new network planning for VANET. This article especially examines how VANET evolves with two emerging paradigms: vehicular cloud computing and information-centric networking. VCC brings the mobile cloud model to vehicular networks and thus changes the way of network service provisioning, whereas ICN changes the notion of data routing and dissemination. We envision a new vehicular networking system, vehicular cloud networking, on top of them. This article scrutinizes its architecture and operations, and discusses its design principles.",0163-6804,,,10.1109/MCOM.2014.6736756,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6736756,,Cloud computing;Computational modeling;Computer architecture;Intelligent vehicles;Telecommunication network management;Vehicular ad hoc networks,cloud computing;telecommunication network planning;telecommunication network routing;vehicular ad hoc networks,VANET;data dissemination;data routing;information-centric networking;mobile cloud model;network planning;vehicular cloud computing;vehicular cloud networking;vehicular networking system;vehicular networks,,6,,,,,Feb-14,,IEEE,IEEE Journals & Magazines,,
Distributed Authentication of Program Integrity Verification in Wireless Sensor Networks,"Chang, K.; Shin, K.G.","Dept. of Electr. Eng. & Comput. Sci., Michigan Univ., Ann Arbor, MI","Securecomm and Workshops, 2006",20070515,2006,,,1,10,"Security in wireless sensor networks has become important as sensor networks are being used for an increasing number of applications. The severe resource constraints in each sensor make it very challenging to secure sensor networks. Moreover, sensors are usually deployed in hostile and unattended environments, and hence, are susceptible to various attacks, including node capture, physical tampering, and manipulation of the sensor program. The authors of T. Park and K.G. Shin, (2005) proposed a soft tamper-proofing scheme that verifies the integrity of the program in each sensor device, called the program integrity verification (PIV). This paper addresses how to authenticate PIV servers (PIVSes) in a fully-distributed manner. Our distributed authentication protocol of PIVSes (DAPP) uses the Blundo scheme (C. Blundo et al., 1992) and allows sensors to authenticate PIVSes without requiring commonly-used trusted third parties, such as authentication servers (ASes), in the network. We implement and evaluate both the DAPP and the PIV on Mica2 Motes and laptops. We also analyze the security of DAPP under different attack models, demonstrating its capability to deal with various types of attacks",,1-4244-0423-1,1-4244-0423-1,10.1109/SECCOMW.2006.359561,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4198821,,Authentication;Capacitive sensors;Communication system security;Computer security;Cryptography;Intrusion detection;Military computing;Network servers;Protocols;Wireless sensor networks,protocols;telecommunication security;wireless sensor networks,Blundo scheme;Mica2 Motes;distributed authentication;distributed authentication protocol;node capture;physical tampering;program integrity verification;sensor program manipulation;severe resource constraints;soft tamper-proofing scheme;wireless sensor networks security,,1,4,22,,,Aug. 28 2006-Sept. 1 2006,,IEEE,IEEE Conference Publications,,
Techniques for detecting attacks on critical infrastructure,"Tupakula, U.; Varadharajan, V.","Dept. of Comput., Macquarie Univ., Sydney, NSW, Australia","Computing, Networking and Communications (ICNC), 2014 International Conference on",20140410,2014,,,48,52,"Currently critical infrastructures such as SCADA are increasingly using commodity based hardware, software and TCP/IP protocol based communication. However the size of the current operating systems and applications are continuously increasing and it is extremely difficult task for the critical infrastructure operators for securing their systems from attacks. In this paper we propose techniques for detection of attacks on critical infrastructures and techniques for enforcing additional security policies for securing such systems.",,,,10.1109/ICCNC.2014.6785303,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6785303,Critical Infrastructure;SCADA;Security policies,Control systems;Malware;Monitoring;Runtime;Servers;Software,computer network security;critical infrastructures,attack detection;critical infrastructure;operating systems;security policies,,0,,7,,,3-6 Feb. 2014,,IEEE,IEEE Conference Publications,,
Binary Hypothesis Testing Game With Training Data,"Barni, M.; Tondi, B.","Dept. of Inf. Eng., Univ. of Siena, Siena, Italy","Information Theory, IEEE Transactions on",20140710,2014,60,8,4848,4866,"We introduce a game-theoretic framework to study the hypothesis testing problem in the presence of an adversary aiming to prevent a correct decision. Specifically, this paper considers a scenario in which an analyst has to accept or reject the null hypothesis H<sub>0</sub> characterized by a probability mass function (pmf) P<sub>X</sub> based on the evidence provided by a test sequence. In turn, the goal of the adversary is to take a sequence generated according to a different pmf and modify it in such a way to induce a decision error. P<sub>X</sub> is known only through one or more training sequences. We derive the asymptotic equilibrium of the game under the assumption that the analyst relies only on first order statistics of the test and training sequences, and compute the asymptotic payoff of the game when the length of the sequences tends to infinity. We introduce the concept of indistinguishability region, defined as the set of pmfs that can not be distinguished reliably from P<sub>X</sub> in the presence of attacks. Two different scenarios are considered: in the first one the analyst and the adversary share the same training sequence, in the second scenario, they rely on independent sequences. The obtained results are compared with a version of the game in which the pmf P<sub>X</sub> is perfectly known to both the analyst and the adversary.",0018-9448,,,10.1109/TIT.2014.2325571,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6824190,Hypothesis testing;adversarial signal processing;counter-forensics;cybersecurity;game theory;multimedia forensics;source identification,Forensics;Games;Multimedia communication;Nash equilibrium;Testing;Training,game theory;statistical testing,binary hypothesis testing game;decision error;first order statistics;game asymptotic equilibrium;game-theoretic framework;null hypothesis;probability mass function;test sequence,,1,,37,,6/2/2014,Aug. 2014,,IEEE,IEEE Journals & Magazines,,
The Technology and Practice of Comprehensive Information Security Management for Wireless Mobile Environment,Wen Long; Yang Xin; Yixian Yang; Zhongxian Li,"State Key Lab. of Networking & Switching Technol., Beijing Univ. of Posts & Telecommun., Beijing, China","Wireless Communications, Networking and Mobile Computing, 2009. WiCom '09. 5th International Conference on",20091030,2009,,,1,4,"The high volume of events created by a large number of security devices, increased threat levels, and the struggle to keep pace with the expansive list of vulnerabilities that grows daily epitomize the problem of managing information security in today's wireless mobile network. The paper present Comprehensive Information Security Management (CISM) solution, which is based on the technology with a fully integrated incident resolution workflow based on the best practices for incident resolution management. CISM combines three main correlation technologies in concert to help security team work smarter. That is, CISM implement a solution that allows them to correlate events against known vulnerabilities, implement correlation rules that identify successive related suspect events, and use statistical models to score threats based on vulnerability and asset importance. The paper describes the system framework and general design scheme of CISM, which puts emphases on security event normalization and the structure design of security event correlation engine.",,978-1-4244-3692-7,978-1-4244-3693-4,10.1109/WICOM.2009.5302099,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5302099,,Communication system security;Computer security;Data security;Environmental management;Information management;Information security;Mobile communication;National security;Technology management;Telecommunication network management,mobile computing;security of data;statistical analysis,comprehensive information security management;statistical models;wireless mobile environment,,0,2,10,,,24-26 Sept. 2009,,IEEE,IEEE Conference Publications,,
Intrusion detection in IT networks with limited observations,"Bommannavar, P.; Bambos, N.","Manage. Sci. & Eng., Stanford Univ., Stanford, CA, USA","Computing, Networking and Communications (ICNC), 2012 International Conference on",20120312,2012,,,23,28,"In this paper we consider the problem of quickest alarm intrusion detection for a computer network in a probabilistic setting where the number of opportunities to make observations on the status of a potential intruder is budgeted. Specifically, we model the activity of an intruder with a Markov chain of finite state space, corresponding to logical or physical states in a network, and suppose there is a state b which we would not like the intruder to enter. The intruder, on the other hand, would like to enter this sensitive part of the network and wants to spend as much time there as possible. The state of the intruder evolves in discrete time; also there are a limited number of opportunities for the security system to make state observations over the finite horizon of the problem. This model can be used to capture the essence of intrusion detection in a variety of situations such as hackers in a network or physical intruders in a spatial area where there is a constraint on the number of observations one may make due to power limitations. We develop an optimal policy for dynamically scheduling observations to minimize the amount of time that the intruder spends in b without being discovered.",,978-1-4673-0008-7,978-1-4673-0723-9,10.1109/ICCNC.2012.6167419,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6167419,IT security;decision making;dynamic programming;intrusion detection;monitoring;network security;resource allocation;surveillance,Communities;Dynamic programming;Intrusion detection;Markov processes;Mathematical model;Vectors,Markov processes;computer network security,IT networks;Markov chain;alarm intrusion detection;computer network;finite state space;network logical states;network physical states;optimal policy,,0,,14,,,Jan. 30 2012-Feb. 2 2012,,IEEE,IEEE Conference Publications,,
Scalable matching and ranking for network search,"Uddin, M.; Stadler, R.; Clemm, A.","ACCESS Linnaeus Center, KTH R. Inst. of Technol., Stockholm, Sweden","Network and Service Management (CNSM), 2013 9th International Conference on",20140130,2013,,,251,259,"Network search makes operational data available in real-time to management applications. In contrast to traditional monitoring, neither the data location nor the data format needs to be known to the invoking process, which simplifies application development, but requires an efficient search plane inside the managed system. The search plane is realized as a network of search nodes that process search queries in a distributed fashion. This paper introduces matching and ranking for network search queries. We are proposing a semantic for matching and ranking, which is configurable to support different types of management applications-from exact matching for database-style queries to loose, approximate matching, which is appropriate for exploratory purposes. We describe an echo protocol for efficient distributed query processing that supports matching and ranking. Further, we present the design of a search node, which maintains a real-time database of operational information and allows for parallel processing of search queries. A prototype implementation on a cloud testbed shows that the network search system, on a 9-node cluster with 24 core servers, executes 200 global search queries/sec with the 75th percetile latency below 100 milliseconds and with a CPU utilization below 5%. The performance measurements, together with our design, suggest that a system of 100,000 servers processing the same load would exhibit the same overhead per server and a query latency of below 1 sec.",,,,10.1109/CNSM.2013.6727844,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6727844,Network search;distributed management;distributed query processing;innetwork management;matching and ranking,Databases;Measurement;Peer-to-peer computing;Protocols;Search problems;Semantics;Web search,cloud computing;query processing,distributed query processing;echo protocol;network search queries;parallel processing;scalable matching;scalable ranking;search node,,1,,28,,,14-18 Oct. 2013,,IEEE,IEEE Conference Publications,,
On using multiple classifier systems for Session Initiation Protocol (SIP) anomaly detection,"Mehta, A.; Hantehzadeh, N.; Gurbani, V.K.; Tin Kam Ho; Sander, F.",,"Communications (ICC), 2012 IEEE International Conference on",20121129,2012,,,1101,1106,"The Session Initiation Protocol (SIP) is an important multimedia session establishment protocol used on the Internet. It is a text-based protocol, which is complex to parse due to the wide variability in representing the information elements. Building a parser for SIP may appear straight-forward; however, writing an efficient, robust, and scalable parser that is immune to low-effort attacks using malformed messages is surprisingly difficult. To mitigate this, self-learning systems based on Euclidean distance classifiers have been proposed to determine whether a message is well-formed or not. The efficacy of such machine learning algorithms must be studied on varied data sets before they can be successfully used. Our previous work has shown that Euclidean distance-based classifiers and standard classifiers used for self-learning problems are unable to detect malformed self-similar SIP messages (i.e., invalid SIP messages that differ by only a few bytes from normal SIP messages). This paper proposes using multiple classifier systems to detect malformed self-similar SIP messages. Our results show that a judiciously constructed multiple classifier system yields classification performance as high as 97.56% of the messages being classified correctly. We further show that for self-similar SIP messages, feature reduction measures based on the first moment are insufficient for improving classification accuracy.",1550-3607,978-1-4577-2052-9,978-1-4577-2051-2,10.1109/ICC.2012.6364010,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6364010,,Accuracy;Feature extraction;Grammar;Internet;Protocols;Transforms;Vectors,Internet;multimedia communication;pattern classification;signalling protocols;unsupervised learning,Euclidean distance classifier;Internet;SIP message;anomaly detection;feature reduction measurement;machine learning algorithm;message malforming;multimedia session establishment protocol;multiple classifier system;self-learning system;session initiation protocol;text-based protocol,,0,,27,,,10-15 June 2012,,IEEE,IEEE Conference Publications,,
Security Techniques for Beyond 3G Wireless Mobile Networks,"Tupakula, U.; Varadharajan, V.; Vuppala, S.K.","Res. Fac., Macquarie Univ., Sydney, NSW, Australia","Embedded and Ubiquitous Computing (EUC), 2011 IFIP 9th International Conference on",20111215,2011,,,136,143,"Significant developments in the recent times have led to an increasing use of mobile devices such as smart phones in accessing Internet services and applications over wireless networks. In this paper, we propose a security architecture for counteracting denial of service attacks in Beyond 3G (B3G) network architecture with mobile nodes. We describe the system architecture and discuss the different cases of attack scenarios involving the mobility of the attacking and victim nodes. Our proposed solution takes into account practical issues such as limited resources of the mobile nodes. It has distinct advantages such as monitoring of the traffic to the victim node and the attack traffic being dropped before reaching the victim, the ability to trace back the attacking node and prevent the attack at the home agent or foreign agent that is closer to the attacking node, and the ability to deal with dynamic changes in attack traffic patterns. We also present an analysis of our proposed architecture as well as simulation results.",,978-1-4577-1822-9,,10.1109/EUC.2011.64,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6104518,B3G;DDoS;Denial of Service;intrusion detection,Authentication;FAA;IP networks;Mobile communication;Mobile computing;Tunneling,3G mobile communication;mobile handsets;telecommunication security;telecommunication traffic,3G wireless mobile networks;Internet services;mobile devices;mobile nodes;security techniques;smart phones,,0,,16,,,24-26 Oct. 2011,,IEEE,IEEE Conference Publications,,
Privacy Preserving Collaborative Enforcement of Firewall Policies in Virtual Private Networks,"Liu, A.X.; Fei Chen","Dept. of Comput. Sci. & Eng., Michigan State Univ., East Lansing, MI, USA","Parallel and Distributed Systems, IEEE Transactions on",20110328,2011,22,5,887,895,"The widely deployed Virtual Private Network (VPN) technology allows roaming users to build an encrypted tunnel to a VPN server, which, henceforth, allows roaming users to access some resources as if that computer were residing on their home organization's network. Although VPN technology is very useful, it imposes security threats on the remote network because its firewall does not know what traffic is flowing inside the VPN tunnel. To address this issue, we propose VGuard, a framework that allows a policy owner and a request owner to collaboratively determine whether the request satisfies the policy without the policy owner knowing the request and the request owner knowing the policy. We first present an efficient protocol, called Xhash, for oblivious comparison, which allows two parties, where each party has a number, to compare whether they have the same number, without disclosing their numbers to each other. Then, we present the VGuard framework that uses Xhash as the basic building block. The basic idea of VGuard is to first convert a firewall policy to nonoverlapping numerical rules and then use Xhash to check whether a request matches a rule. Comparing with the Cross-Domain Cooperative Firewall (CDCF) framework, which represents the state-of-the-art, VGuard is not only more secure but also orders of magnitude more efficient. On real-life firewall policies, for processing packets, our experimental results show that VGuard is three to four orders of magnitude faster than CDCF.",1045-9219,,,10.1109/TPDS.2010.155,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5557862,Virtual private networks;network security.;privacy,Computers;Encryption;IP networks;Privacy;Protocols;Servers;Virtual private networks,authorisation;computer network security;cryptographic protocols;data privacy;protocols;virtual private networks,VGuard framework;VPN technology;Xhash protocol;cross-domain cooperative firewall;encryption tunnel;firewall policy;privacy preserving collaborative enforcement;virtual private networks,,5,,16,,8/26/2010,May-11,,IEEE,IEEE Journals & Magazines,,
SAVE: source address validity enforcement protocol,"Jun Li; Mirkovic, J.; Mengqiu Wang; Reiher, P.; Lixia Zhang",University of California,INFOCOM 2002. Twenty-First Annual Joint Conference of the IEEE Computer and Communications Societies. Proceedings. IEEE,20021107,2002,3,,1557,1566,"Forcing all IP packets to carry correct source addresses can greatly help network security, attack tracing, and network problem debugging. However, due to asymmetries in today's Internet routing, routers do not have readily available information to verify the correctness of the source address for each incoming packet. In this paper we describe a new protocol, named SAVE, that can provide routers with the information needed for source address validation. SAVE messages propagate valid source address information from the source location to all destinations, allowing each router along the way to build an incoming table that associates each incoming interface of the router with a set of valid source address blocks. This paper presents the protocol design and evaluates its correctness and performance by simulation experiments. The paper also discusses the issues of protocol security, the effectiveness of partial SAVE deployment, and the handling of unconventional forms of network routing, such as mobile IP and tunneling.",0743-166X,0-7803-7476-2,,10.1109/INFCOM.2002.1019407,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1019407,,Computer crime;Debugging;Information filtering;Information filters;Information security;Internet;Position measurement;Routing protocols;Traffic control;Tunneling,,,,36,2,24,,,23-27 June 2002,,IEEE,IEEE Conference Publications,,
