http://ieeexplore.ieee.org/search/searchresult.jsp?download-format=download-csv&bulkSetSize=2000&refinements%3D4291944822%2C4291944246%26ranges%3D2009_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28%28%28%28%28.QT.False+positive.QT.%29+OR+.QT.misclassification.QT.%29+OR+.QT.False+alarm.QT.%29+OR+.QT.type+I+error.QT.%29+AND+.QT.Intrusion+Detection+System.QT.%29,11/9/2015 17:18,"(((((""False positive"") OR ""misclassification"") OR ""False alarm"") OR ""type I error"") AND ""Intrusion Detection System"")",IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,,
A statistical blind technique for recognition of internet traffic with dependence enforcement,"Pecori, R.; Veltri, L.","Dept. of Inf. Eng., Univ. of Parma, Parma, Italy","Wireless Communications and Mobile Computing Conference (IWCMC), 2014 International",20140925,2014,,,328,333,"The increasing demand of network security, access control, and service differentiation over IP networks drives Internet Service Providers and network administrators to deploy ever more sophisticated and faster traffic recognition mechanisms. Unfortunately this is complicated by the continuous development of new application protocols, increasing network bandwidth, and spreading of complicated tunneling and encryption techniques. In this paper we describe a statistical technique for blind recognition and classification of application sessions amongst aggregated traffic. Packets are assigned to known applications/protocols on the basis of a restricted set of information extracted from each packet: packet addresses, sizes, and timestamps. We analyzed three modes with different degrees of correlation among packets belonging to the same session. Albeit its simplicity, the studied technique has demonstrated very good performances, also when used for real-time classification.",,978-1-4799-7324-8,,10.1109/IWCMC.2014.6906378,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6906378,Classification;Traffic Recognition,IP networks;Ports (Computers);Probability density function;Protocols;Random variables;Real-time systems;Servers,IP networks;Internet;authorisation;computer network security;cryptographic protocols;statistical analysis;telecommunication traffic,Internet service providers;Internet traffic recognition;access control;blind recognition;continuous development;dependence enforcement;encryption technique;network administrators;network bandwidth;network security;protocols;service differentiation over IP networks;statistical blind technique;statistical technique;traffic classification;traffic recognition mechanism;tunneling technique,,0,,23,,,4-8 Aug. 2014,,IEEE,IEEE Conference Publications,,,
Intelligent Perpetual Echo Attack Detection on User Datagram Protocol Port 7 Using Ant Colony Optimization,"Gupta, A.; Pandey, O.J.; Shukla, M.; Dadhich, A.; Ingle, A.; Ambhore, V.","Dept. of Electron. & Commun. Eng., Jaipur Eng. Coll., Jaipur, India","Electronic Systems, Signal Processing and Computing Technologies (ICESC), 2014 International Conference on",20140220,2014,,,419,424,"The escalating complexity of computer networks on a daily basis has increased the probability of malicious exploitation. Even a rare vulnerability in a single computer might compromise the network security of an entire organisation. Intrusion Detection Systems form an integral component of the mechanisms designed to prevent internet and data communication systems from such attacks. The attacks on the network comprise of information gathering and modification through unauthorized access to resources and denial of service to legitimate users. IDS play a key role in detecting the patterns of behaviour on the network that might be indicative of impending attacks. Majority of groundbreaking research on IDS is carried out on KDD'99 dataset and focuses on either all the attacks in the network or the attacks corresponding to TCP/IP protocol. This paper presents a step forward in this direction where the IDS model addresses a specific part of the network attacks commonly detected at port 7 in UDP. Port scans in UDP account for a sizable portion of the Internet traffic and comparatively little research characterizes security in UDP port scan activity. To meet the growing trend of attacks and other security challenges in the constantly evolving internet arena, this is paper presents a computationally intelligent intrusion detection mechanism using swarm intelligence paradigm, particularly ant colony optimisation, to analyze sample network traces in UDP port scans. This work aims at generating customised and efficient network intrusion detection systems using soft computing to increase general network security through specific network security.",,,,10.1109/ICESC.2014.82,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6745415,Ant Colony Optimisation (ACO);Intrusion Detection Systems (IDS);User Datagram Protocol (UDP);attacks;network security;perpetual echo;port scans,Computers;Internet;Intrusion detection;Ports (Computers);Protocols;Real-time systems,ant colony optimisation;computer network security;transport protocols,Internet traffic;TCP/IP protocol;ant colony optimization;computer network security;computer networks escalating complexity;denial of service;intelligent intrusion detection mechanism;intelligent perpetual echo attack detection;malicious exploitation probability;unauthorized access;user datagram protocol port 7,,0,,18,,,9-11 Jan. 2014,,IEEE,IEEE Conference Publications,,,
Detecting abnormal activities from multi-sensor surveillance systems,"Maatta, M.; Keranen, J.; Raty, T.; Nieminen, M.","VTT Tech. Res. Centre of Finland, Oulu, Finland","Control, Automation and Information Sciences (ICCAIS), 2012 International Conference on",20130221,2012,,,30,35,"The main purpose of a surveillance system is to monitor valuable assets, such as office buildings and homes, and report any occurring security incidents. Sensor malfunctions or abnormal usages of the system are possible scenarios in a real life and a surveillance system with hundreds of sensors is creating a vast amount of data which is impossible to handle manually. This renders the fixing of these potential faults slow and expensive. This paper proposes a system which can analyse data received from a surveillance system. The proposed system will report abnormal activities, such as malfunctioning or dead sensors, abnormal usage, and abnormal events created by the surveillance system. The experimental evaluation is performed by using six cases describing different types of abnormal activity. The experiments indicate that the proposed system can effectively pinpoint faulty sensors and other abnormal activities. This will ease the task of the maintenance personnel to locate and fix possible problem in the surveillance system.",,978-1-4673-0812-0,,10.1109/ICCAIS.2012.6466608,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6466608,,Fires;Maintenance engineering;Personnel;Surveillance;Switches;XML,security of data;sensor fusion;surveillance,abnormal activity detection;dead sensor;faulty sensor;multisensor surveillance system;security incident;sensor malfunction;valuable asset monitoring,,0,,13,,,26-29 Nov. 2012,,IEEE,IEEE Conference Publications,,,
Attribution of Fraudulent Resource Consumption in the Cloud,"Idziorek, J.; Tannian, M.; Jacobson, D.","Dept. of Electr. & Comput. Eng., Iowa State Univ., Ames, IA, USA","Cloud Computing (CLOUD), 2012 IEEE 5th International Conference on",20120802,2012,,,99,106,"Obligated by a utility pricing model, Internet-facing web resources hosted in the public cloud are vulnerable to Fraudulent Resource Consumption (FRC) attacks. Unlike an application-layer DDoS attack that consumes resources with the goal of disrupting short-term availability, an FRC attack is a considerably more subtle attack that instead seeks to disrupt the long-term financial viability of operating in the cloud by exploiting the utility pricing model over an extended time period. By fraudulently consuming web resources in sufficient volume (i.e. data transferred out of the cloud), an attacker (e.g. botnet) is able to incur significant fraudulent charges to the victim. This paper proposes an attribution methodology to identify malicious clients participating in an FRC attack. Experimental results demonstrate that the presented methodology achieves qualified success against challenging attack scenarios.",2159-6182,978-1-4673-2892-0,,10.1109/CLOUD.2012.23,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6253494,anomaly detection;application-layer DDoS;attribution;cloud computing;fraudulent resource consumption attack;security;utility pricing model,Bandwidth;Cloud computing;Computer crime;Context;NASA;Pricing;Training,cloud computing;fraud;pricing;security of data,FRC attack;Internet-facing Web resources;application-layer DDoS attack;fraudulent resource consumption attacks;fraudulent resource consumption attribution;long-term financial viability;malicious clients identification;public cloud;utility pricing model,,3,,,,,24-29 June 2012,,IEEE,IEEE Conference Publications,,,
A Review on Evolutionary Feature Selection,"Abd-Alsabour, N.","Cairo Univ., Cairo, Egypt","Modelling Symposium (EMS), 2014 European",20150713,2014,,,20,26,"This paper presents a review of some of the most recent evolutionary algorithms used for solving feature selection based upon previously published research on feature selection. In addition, we discuss various research issues relating to each of the presented evolutionary algorithm. Evolutionary algorithms present several advantages over traditional search such as they require less domain-specific information. Such advantages have made them very popular within feature selection as explained in this paper. This paper covers the first part only of the evolutionary algorithms for the feature selection problem due to the limitation of the number of pages. The references cited in this paper cover the major theoretical issues, and provide access to the main branches of the literature dealing with such methods.",,978-1-4799-7411-5,,10.1109/EMS.2014.28,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7153969,Ant Colony Optimization (ACO);Feature Selection (FS);Genetic Algorithms (GAs);Particle Swarm Optimization (PSO),Classification algorithms;Evolutionary computation;Feature extraction;Genetic algorithms;Optimization;Sociology;Statistics,ant colony optimisation;computational complexity;feature selection;genetic algorithms;particle swarm optimisation;search problems,NP hard optimization problem;ant colony optimization;evolutionary algorithms;evolutionary feature selection;genetic algorithms;page number limitation;particle swarm optimization,,0,,77,,,21-23 Oct. 2014,,IEEE,IEEE Conference Publications,,,
Heterogeneous Multi-sensor Information Fusion Model for Botnet Detection,Wang Hailong; Gong Zhenghu,"Nat. Univ. of Defense Technol., Changsha, China","Intelligent Computation Technology and Automation (ICICTA), 2010 International Conference on",20100726,2010,2,,428,431,"With the growing number of botnet attacks, the botnet detection is becoming increasingly important for the network security. Towards the deficiencies of integrating and analyzing the heterogeneous multi-sensor information in existing botnet detection techniques, a novel information fusion model is proposed. The model is designed to carry out information integration of temporal and spatial dimensions based on the idea of information fusion. Furthermore, a representative case is provided in the paper to illustrate that the information fusion model can effectively fuse the complicated information from various sensors, thus to improve detection accuracy and enhance detection.",,978-1-4244-7279-6,978-1-4244-7280-2,10.1109/ICICTA.2010.575,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5522898,Botnet;Botnet Detection;Heterogeneous Multi-sensor;Information Fusion;Network Security,Automation;Computer networks;Fuses;Information analysis;Information security;Intelligent networks;Intrusion detection;National security;Sensor fusion;Telecommunication traffic,computer network security;sensor fusion;software agents,botnet attacks;botnet detection;heterogeneous multisensor information fusion model;information integration;network security;spatial dimensions;temporal dimensions,,1,,26,,,11-12 May 2010,,IEEE,IEEE Conference Publications,,,
User identification in encrypted network communications,"Koch, R.; Rodosek, G.D.","Inst. fur Tech. Inf. (ITI), Univ. der Bundeswehr, Mu&#x0308;nchen, Germany","Network and Service Management (CNSM), 2010 International Conference on",20110117,2010,,,246,249,"Encrypting network traffic is a normal procedure to protect information for exchange. This prevents tapping and manipulation but it also hampers intrusion as well as data leakage and misuse detection. Obtaining knowledge about users of encrypted communications is, however, beneficial in terms of monitoring access, security and accounting reasons. Thus, the objective is to provide evidence of the source of actions, especially to detect insiders and illegal connections, without the necessity of decrypting the network traffic. We propose a novel architecture to identify users of encrypted traffic in a network environment of a company. It is based on statistical evaluation of monitored network packets. The proposed approach utilizes and combines two main aspects, the mode of operation of remote sessions and the keystroke dynamics of users. Aspects such as capturing and clustering network traffic, generating user profiles and patterns, and statistical analysis are part of the architecture.",,978-1-4244-8910-7,978-1-4244-8908-4,10.1109/CNSM.2010.5691292,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5691292,,Correlation;Cryptography;Delay;Intrusion detection;Protocols;Servers,cryptography;statistical analysis;telecommunication traffic,encrypted network communication;encrypted traffic;keystroke dynamics;monitored network packet;network environment;network traffic clustering;network traffic encryption;statistical analysis;statistical evaluation;user identification;user profiles,,0,,11,,,25-29 Oct. 2010,,IEEE,IEEE Conference Publications,,,
Modeling primary user emulation attacks and defenses in cognitive radio networks,"Zesheng Chen; Cooklev, T.; Chao Chen; Pomalaza-Raez, C.","Indiana Univ. - Purdue Univ. Fort Wayne, Fort Wayne, IN, USA","Performance Computing and Communications Conference (IPCCC), 2009 IEEE 28th International",20100202,2009,,,208,215,"Primary user emulation attacks are a potential security threat to cognitive radio networks. In this work, we attempt to characterize an advanced primary user emulation attack and an advanced countermeasure against such an attack. Specifically, we show that both the attacker and the defender can apply estimation techniques and learning methods to obtain the key information of the environment and thus design better strategies. We further demonstrate that the advanced attack strategy can defeat the naive defense technique that focuses only on the received signal power, whereas the advanced defense strategy that exploits the invariant of communication channels can counteract the advanced attack effectively.",1097-2641,978-1-4244-5737-3,,10.1109/PCCC.2009.5403815,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5403815,,Chaotic communication;Cognitive radio;Communication channels;Emulation;Information security;Intelligent networks;Learning systems;Machine learning algorithms;Probability distribution;Signal design,cognitive radio;radio networks,cognitive radio networks;communication channels;emulation attacks;emulation defenses;estimation techniques;learning methods,,8,,22,,,14-16 Dec. 2009,,IEEE,IEEE Conference Publications,,,
An LOF-Based Adaptive Anomaly Detection Scheme for Cloud Computing,Tian Huang; Yan Zhu; Qiannan Zhang; Yongxin Zhu; Dongyang Wang; Meikang Qiu; Lei Liu,"Sch. of Microelectron., Shanghai Jiao Tong Univ., Shanghai, China","Computer Software and Applications Conference Workshops (COMPSACW), 2013 IEEE 37th Annual",20130923,2013,,,206,211,"One of the most attractive things about cloud computing from the perspective of business people is that it provides an effective means to outsource IT. The behaviors of business applications on cloud are constantly evolving due to technical upgrading, cloud migration as well as social outbreaks. These changes bring the challenge of detecting anomalies during the change of applications on cloud. LOF (Local Outlier Factor) algorithm has already been proven as the most promising outlier detection method for detecting network intrusions. To improve the performance of detection, LOF needs a complete set of normal behaviors of business applications, which is usually not available in cloud computing. We present an adaptive anomaly detection scheme for cloud computing based on LOF. Our scheme learns behaviors of applications both in training and detecting phase. It is adaptive to the change during detecting. The adaptability of our scheme reduces demand of efforts on collecting training data before detecting. It also enables the ability to detect contextual anomalies. Experimental results show that our scheme can effectively detect contextual anomalies with relatively low computational overhead.",,,,10.1109/COMPSACW.2013.28,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6605790,Cloud Computing;LOF;adaptive;anomaly detection;contextual anomaly,Business;Cloud computing;Clustering algorithms;Knowledge based systems;Testing;Training;Web servers,cloud computing;commerce;information technology;outsourcing;security of data,IT;LOF-based adaptive anomaly detection scheme;business applications;cloud computing;local outlier factor;network intrusion detection;outsourcing;social outbreaks,,1,,20,,,22-26 July 2013,,IEEE,IEEE Conference Publications,,,
Distributed investigations of intrusion detection data on the grid,"Joldos, M.; Muntean, I.L.","Comput. Sci. Dept., Tech. Univ. of Cluj-Napoca, Cluj-Napoca, Romania","Roedunet International Conference (RoEduNet), 2011 10th",20110822,2011,,,1,4,"In this paper we demonstrate the use of grid-based computing in revealing aspects of intrusion detection data which were difficult to reveal some years ago due to constrained computing resources. Exploiting the grids for their computing resources can rapidly turn into a tedious task, entailing solid technical knowledge about the grid. Grid application (and) frameworks are the category of tools that make the use of the grid much simplified for the scientist with interest solely on the computing resources. Mining security data is a task, we believe, that can be better served using the grid. Here, we attempt to reveal new insights in intrusion detection data, such as the well known KDDCUP'99 data set.",2068-1038,978-1-4577-1233-3,,10.1109/RoEduNet.2011.5993703,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5993703,Data mining;Grid computing;Intrusion detection;KDD data set,Data mining;Intrusion detection;Legged locomotion;Machine learning;Middleware;Software,data mining;grid computing;security of data,data security mining;grid-based computing;intrusion detection data,,0,,21,,,23-25 June 2011,,IEEE,IEEE Conference Publications,,,
Masquerade Detection Using Command Prediction and Association Rules Mining,"Han-Ching Wu; Huang, S.-H.S.","Dept. of Comput. Sci., Univ. of Houston, Houston, TX","Advanced Information Networking and Applications, 2009. AINA '09. International Conference on",20090619,2009,,,552,559,"Masqueraders commonly impersonate legitimate userpsilas account to gain access to computer systems that they are not authorized to enter. Normally users exhibit some regularity in their behavior such as command usage. We propose a new approach to mine user command associations. Since each user may have different usage behavior, using the built behavior pattern to predict a masqueraderpsilas next command will result in low success rate. We devise an algorithm to identify masqueraders by evaluating the accuracy of the predictions. Furthermore our detection method can be used in real-time without having to wait for a log of a large number of commands. Experimental results show that the association rules mining performs very well in detecting masqueraders.",1550-445X,978-1-4244-4000-9,978-0-7695-3638-5,10.1109/AINA.2009.38,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5076247,Association Rule Mining;Intrusion Detection;Masqueraders;Network Security,Accuracy;Application software;Association rules;Computer networks;Computer science;Computer security;Data mining;Electronic mail;Frequency;Intrusion detection,data mining;data privacy;security of data,association rules mining;computer systems;data privacy;intrusion detection approaches;masquerade detection,,0,,17,,,26-29 May 2009,,IEEE,IEEE Conference Publications,,,
"Key-Recovery Attacks on KIDS, a Keyed Anomaly Detection System","Tapiador, J.E.; Orfila, A.; Ribagorda, A.; Ramos, B.","Dept. of Comput. Sci., Univ. Carlos III de Madrid, Leganes, Spain","Dependable and Secure Computing, IEEE Transactions on",20150512,2015,12,3,312,325,"Most anomaly detection systems rely on machine learning algorithms to derive a model of normality that is later used to detect suspicious events. Some works conducted over the last years have pointed out that such algorithms are generally susceptible to deception, notably in the form of attacks carefully constructed to evade detection. Various learning schemes have been proposed to overcome this weakness. One such system is Keyed IDS (KIDS), introduced at DIMVA “10. KIDS” core idea is akin to the functioning of some cryptographic primitives, namely to introduce a secret element (the key) into the scheme so that some operations are infeasible without knowing it. In KIDS the learned model and the computation of the anomaly score are both key-dependent, a fact which presumably prevents an attacker from creating evasion attacks. In this work we show that recovering the key is extremely simple provided that the attacker can interact with KIDS and get feedback about probing requests. We present realistic attacks for two different adversarial settings and show that recovering the key requires only a small amount of queries, which indicates that KIDS does not meet the claimed security properties. We finally revisit KIDS' central idea and provide heuristic arguments about its suitability and limitations.",1545-5971,,,10.1109/TDSC.2013.39,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6598669,Adversarial classification;anomaly detection;intrusion detection systems;secure machine learning,Computational modeling;Feature extraction;Intrusion detection;Machine learning algorithms;Payloads;Training,learning (artificial intelligence);security of data,KIDS;anomaly detection systems;evasion attacks;key-recovery attacks;keyed anomaly detection system;machine learning algorithms,,0,,23,,9/13/2013,May-June 2015,,IEEE,IEEE Journals & Magazines,,,
Classification of SIP messages by a syntax filter and SVMs,"Ferdous, R.; Lo Cigno, R.; Zorat, A.","Univ. of Trento, Trento, Italy","Global Communications Conference (GLOBECOM), 2012 IEEE",20130422,2012,,,2714,2719,"The Session Initiation Protocol (SIP) is at the root of many sessions-based applications such as VoIP and media streaming that are used by a growing number of users and organizations. The increase of the availability and use of such applications calls for careful attention to the possibility of transferring malformed, incorrect, or malicious SIP messages as they can cause problems ranging from relatively innocuous disturbances to full blown attacks and frauds. To this end, SIP messages are analyzed to be classified as “good” or “bad” depending on whether this structure and content are deemed acceptable or not. This paper presents a classifier of SIP messages based on a two stage filter. The first stage uses a straightforward lexical analyzer to detect and remove all messages that are lexically incorrect with reference to the grammar that is defined by the protocol standard. The second stage uses a machine learning approach based on a Support Vector Machine (SVM) to analyze the structure of the remaining syntactically correct messages in order to detect semantic anomalies which are deemed a strong indication of a possibly malicious message. The SVM “learns” the structure of the “good” and “bad” SIP messages through an initial training phase and the SVM thus configured correctly classifies messages produced by a synthetic generator and also “real” SIP messages that have been collected from the communication network at our institution. The preliminary results of such classification look very promising and are presented in the final section of this paper.",1930-529X,978-1-4673-0920-2,978-1-4673-0919-6,10.1109/GLOCOM.2012.6503527,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6503527,,,pattern classification;signalling protocols;support vector machines;telecommunication computing,SVM;communication network;machine learning approach;malicious SIP message classification;protocol standard;session initiation protocol;sessions-based applications;straightforward lexical analyzer;support vector machine;syntax filter;two-stage filter,,0,,15,,,3-7 Dec. 2012,,IEEE,IEEE Conference Publications,,,
Shift-based pattern matching for compressed web traffic,"Bremler-Barr, A.; Koral, Y.; Zigdon, V.","Comput. Sci. Dept., Interdiscipl. Center, Herzliya, Israel","High Performance Switching and Routing (HPSR), 2011 IEEE 12th International Conference on",20110818,2011,,,222,229,"Compressing web traffic using standard GZIP is becoming both popular and challenging due to the huge increase in wireless web devices, where bandwidth is limited. Security and other content based networking devices are required to decompress the traffic of tens of thousands concurrent connections in order to inspect the content for different signatures. The overhead imposed by the decompression inhibits most devices from handling compressed traffic, which in turn either limits traffic compression or introduces security holes and other dysfunctionalities. The ACCH algorithm was the first to present a unified approach to pattern matching and decompression, by taking advantage of information gathered in the decompression phase to accelerate the pattern matching. ACCH accelerated the DFA-based Aho-Corasick multi-pattern matching algorithm. In this paper, we present a novel algorithm, SPC (Shift-based Pattern matching for Compressed traffic) that accelerates the commonly used Wu-Manber pattern matching algorithm. SPC is simpler and has higher throughput and lower storage overhead than ACCH. Analysis of real web traffic and real security devices signatures shows that we can skip scanning up to 87.5% of the data and gain performance boost of more than 51% as compared to ACCH. Moreover, the additional storage requirement of the technique requires only 4KB additional information per connection as compared to 8KB of ACCH.",,978-1-4244-8454-6,978-1-4244-8455-3,10.1109/HPSR.2011.5986030,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5986030,,Acceleration;Algorithm design and analysis;Huffman coding;Inspection;Pattern matching;Security,Internet;cellular radio;data compression;hypermedia;pattern matching;telecommunication security;telecommunication traffic;transport protocols,ACCH algorithm;DFA- based Aho-Corasick multipattern matching algorithm;SPC;Wu-Manber pattern matching algorithm;compressed Web traffic;concurrent connection;content based networking device;real security device signature;shift-based pattern matching;standard GZIP;storage requirement;wireless Web device,,2,,25,,,4-6 July 2011,,IEEE,IEEE Conference Publications,,,
Detection of Zero-Day Polymorphic Worms Using Principal Component Analysis,"Mohammed, M.M.Z.E.; Chan, H.A.; Ventura, N.; Hashim, M.; Amin, I.; Bashier, E.","Electr. Eng. Departmnet, Cape Town Univ., Cape Town, South Africa","Networking and Services (ICNS), 2010 Sixth International Conference on",20100506,2010,,,277,281,"Polymorphic worms pose a big challenge to the Internet security. The difficulty of detection of such a polymorphic worm is that it has more than one instance and very large efforts are needed to capture all these instances and to generate signatures. This paper proposes automatic system for signature generation for zero-day polymorphic worms. We have designed a novel double-honeynet system, which is able to detect new worms that have not been seen before. We apply Principal Component Analysis (PCA) to determine the most significant substrings that are shared between polymorphic worm instances and to use them as signatures. The system is able to generate signatures to match most polymorphic worm instances with low false positives and low false negatives.",,978-1-4244-5927-8,,10.1109/ICNS.2010.45,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5460635,Honeynet;Internet security;Polymorphic worms,Anatomy;Cities and towns;Communication system traffic control;Computer networks;Computer worms;IP networks;Internet;Intrusion detection;Principal component analysis;Telecommunication traffic,Internet;computer network security;invasive software;principal component analysis,Internet security;PCA;Zero-day polymorphic worms;principal component analysis,,3,,21,,,7-13 March 2010,,IEEE,IEEE Conference Publications,,,
A learning-based anomaly detection model of SQL attacks,Xu Ruzhi; Deng Liwu; Guo jian,"Control and Computer Engineering, North China Electric Power University, Beijing, China","Wireless Communications, Networking and Information Security (WCNIS), 2010 IEEE International Conference on",20100809,2010,,,639,642,"with the rapid development of Internet, more and more enterprises, research and finance institutions connect their databases to the Internet for resource sharing. However, due to developers' technical may be uneven, or they does not take security considerations into account, web applications become vulnerable to the attacks, thus the network databases will face the threats. Many e-service providers are reported to have leaked customers' information through their websites. This paper presents a learning-based anomaly detection model of SQL attacks deployed between web server and database server; it creates a legitimate library while learning, and detects the threats using the library. This model recovers the fault of signature-based model which can not detect new types of attacks. Compared to the traditional anomaly detection technology, it is more flexible and can eliminate the complicated steps of establish the legal library manually.",,978-1-4244-5850-9,,10.1109/WCINS.2010.5544650,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5544650,SQL attacks;anomaly detection;database protection;learning-based,Data security;Databases;Face detection;Finance;Information security;Internet;Libraries;Network servers;Resource management;Web server,,,,0,,11,,,25-27 June 2010,,IEEE,IEEE Conference Publications,,,
Interdependent Security Risk Analysis of Hosts and Flows,"Rezvani, M.; Sekulic, V.; Ignjatovic, A.; Bertino, E.; Jha, S.","Sch. of Comput. Sci. & Eng., Univ. of New South Wales, Sydney, NSW, Australia","Information Forensics and Security, IEEE Transactions on",20150901,2015,10,11,2325,2339,"Detection of high risk hosts and flows continues to be a significant problem in security monitoring of high throughput networks. A comprehensive risk assessment method should consider the risk propagation among risky hosts and flows. In this paper, this is achieved by introducing two novel concepts. First, an interdependency relationship among the risk scores of a network flow and its source and destination hosts. On the one hand, the risk score of a host depends on risky flows initiated by or terminated at the host. On the other hand, the risk score of a flow depends on the risk scores of its source and destination hosts. Second, which we call flow provenance, represents risk propagation among network flows which considers the likelihood that a particular flow is caused by the other flows. Based on these two concepts, we develop an iterative algorithm for computing the risk score of hosts and network flows. We give a rigorous proof that our algorithm rapidly converges to unique risk estimates, and provide its extensive empirical evaluation using two real-world data sets. Our evaluation shows that our method is effective in detecting high risk hosts and flows and is sufficiently efficient to be deployed in the high throughput networks.",1556-6013,,,10.1109/TIFS.2015.2455414,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7154480,Network risk assessment;flow provenance;network risk assessment;risk propagation,Computational modeling;Correlation;Iterative methods;Monitoring;Risk management;Web servers,computer network security;invasive software;risk management,botnet initiated attacks;comprehensive risk assessment method;distributed denial-of-service attacks;flow provenance;high risk flow detection;high risk host detection;high throughput network security monitoring;interdependency relationship;interdependent security risk analysis;real-world data sets;risk propagation;risk scores,,0,,21,,7/10/2015,Nov. 2015,,IEEE,IEEE Journals & Magazines,,,
Targeted Attack Prevention at Early Stage,Chia-Mei Chen; Peng-Yu Yang; Ya-Hui Ou; Han-Wei Hsiao,"Dept. of Inf. Manage., Nat. Sun Yet-sen Univ., Kaohsiung, Taiwan","Advanced Information Networking and Applications Workshops (WAINA), 2014 28th International Conference on",20140626,2014,,,866,870,"Targeted cyber attacks play a critical role in disrupting network infrastructure and information privacy. Based on the incident investigation, Intelligence gathering is the first phase of such attacks. To evade detection, hacker may make use of botnet, a set of zombie machines, to gain the access of a target and the zombies send the collected results back to the hacker. Even though the zombies would be blocked by detection system, the hacker, using the access information obtained from the botnet, would login the target from another machine without being noticed by the detection system. Such information gathering tactic can evade detection and the hacker grants the initial access to the target. The proposed defense system analyzes multiple logs from the network and extracts the reconnaissance attack sequences related to targeted attacks. State-based model is adopted to model the steps of the above early phase attack performed by multiple scouts and an intruder and such attack events in a long time frame becomes significant in the state-aware model. The results show that the proposed system can identify the attacks at the early stage efficiently to prevent further damage in the networks.",,978-1-4799-2652-7,,10.1109/WAINA.2014.134,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6844748,intrusion detection;pervasive computing;targeted attacks,Computer hacking;Hidden Markov models;IP networks;Joints;Reconnaissance;Servers,authorisation;data privacy;invasive software;ubiquitous computing,botnet;cyber attack;information privacy;intelligence gathering;network infrastructure;state-based model;targeted attack prevention,,1,,18,,,13-16 May 2014,,IEEE,IEEE Conference Publications,,,
Data Leakage/Loss Prevention Systems (DLP),"Tahboub, R.; Saleh, Y.","Coll. of Inf. Technol. & Comput. Eng., Palestine Polytech. Univ., Hebron, Palestinian Authority","Computer Applications and Information Systems (WCCAIS), 2014 World Congress on",20141007,2014,,,1,6,"Sensitive and confidential data are a requisite for most companies, so protection for this data takes great attention by company's top management, administrators and IT managers. Data leakage causes negative impact on companies. The traditional security approaches, such as firewalls, can't protect data from leakage. Data leakage/loss prevention (DLP) systems are solutions that protect sensitive data from being in non-trusted hands. This paper is an attempt to survey and study DLP systems that will be conducted as well as a comparison with other security and data protection approaches.",,978-1-4799-3350-1,,10.1109/WCCAIS.2014.6916624,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6916624,Cloud computing;Confidential Data;Data Leakage Prevention (DLP);Firewall;Unauthorized user,Cryptography;Firewalls (computing);Hip;Inspection;Trojan horses,business data processing;data protection,DLP systems;data leakage-loss prevention systems;sensitive data protection,,0,,36,,,17-19 Jan. 2014,,IEEE,IEEE Conference Publications,,,
