"http://ieeexplore.ieee.org/search/searchresult.jsp?download-format=download-csv&ar=6996640,7140344,5438108,5963289,7196515,5983282,6985604,5453687,5209819,5456628,6973823,5231868,5072103,5369477,5473507,5474764,7011006,5452061,7312172,5403427,5136261,6766353,6164365,6137122,5307046,4918857,7113224,6423689,5274916,6320109,6405624,7033812,5374752,6567003,5628755,6406079,5542665,6449834,7180512,6405746,6495288,7118081,6089060,5978790,5485558,5556740,7155011,6418760,6251362,6151272,5401474,6466104,6415599,5170599,5280069,5554839,5543917,5623380,5683321,6754931,6149943,7013133,6122808,5741696,7280815,6220971,5541152,5169030,7141237,5358813,4771925,6681625,5362097,5483812,5226620,6006209,6057762,6968979,6736756,5972093,6900887,5473884,5376342,6821480,7210322,5136640,6816584,6997530,5689069,6164870,6121331,5640375,6644096,5460823,6208721,5620179,6848074,6122784,6568370,6201871",2015/11/03 10:05:15
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Sequence encryption method based on negative selection algorithms","Mingyu Yue","Inf. Center & Coll. of Inf. Eng., Chongqing City Manage. Coll., Chongqing, China","Electrical and Control Engineering (ICECE), 2011 International Conference on","20111024","2011","","","4071","4074","For high safe and high efficiency encryption system was designed by using the negative selection algorithms of Artificial Immunity Theory, and its safe was demonstrated. It is a new method based on the negative selection algorithm and extracts the encryption factor from the plaintext. Encryption factor as a key group is expanded by the way of the m-sequence and generates pseudo-random key sequence that can be used to encrypt data. Pseudo-random key sequence generated in this way has good characteristics of self-correlation and the encrypted data has a better anti-attack performance. Therefore, there will be a good prospect of application.","","978-1-4244-8162-0","","10.1109/ICECENG.2011.6057762","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6057762","Encryption Factor;Negative Selection Algorithm;Pseudo-random Sequence;sequence cipher","Algorithm design and analysis;Computers;Correlation;Encryption;Immune system","cryptography","antiattack performance;artificial immunity theory;encryption factor extraction;key group;m-sequence;negative selection algorithms;plaintext;pseudo-random key generation;sequence encryption method","","0","","10","","","16-18 Sept. 2011","","IEEE","IEEE Conference Publications"
"Performance characteristics of virtual switching","Emmerich, P.; Raumer, D.; Wohlfart, F.; Carle, G.","Dept. of Comput. Sci., Tech. Univ. Munchen, Munich, Germany","Cloud Networking (CloudNet), 2014 IEEE 3rd International Conference on","20141201","2014","","","120","125","Virtual switches, like Open vSwitch, have emerged as an important part of cloud networking architectures. They connect interfaces of virtual machines and establish the connection to the outer network via physical network interface cards. Today, all important cloud frameworks support Open vSwitch as the default virtual switch. However, general understanding about the performance implications of Open vSwitch in different usage scenarios is missing. In this work we provide insights into the performance properties by systematically conducting measurements in virtual switching setups. We present quantitative and qualitative performance results of Open vSwitch in scenarios involving physical and virtual network interfaces.","","","","10.1109/CloudNet.2014.6968979","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6968979","cloud;performance characterization;performance evaluation;platform virtualization;virtual switching","Hardware;Kernel;Linux;Switches;Throughput;Virtual machining","cloud computing;network interfaces;virtual machines","Open vSwitch;cloud networking architecture;physical network interface card;virtual machine;virtual network interface;virtual switching","","2","","31","","","8-10 Oct. 2014","","IEEE","IEEE Conference Publications"
"Vehicular cloud networking: architecture and design principles","Euisin Lee; Eun-Kyu Lee; Gerla, M.; Oh, S.Y.","UCLA, Los Angeles, CA, USA","Communications Magazine, IEEE","20140212","2014","52","2","148","155","Over the past several decades, VANET has been a core networking technology to provide safety and comfort to drivers in vehicular environments. Emerging applications and services, however, require major changes to its underlying computing and networking models, which demand new network planning for VANET. This article especially examines how VANET evolves with two emerging paradigms: vehicular cloud computing and information-centric networking. VCC brings the mobile cloud model to vehicular networks and thus changes the way of network service provisioning, whereas ICN changes the notion of data routing and dissemination. We envision a new vehicular networking system, vehicular cloud networking, on top of them. This article scrutinizes its architecture and operations, and discusses its design principles.","0163-6804","","","10.1109/MCOM.2014.6736756","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6736756","","Cloud computing;Computational modeling;Computer architecture;Intelligent vehicles;Telecommunication network management;Vehicular ad hoc networks","cloud computing;telecommunication network planning;telecommunication network routing;vehicular ad hoc networks","VANET;data dissemination;data routing;information-centric networking;mobile cloud model;network planning;vehicular cloud computing;vehicular cloud networking;vehicular networking system;vehicular networks","","6","","","","","February 2014","","IEEE","IEEE Journals & Magazines"
"Research on intrusion detection model of wireless sensor network","Xiangdong Hu; Runzi Bai","Coll. of Autom., Chongqing Univ. of Posts & Telecommun., Chongqing, China","Computer Science and Service System (CSSS), 2011 International Conference on","20110804","2011","","","3471","3474","Security is one of the most important properties of wireless sensor networks, which are threatened by varied attacks, to approach practical deployment. Intrusion detection technology is a positive method to defense against security threats in wireless sensor networks. In this paper, characteristics and attack model of wireless sensor networks are deeply studied, and an intrusion detection model is built to find out vicious nodes, namely, an improved BP algorithm is introduced, normal and misuse-based detection methods are set on cluster head node, anti-complement data are collected and analyzed by the rule base in real time. Simulation results show that the model is effective and accurate compared to traditional methods, and the performance of intrusion detection is improved.","","978-1-4244-9762-1","","10.1109/CSSS.2011.5972093","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5972093","BP algorithm;clustering;intrusion detection;scure;wireless sensor network","Automation;Clustering algorithms;Communication system security;Intrusion detection;Telecommunications;Wireless communication;Wireless sensor networks","backpropagation;security of data;wireless sensor networks","BP algorithm;anticomplement data;attack model;cluster head node;intrusion detection;misuse-based detection;normal-based detection;security threat defense;vicious nodes;wireless sensor network","","0","","9","","","27-29 June 2011","","IEEE","IEEE Conference Publications"
"A novel regular expression matching algorithm based on multi-dimensional finite automata","Yangyang Gong; Qinrang Liu; Xiangyu Shao; Cong Pan; Huijuan Jiao","SoC Lab., NDSC, Zhengzhou, China","High Performance Switching and Routing (HPSR), 2014 IEEE 15th International Conference on","20140922","2014","","","90","97","Regular expression matching plays an important role in network security. Regular expression matching is achieved by NFA and DFA. DFA is suitable for high-speed IDS due to its efficiency. However, the combined compilation of multiple rules containing “.*” may blow up in state and storage space. In this paper, we give an explanation to this problem from the prospective of information theory, and propose a multidimensional mathematical model focusing on the most serious state explosion. We divide redundant states into zero-dimensional ones and one-dimensional ones. The former are compressed by dimension, and the later are dynamically built. Theory proof illustrates that the space complexity of the model reaches the theoretical lower bound. Then we propose the multi-dimensional finite automata (MFA) based on the model. Experimental results show that, MFA reduces greatly the construction time, memory and matching time, compared with several typical state-of-the-arts DFA improved algorithms.","","","","10.1109/HPSR.2014.6900887","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6900887","DFA DPI;IDS;regular expression;state explosion","Algorithm design and analysis;Automata;Complexity theory;Explosions;Mathematical model;Redundancy;Security","computational complexity;computer network security;finite automata;pattern matching","DFA;MFA;NFA;high-speed IDS;information theory;lower bound;multidimensional finite automata;multidimensional mathematical model;network security;one-dimensional state explosion;regular expression matching algorithm;space complexity;state space;storage space;zero-dimensional state explosion","","0","","22","","","1-4 July 2014","","IEEE","IEEE Conference Publications"
"Denial of Service Attacks in Wireless Networks: The Case of Jammers","Pelechrinis, K.; Iliofotou, M.; Krishnamurthy, S.V.","Univ. of California, Riverside, CA, USA","Communications Surveys & Tutorials, IEEE","20110505","2011","13","2","245","257","The shared nature of the medium in wireless networks makes it easy for an adversary to launch a Wireless Denial of Service (WDoS) attack. Recent studies, demonstrate that such attacks can be very easily accomplished using off-the-shelf equipment. To give a simple example, a malicious node can continually transmit a radio signal in order to block any legitimate access to the medium and/or interfere with reception. This act is called jamming and the malicious nodes are referred to as jammers. Jamming techniques vary from simple ones based on the continual transmission of interference signals, to more sophisticated attacks that aim at exploiting vulnerabilities of the particular protocol used. In this survey, we present a detailed up-to-date discussion on the jamming attacks recorded in the literature. We also describe various techniques proposed for detecting the presence of jammers. Finally, we survey numerous mechanisms which attempt to protect the network from jamming attacks. We conclude with a summary and by suggesting future directions.","1553-877X","","","10.1109/SURV.2011.041110.00022","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5473884","Wireless DoS;anti-jamming;jamming;wireless security","Access protocols;Communication networks;Communication system security;Computer crime;Interference;Internet;Jamming;Protection;Urban areas;Wireless networks","jamming;radio networks;signal processing;telecommunication security","denial of service attacks;jammers;jamming techniques;radio signal;wireless networks","","60","","69","","2010-05-27","Second Quarter 2011","","IEEE","IEEE Journals & Magazines"
"An Improved Perceptron Tree Learning Model Based Intrusion Detection Approach","Qinzhen Xu; Zhimao Bai; Luxi Yang","Sch. of Inf. Sci. & Eng., Southeast Univ., Nanjing, China","Artificial Intelligence and Computational Intelligence, 2009. AICI '09. International Conference on","20100112","2009","4","","307","311","This paper dedicates to develop an improved perceptron tree (PT) learning model based intrusion detection approach. The binary tree structure of a PT enables the model to divide the intrusion detection problem into sub-problems and solve them in decreased complexity in different tree levels. The expert neural networks (ENNs) embedded in the internal nodes can be simplified by limiting the number of inputs and hidden neurons. The potential advantage of a PT is that the trained learning model is actually a Â¿gray boxÂ¿ since each embedded simplified ENN can be interpreted into explicit rules easily. However, the whole structure of a PT is likely to be high complex, i.e., the trained PT is probably composed of a large number of internal nodes. In this case, the disjunctive description of the learned intrusion detection rules extracted from such PT is too complex to understand. The generalization ability of the detection approach may be depressed as well. In view of this situation, the structure of the trained PT needs to be fine pruned. The experimental results demonstrate that the proposed approach can achieve competitive detection accuracy as well as refined learning model structure.","","978-1-4244-3835-8","978-0-7695-3816-7","10.1109/AICI.2009.176","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5376342","decision tree;intrusion detection;perceptron tree;tree pruning","Artificial intelligence;Binary trees;Computational intelligence;Computer security;Decision trees;Information science;Intrusion detection;Machine learning;Neural networks;Neurons","learning (artificial intelligence);perceptrons;security of data;trees (mathematics)","binary tree structure;expert neural networks;gray box;intrusion detection approach;perceptron tree learning model;refined learning model structure","","1","","16","","","7-8 Nov. 2009","","IEEE","IEEE Conference Publications"
"Defining Categories to Select Representative Attack Test-Cases in MANETs","Chadli, S.; Saber, M.; Ziyyat, A.","Mohammed First Univ., Oujda, Morocco","Communication Systems and Network Technologies (CSNT), 2014 Fourth International Conference on","20140529","2014","","","658","663","MANETs are a collection of mobile nodes that dynamically form a temporary network and are capable of communicating with each other without the use of a network infrastructure or any centralized administration. Due to the flexibility provided by their dynamic infrastructure MANETs are vulnerable to many types of security attacks. Furthermore, many conventional security solutions have been developed. However, these proposals suffer from the problems of tests and evaluations. Among these solutions the intrusion detection systems (IDS). To improve the quality of protection of MANETs provided by intrusion detection systems (IDS), we provide assessment of detection and test procedures more effective. In this paper, we make a thorough analysis of existing attacks. For this we propose a new system to classify attacks based on attributes that appear to be the best classification criteria to generate test-cases. We also apply the classification tree method (CTM) to select test-cases to attack. Finally, we use the CTE (Classification Tree Editor) tool to generate and select test-cases.","","978-1-4799-3069-2","","10.1109/CSNT.2014.138","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6821480","Attack;CTE;CTM;Classification;IDS;MANETs;Test-cases","Ad hoc networks;Classification tree analysis;Mobile computing;Routing;Routing protocols;Security","mobile ad hoc networks;telecommunication security","CTE tool;CTM;IDS;centralized administration;classification tree editor;classification tree method;dynamic infrastructure MANET;intrusion detection systems;mobile ad hoc networks;mobile nodes;network infrastructure;representative attack test-cases;security attacks;temporary network","","0","","29","","","7-9 April 2014","","IEEE","IEEE Conference Publications"
"DDoS attacks and countermeasures in cyberspace","Zeb, K.; Baig, O.; Asif, M.K.","Center of Excellence in Inf. Assurance (CoEIA), King Saud Univ., Riyadh, Saudi Arabia","Web Applications and Networking (WSWAN), 2015 2nd World Symposium on","20150820","2015","","","1","6","In cyberspace, availability of the resources is the key component of cyber security along with confidentiality and integrity. Distributed Denial of Service (DDoS) attack has become one of the major threats to the availability of resources in computer networks. It is a challenging problem in the Internet. In this paper, we present a detailed study of DDoS attacks on the Internet specifically the attacks due to protocols vulnerabilities in the TCP/IP model, their countermeasures and various DDoS attack mechanisms. We thoroughly review DDoS attacks defense and analyze the strengths and weaknesses of different proposed mechanisms.","","978-1-4799-8171-7","","10.1109/WSWAN.2015.7210322","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7210322","Cyber security;Cyber-attack;Cyberspace;DDoS Defense;DDoS attack;Mitigation;Vulnerability","Computer crime;Filtering;Floods;IP networks;Internet;Protocols;Servers","Internet;computer network security;transport protocols","DDoS attack mechanisms;Internet;TCP-IP model;computer networks;cyber security;cyberspace;distributed denial of service attacks","","0","","34","","","21-23 March 2015","","IEEE","IEEE Conference Publications"
"An Architectural Approach for Self-Managing Security Services","Russello, G.; Dulay, N.","Imperial Coll. London, London","Advanced Information Networking and Applications Workshops, 2009. WAINA '09. International Conference on","20090626","2009","","","153","158","Self-managing systems are the focus of an increasing research activity since can provide a more robust way of building software artifacts. In this paper, we focus on self-managing systems for adapting the security concern. Providing security as a one-size-fits-all solution results in a system that is far too rigid to accommodate the needs of different application domains. Security mechanisms can depend on the hardware that is available and can be changed over time. Offering a system that can cope with such change without the need of major re-engineering is a major challenge. Moreover, not at all time the same security level has to be maintained. A system that can adapt its security mechanisms to the actual threat level can deliver better performance. In this paper, we provide an architecture for self-adapting the security concern to the actual context. Context is provided in terms of trust and threat values. Moreover, contextual information on resource consumption (e.g., memory and bandwidth) and system status (e.g., availability) can be provided.","","978-1-4244-3999-7","978-0-7695-3639-2","10.1109/WAINA.2009.48","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5136640","Adaptable Security Architecture;Adaptive Systems;Self-managing System;Separation of Concerns;Shared Data Space","Adaptive systems;Application software;Buildings;Computer architecture;Educational institutions;Hardware;Information security;Middleware;Robustness;Software systems","security of data;software architecture","resource consumption;self-managing security services;software artifacts;system status;threat value;trust value","","0","","14","","","26-29 May 2009","","IEEE","IEEE Conference Publications"
"Using Association Link Network Model for Organizing Video Resources from Web","Zheng Xu; Xiangfeng Luo; Chen Liang; Fenglin Zhi; Lin Mei","Third Res. Inst. of Minist. of Public Security, Shanghai, China","Semantics, Knowledge and Grids (SKG), 2013 Ninth International Conference on","20140519","2013","","","52","57","Recent research shows that videos ""in the wild"" are growing at a staggering rate. The rapid increase number of video resources has brought an urgent need to develop intelligent methods to organize the video events. In this paper, we use the Association Link Network model for organizing video resources from Web. Association Link Network is a kind of semantic link network, which is designed to establish associated relations among various resources (e.g., Web pages or documents in digital library) aiming at extending the loosely connected network of no semantics (e.g., the Web) to an association-rich network. Since the theory of cognitive science considers that the associated relations can make one resource more comprehensive to users, the motivation of ALN is to organize the associated resources loosely distributed in the Web for effectively supporting the Web intelligent activities such as browsing, knowledge discovery and publishing, etc. The tags and surrounding texts of video resources are used to represent the semantic content. The relatedness between tags and surrounding texts are implemented in the Association Link Network model. Two data sets from YouTube and Flickr1 are used to evaluate the proposed method. The experimental results show that the proposed method can measure the association relations accurately and robustly.","","","","10.1109/SKG.2013.8","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6816584","Association Link Network;semantic link network;video organizing;video representing","Cognition;Organizing;Publishing;Semantic Web;Semantics;Web pages;YouTube","Internet;Web sites;video retrieval","Flickr;YouTube;association link network model;association-rich network;cognitive science;intelligent Web activities;semantic content;semantic link network;video representation;video resources organization","","0","","24","","","3-4 Oct. 2013","","IEEE","IEEE Conference Publications"
"Towards time-varying classification based on traffic pattern","Yiyang Shao; Luoshi Zhang; Xiaoxian Chen; Yibo Xue","Dept. of Autom., Tsinghua Univ., Beijing, China","Communications and Network Security (CNS), 2014 IEEE Conference on","20141229","2014","","","512","513","Many important network security areas, such as Intrusion Detection System and Next-Generation Firewall, leverage Traffic Classification techniques to reveal application-level protocols. Machine Learning algorithms give us the ability to identify encrypted or complicated traffic. However, classification accuracies of Machine Learning algorithms are always facing challenges and doubts in practical usage. In this paper, we propose a time-varying Logistic Regression model embedded with traffic pattern. The comparison between original Logistic Regression model and time-varying one shows an effective improvement in accuracy. We hope to exploit a new way to implement Machine Learning algorithms in network traffic analysis areas by considering the characteristics of traffic changes in time domain.","","","","10.1109/CNS.2014.6997530","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6997530","Logistic Regression;Time-varying Model;Traffic Classification;Traffic Pattern","Accuracy;Educational institutions;Logistics;Machine learning algorithms;Ports (Computers);Protocols;Security","cryptography;firewalls;learning (artificial intelligence);next generation networks;regression analysis;telecommunication traffic","accuracy improvement;application-level protocols;encrypted-complicated traffic identification;intrusion detection system;machine learning algorithms;network security;next-generation firewall;time domain;time-varying classification;time-varying logistic regression model;traffic change characteristics;traffic classification techniques;traffic pattern","","0","","2","","","29-31 Oct. 2014","","IEEE","IEEE Conference Publications"
"Study on improvement of recognition ability of intrusion detection system","Fu Yanwei; Zhu Yingying","Network Center, Changzhou Univ., Changzhou, China","Communication Technology (ICCT), 2010 12th IEEE International Conference on","20110117","2010","","","5","8","This paper integrates PCA method and optimized LMBP neural network into intrusion detection system. The feasibility and efficiency of the optimized algorithm are approved by utilizing the KDDCUP99 dataset, constructing suitable training samples and testing samples and using MATLAB simulation experiment. Experiment shows that the improved algorithm has obvious superiority in training times and accuracy.","","978-1-4244-6868-3","","10.1109/ICCT.2010.5689069","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5689069","Intrusion Detection;Levenberg-Marquardt(LM) Algorithm;Neural Network;Principal Component Analysis","Computational modeling;Databases;Jacobian matrices;Optimization","backpropagation;neural nets;principal component analysis;security of data","KDDCUP99 dataset;MATLAB simulation;PCA method;intrusion detection system;optimized LMBP neural network;principal component analysis;recognition ability improvement","","0","","8","","","11-14 Nov. 2010","","IEEE","IEEE Conference Publications"
"Healthcare system's operational security","Johnson, M.; Rahman, S.","Sch. of Bus. & Inf. Technol., Capella Univ., Minneapolis, MN, USA","Computer and Information Technology (ICCIT), 2011 14th International Conference on","20120309","2011","","","657","663","Computer Security is a concept of protection designated to information system to accommodate the fundamental security objectives for data, information and computer services [1]. The goal of this research paper is to implement a security plan for the Lawson healthcare organization to assist with protecting and providing a secure information transmission and exchange of public and private data. The current healthcare security system is outdated and it does not protect public or private data exchange across the network. There are IT personnel who are uneducated on the security mechanism to prevent security risks within the daily operations of the healthcare systems. The development of new operational security architecture is to reduce threats and educate the IT personnel of techniques to improve the outdated security mechanism being used in the Healthcare organization. We have used Lawson healthcare as a case study; however, this knowledge can be applied to any healthcare organization.","","978-1-61284-907-2","","10.1109/ICCITechn.2011.6164870","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6164870","Healthcare organization;PKI;cryptography;database management;security risks","Databases;Medical services;Organizations;Public key;Standards organizations","health care;medical information systems;security of data","Lawson healthcare organization;computer security;computer service;data exchange;data service;healthcare system operational security;information service;information system;operational security architecture;private data;public data;secure information transmission;security mechanism;security objective;security risk","","0","","12","","","22-24 Dec. 2011","","IEEE","IEEE Conference Publications"
"BlockTapping: An Online Transparent Integrity Checker for Virtual Storage","Haifeng Fang","EMC Labs., Beijing, China","Parallel and Distributed Systems (ICPADS), 2011 IEEE 17th International Conference on","20120102","2011","","","610","617","The integrity of virtual storage has become a very important issue in the virtual computing environment (like Xen-based computing platform). Current integrity detection systems have some disadvantages, for example, they cannot protect themselves well or the dependence between the detection results and the target system is high. We refer to the problem as lack of transparency. This paper presents a novel online integrity checker, Block Tapping, which ensures its security benefiting from the isolation property of virtual machine. Block tapping monitors the block-level data streams transparently through block-to-file semantic-translation at the virtual block device layer. Based on the self-described information of virtual storages, Block Tapping detects the file-level malicious behaviors independent of the internal state of the compromised virtual machine. Experiments show that the prototype system successfully captures 13 typical user-mode root kit attacks against virtual storage, and the performance overhead is acceptable.","1521-9097","978-1-4577-1875-5","","10.1109/ICPADS.2011.34","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6121331","Data Integrity;Transparent Detection;Virtual Storage","Databases;Kernel;Monitoring;Prototypes;Semantics;Synchronization;Virtual machining","data integrity;data privacy;file organisation;virtual machines;virtual storage","Xen-based computing platform;block-level data stream;block-to-file semantic-translation;blocktapping;file-level malicious behavior;online transparent integrity checker;virtual block device layer;virtual computing environment;virtual machine;virtual storage","","0","","23","","","7-9 Dec. 2011","","IEEE","IEEE Conference Publications"
"A new data mining based network Intrusion Detection model","Gudadhe, M.; Prasad, P.; Wankhade, K.","Dept. of Inf. Technol., Priyadarshini Coll. of Eng., Nagpur, India","Computer and Communication Technology (ICCCT), 2010 International Conference on","20101118","2010","","","731","735","Nowadays, as information systems are more open to the Internet, the importance of secure networks is tremendously increased. New intelligent Intrusion Detection Systems (IDSs) which are based on sophisticated algorithms rather than current signature-base detections are in demand. There is often the need to update an installed Intrusion Detection System (IDS) due to new attack methods or upgraded computing environments. Since many current Intrusion Detection Systems are constructed by manual encoding of expert knowledge, changes to them are expensive and slow. In data mining-based intrusion detection system, we should make use of particular domain knowledge in relation to intrusion detection in order to efficiently extract relative rules from large amounts of records. This paper proposes new ensemble boosted decision tree approach for intrusion detection system. Experimental results shows better results for detecting intrusions as compared to others existing methods.","","978-1-4244-9033-2","","10.1109/ICCCT.2010.5640375","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5640375","boosted decision trees;data mining;ensemble approach;network intrusion detection system","Accuracy;Classification algorithms;Classification tree analysis;Data mining;Feature extraction;Intrusion detection","data mining;security of data","boosted decision tree;data mining;domain knowledge;intrusion detection system;network intrusion detection model","","8","","18","","","17-19 Sept. 2010","","IEEE","IEEE Conference Publications"
"Genetic algorithm with different feature selection techniques for anomaly detectors generation","Aziz, A.S.A.; Azar, A.T.; Salama, M.A.; Hassanien, A.E.; Hanafy, S.E.-O.","Univ. Francaise d'Egypte (UFE), Cairo, Egypt","Computer Science and Information Systems (FedCSIS), 2013 Federated Conference on","20131107","2013","","","769","774","Intrusion detection systems have been around for quite some time, to protect systems from inside ad outside threats. Researchers and scientists are concerned on how to enhance the intrusion detection performance, to be able to deal with real-time attacks and detect them fast from quick response. One way to improve performance is to use minimal number of features to define a model in a way that it can be used to accurately discriminate normal from anomalous behaviour. Many feature selection techniques are out there to reduce feature sets or extract new features out of them. In this paper, we propose an anomaly detectors generation approach using genetic algorithm in conjunction with several features selection techniques, including principle components analysis, sequential floating, and correlation-based feature selection. A Genetic algorithm was applied with deterministic crowding niching technique, to generate a set of detectors from a single run. The results show that sequential-floating techniques with the genetic algorithm have the best results, compared to others tested, especially the sequential floating forward selection with detection accuracy 92.86% on the train set and 85.38% on the test set.","","","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6644096","Anomaly detectors generation;feature selection;genetic algorithms","Accuracy;Biological cells;Detectors;Feature extraction;Genetic algorithms;Intrusion detection;Machine learning algorithms","genetic algorithms;learning (artificial intelligence);principal component analysis;security of data","anomaly detectors generation approach;correlation-based feature selection;deterministic crowding niching technique;feature selection techniques;genetic algorithm;intrusion detection systems;principle components analysis;real-time attacks;sequential-floating techniques","","2","","28","","","8-11 Sept. 2013","","IEEE","IEEE Conference Publications"
"A Bray-Curtis Weighted Automaton for Detecting Malicious Code Through System-Call Analysis","Pungila, C.","Comput. Sci. Dept., West Univ. of Timisoara, Timisoara, Romania","Symbolic and Numeric Algorithms for Scientific Computing (SYNASC), 2009 11th International Symposium on","20100506","2009","","","392","400","Malicious code detection is one of the top subjects of interest for intrusion detection systems in today's computer security research areas. In this paper we propose a new heuristic method for detecting malicious code through system call matching, which also takes in consideration the time of the system call, by using an adaptive search for an extended Aho-Corasick automaton supporting a subset of the regular expressions language, through the use of a normalization technique known as the Bray-Curtis (Sorensen) distance. We will also discuss how this technique can be applied to enrich the set of existing rules from the knowledge base for improving the detection rate.","","978-1-4244-5910-0","978-1-4244-5911-7","10.1109/SYNASC.2009.41","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5460823","Aho-Corasick automata;Bray-Curtis distance;Sorensen distance;dynamic analysis;intrusion detection system;malicious code detection;normalization;static analysis;system call timing","Algorithm design and analysis;Automata;Computer science;Informatics;Intrusion detection;Mathematics;Pattern analysis;Performance analysis;Scientific computing;Viruses (medical)","automata theory;formal languages;security of data","Aho-Corasick automaton;Bray-Curtis distance;Bray-Curtis weighted automaton;Sorensen distance;computer security;detection rate;intrusion detection;knowledge base;malicious code detection;normalization technique;regular expression language;system call matching;system call time;system-call analysis","","1","","23","","","26-29 Sept. 2009","","IEEE","IEEE Conference Publications"
"Evaluation of Security Problems and Intrusion Detection Systems for Routing Attacks in Wireless Self-Organised Networks","Adaobi, O.; Igbesoko, E.; Ghassemian, M.","Sch. of Comput. & Math. Sci., Univ. of Greenwich, London, UK","New Technologies, Mobility and Security (NTMS), 2012 5th International Conference on","20120531","2012","","","1","5","Security in Wireless Self-organised Networks (WSoN) could be looked at from various view points with respect to different communication layers through which their functionalities are attained. Multihop communication between mobile devices may require specially designed routing algorithms for self-organised networks; those routing protocols can become primary targets for attacks. In this article we run a simulation study of an attack causing an 86% decrease in packet delivery ratio and an increase in packet drops by the same proportion for a selected scenario. We simulated a wireless sensor network with the presence of phenomenon, to investigate and extended it to generate denial of service attacks. We have used the phenomenon contribution to generate a realistic traffic pattern for accurate evaluation of protocols, and compared it to the traditional method of using only Constant Bit Rate (CBR) traffic, usually employed by most researchers. We then adapted an Intrusion Detection System (IDS) into our simulated sensor network, and achieved detection rate of greater than 90% with a very low false positive rate of less than 1%. Each node was configured to independently monitor, detect and report intrusions, providing us with more accurate results and avoiding the additional delays and existence of a central point of failure that a centralised IDS would introduce. We also investigated the impact of a Black-hole attack on MANETS and we observed that under the on-demand routing protocol, the closer a malicious node is to the source of traffic, the greater the extent of damage inflicted on the networks. This study on security attacks and intrusion detection systems has led us to illustrate some of the particular security issues in WSoN.","2157-4952","978-1-4673-0228-9","978-1-4673-0227-2","10.1109/NTMS.2012.6208721","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6208721","","Ad hoc networks;Intrusion detection;Routing;Routing protocols;Wireless sensor networks","mobile ad hoc networks;routing protocols;telecommunication security;telecommunication traffic;wireless sensor networks","CBR traffic;IDS;MANET;WSoN;black-hole attack;constant bit rate;denial of service attack;intrusion detection system;malicious node;mobile device;multihop communication;on-demand routing protocol;packet delivery ratio;realistic traffic pattern;routing algorithm;routing attack;security attack;security problem evaluation;wireless self-organised network;wireless sensor network","","3","","15","","","7-10 May 2012","","IEEE","IEEE Conference Publications"
"Contents","","","Computer Application and System Modeling (ICCASM), 2010 International Conference on","20101104","2010","2","","v","xv","Presents the table of contents of the proceedings.","","978-1-4244-7235-2","","10.1109/ICCASM.2010.5620179","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5620179","","","","","","0","","","","","22-24 Oct. 2010","","IEEE","IEEE Conference Publications"
