"http://ieeexplore.ieee.org.ezproxy.rit.edu/search/searchresult.jsp?download-format=download-csv&ar=6081881,4414457,6415817,7133049,4688384,6682080,1392755,7033803,6851533,5549466,6933224,6508330,1210188,4804448,6758839,4721575,1333427,5273867,7165133,4580099,1690388,5451769,1625320,5476663,4215807,6718441,4664274,4024481,4721224,6554177,7129395,6329231,6515481,6997064,7158882,1206606,6846477,1607533,7034170,1437836,5898964,4223229,4076926,4620623,6208348,6299287,5062173,5279558,6903487,5623381,4021947,5999864,5635570,1260114,6184895,4529320,6822318,6185284,5990655,6332204,6686474,5714492,7182944,5484830,7019283,5717159,1630921,7064626,5485336,6828057,6940213,4446697,7129184,4446054,4738466,6980960,6890520,6195589,7000543,6565409,5560697,7012931,4258525,1173566,1274254,6220366,6838228,5959760,4299776,6518912,5350409,4382879,7164948,5473646,1592979,6523809,5600281,5358211,6332370,6081880",2015/11/22 18:20:45
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Stochastic analysis of horizontal IP scanning","Leonard, D.; Zhongmei Yao; Xiaoming Wang; Loguinov, D.","Dept. of Comput. Sci. & Eng., Texas A&M Univ., College Station, TX, USA","INFOCOM, 2012 Proceedings IEEE","20120510","2012","","","2077","2085","Intrusion Detection Systems (IDS) have become ubiquitous in the defense against virus outbreaks, malicious exploits of OS vulnerabilities, and botnet proliferation. As attackers frequently rely on host scanning for reconnaissance leading to penetration, IDS is often tasked with detecting scans and preventing them. However, it is currently unknown how likely an IDS is to detect a given Internet-wide scan pattern and whether there exist sufficiently fast scan techniques that can remain virtually undetectable at large-scale. To address these questions, we propose a simple analytical model for the window-expiration rules of popular IDS tools (i.e., Snort and Bro) and utilize a variation of the Chen-Stein theorem to derive the probability that they detect some of the commonly used scan permutations. Using this analysis, we also prove the existence of stealth-optimal scan patterns, examine their performance, and contrast it with that of well-known techniques.","0743-166X","978-1-4673-0773-4","","10.1109/INFCOM.2012.6195589","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6195589","","Accuracy;Analytical models;Delay;Grippers;IP networks;Internet;Probes","IP networks;Internet;computer network security;computer viruses;operating systems (computers);probability;stochastic processes;ubiquitous computing","Bro;Chen-Stein theorem;IDS tools;Internet-wide scan pattern;OS vulnerability;Snort;botnet proliferation;fast scan techniques;horizontal IP scanning;host scanning;intrusion detection systems;malicious exploits;probability;scan detection;scan permutations;scan prevention;stealth-optimal scan patterns;stochastic analysis;ubiquitous;virtually undetectable;virus outbreaks;window-expiration rules","","1","","44","","","25-30 March 2012","","IEEE","IEEE Conference Publications"
"Surveying the Development of Biometric User Authentication on Mobile Phones","Weizhi Meng; Wong, D.S.; Furnell, S.; Jianying Zhou","Dept. of Comput. Sci., City Univ. of Hong Kong, Kowloon, China","Communications Surveys & Tutorials, IEEE","20150820","2015","17","3","1268","1293","Designing reliable user authentication on mobile phones is becoming an increasingly important task to protect users' private information and data. Since biometric approaches can provide many advantages over the traditional authentication methods, they have become a significant topic for both academia and industry. The major goal of biometric user authentication is to authenticate legitimate users and identify impostors based on physiological and behavioral characteristics. In this paper, we survey the development of existing biometric authentication techniques on mobile phones, particularly on touch-enabled devices, with reference to 11 biometric approaches (five physiological and six behavioral). We present a taxonomy of existing efforts regarding biometric authentication on mobile phones and analyze their feasibility of deployment on touch-enabled mobile phones. In addition, we systematically characterize a generic biometric authentication system with eight potential attack points and survey practical attacks and potential countermeasures on mobile phones. Moreover, we propose a framework for establishing a reliable authentication mechanism through implementing a multimodal biometric user authentication in an appropriate way. Experimental results are presented to validate this framework using touch dynamics, and the results show that multimodal biometrics can be deployed on touch-enabled phones to significantly reduce the false rates of a single biometric system. Finally, we identify challenges and open problems in this area and suggest that touch dynamics will become a mainstream aspect in designing future user authentication on mobile phones.","1553-877X","","","10.1109/COMST.2014.2386915","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7000543","Behavioral Biometrics;Mobile Phones;Multimodal Biometrics;Physiological Biometrics;Touch Dynamics;User Authentication;User authentication;behavioral biometrics;mobile phones;multimodal biometrics;physiological biometrics;touch dynamics","Authentication;Face;Face recognition;Iris recognition;Mobile handsets;Physiology;Retina","biometrics (access control);mobile computing","multimodal biometric user authentication techniques;potential attack points;survey practical attacks;touch-enabled mobile phones","","0","","243","","2014-12-31","thirdquarter 2015","","IEEE","IEEE Journals & Magazines"
"High-Throughput and Memory-Efficient Multimatch Packet Classification Based on Distributed and Pipelined Hash Tables","Yang Xu; Zhaobo Liu; Zhuoyuan Zhang; Chao, H.J.","Dept. of Electr. & Comput. Eng., Polytech. Inst. of New York Univ., New York, NY, USA","Networking, IEEE/ACM Transactions on","20140612","2014","22","3","982","995","The emergence of new network applications, such as the network intrusion detection system and packet-level accounting, requires packet classification to report all matched rules instead of only the best matched rule. Although several schemes have been proposed recently to address the multimatch packet classification problem, most of them require either huge memory or expensive ternary content addressable memory (TCAM) to store the intermediate data structure, or they suffer from steep performance degradation under certain types of classifiers. In this paper, we decompose the operation of multimatch packet classification from the complicated multidimensional search to several single-dimensional searches, and present an asynchronous pipeline architecture based on a signature tree structure to combine the intermediate results returned from single-dimensional searches. By spreading edges of the signature tree across multiple hash tables at different stages, the pipeline can achieve a high throughput via the interstage parallel access to hash tables. To exploit further intrastage parallelism, two edge-grouping algorithms are designed to evenly divide the edges associated with each stage into multiple work-conserving hash tables. To avoid collisions involved in hash table lookup, a hybrid perfect hash table construction scheme is proposed. Extensive simulation using realistic classifiers and traffic traces shows that the proposed pipeline architecture outperforms HyperCuts and B2PC schemes in classification speed by at least one order of magnitude, while having a similar storage requirement. Particularly, with different types of classifiers of 4K rules, the proposed pipeline architecture is able to achieve a throughput between 26.8 and 93.1 Gb/s using perfect hash tables.","1063-6692","","","10.1109/TNET.2013.2270441","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6565409","Hash table;packet classification;signature tree;ternary content addressable memory (TCAM)","Encoding;IEEE transactions;Memory management;Pipelines;Power demand;Search engines;Throughput","content-addressable storage;cryptography;security of data;signal classification;table lookup;tree data structures","TCAM;asynchronous pipeline architecture;bit rate 26.8 Gbit/s to 93.1 Gbit/s;complicated multidimensional search;distributed hash tables;edge-grouping;hash table lookup;high-throughput multimatch;hybrid perfect hash table construction;intermediate data structure;interstage parallel access;memory-efficient multimatch;multimatch packet classification problem;network intrusion detection;packet-level accounting;pipelined hash tables;signature tree structure;single-dimensional searches;steep performance degradation;ternary content addressable memory;throughput via;traffic traces","","0","","37","","2013-07-22","June 2014","","IEEE","IEEE Journals & Magazines"
"An Experimental Study of Hierarchical Intrusion Detection for Wireless Industrial Sensor Networks","Sooyeon Shin; Taekyoung Kwon; Gil-Yong Jo; Youngman Park; Rhy, H.","Dept. of Comput. Eng., Sejong Univ., Seoul, South Korea","Industrial Informatics, IEEE Transactions on","20101104","2010","6","4","744","757","Wireless industrial sensor networks are necessary for industrial applications, so that wireless sensor nodes sense around themselves and detect anomaly events in the harsh industrial environments. Due to the harshness, anomaly events such as adversarial intrusions may result in harmful and disastrous situations for industrial applications but it is difficult to detect them over wireless medium. Intrusion detection is an essential requirement for security, but as far as we know, there have not been such studies for wireless industrial sensor networks in the literature. The previous intrusion detection methods proposed for wireless sensor networks consider networks rather in general senses and restrict capabilities to specific attacks only. In this paper, we first study intrusion detection for wireless industrial sensor networks, through various experiments and design of a hierarchical framework. We classify and select better methodologies against various intrusions. Subsequently, we find novel results on the previous methodologies. We also propose a new hierarchical framework for intrusion detection as well as data processing. Throughout the experiments on the proposed framework, we stress the significance of one-hop clustering, which was neglected in the previous studies. Finally, we construct required logical protocols in the hierarchical framework; hierarchical intrusion detection and prevention protocols.","1551-3203","","","10.1109/TII.2010.2051556","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5560697","Clustering;industrial applications;intrusion detection;intrusion prevention;wireless industrial sensor network","Communication system security;Industry applications;Intrusion detection;Monitoring;Protocols;Wireless communication;Wireless sensor networks","security of data;telecommunication security;wireless sensor networks","hierarchical intrusion detection;intrusion prevention;wireless industrial sensor network","","27","","45","","2010-09-02","Nov. 2010","","IEEE","IEEE Journals & Magazines"
"Behavioural and node performance based Grayhole attack Detection and Amputation in AODV protocol","Jain, S.; Raghuwanshi, S.K.","Dept. Of Inf. Technol., Samrat Ashok Technol. Inst., Vidisha, India","Advances in Engineering and Technology Research (ICAETR), 2014 International Conference on","20150119","2014","","","1","5","In Mobile ad-hoc Network nodes dynamically moves from one place to another and if one node wants to communicate with other node then for communication route establishment between two communicating nodes should takes place Due to dynamic nature many routing attacks also takes place such as black hole and gray hole attack. A gray hole attack is a special kind of black hole attack in this attack malicious node takes part in route discovery process and after route gets discovered through them these nodes start dropping packets and some type of packet will be blocked, gray hole attack detection process is difficult rather than black hole attack. This paper presents Ad-hoc on demand Distance Vector Routing Protocol as a base routing strategies and some node set as a IDS (intrusion detection system) to detect gray hole attack. Here we apply behavioural anomaly base detection for gray hole attack and IDS node watch the anomaly of data generated by gray hole node and broadcast the gray hole node block message to all participated nodes for prevention of that type of attack. the entire work simulate using the network simulator-2 and analyze the performance using network base parameter and identify the anomaly generator node as well as data drop identification.","2347-9337","","","10.1109/ICAETR.2014.7012931","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7012931","AODV;Ad-hoc;Black hole;Gray hole;IDS;MANET;Security","Analytical models;Data models;Mobile ad hoc networks;Mobile computing;Routing;Routing protocols","mobile ad hoc networks;routing protocols;security of data","AODV protocol;IDS node;ad-hoc on demand distance vector routing protocol;base routing strategies;behavioural anomaly base detection;black hole attack;data drop identification;intrusion detection system;mobile ad-hoc network nodes;network base parameter;network simulator-2;node performance based grayhole attack detection process;route discovery process;routing attacks","","0","","15","","","1-2 Aug. 2014","","IEEE","IEEE Conference Publications"
"Interactive Informatics on Internet Infrastructure","Zhao, F.; Vemuri, V.R.; Wu, S.F.; Xue, F.; Yoo, S.J.B.","Dept. of Comput. Sci., Univ. of California, Davis, CA","Integrated Network Management, 2007. IM '07. 10th IFIP/IEEE International Symposium on","20070625","2007","","","90","99","We present the design and evaluation of 14, a network infrastructure that enables information exchange and collaboration among different domains. 14 can help with network management in many scenarios, such as when eliminating the unwanted traffic to improve the network performance as well as diagnosing the network problems. We present the distributed denial-of-service (DDoS) attack as an example to demonstrate the advantages of 14. Simulation results show that 14 can significantly reduce the amount of DDoS attack packets and dramatically improve the quality of services received by legitimate users. Our design provides attractive properties, such as incremental deployment as well as incentives for such deployment etc.","","1-4244-0798-2","1-4244-0799-0","10.1109/INM.2007.374773","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4258525","","Collaboration;Computer crime;Computer network management;Humans;IP networks;Informatics;Information management;Internet;Telecommunication traffic;Traffic control","Internet;computer network management;telecommunication traffic","DDoS;Internet infrastructure;distributed denial-of-service;information exchange;interactive informatics;network infrastructure;network management;unwanted traffic","","1","","18","","","May 21 2007-Yearly 25 2007","","IEEE","IEEE Conference Publications"
"A distributed dynamic self-immunity security architecture","Hai Jin; Ke Liu; Feng Xian; Zongfen Han","Internet & Cluster Comput. Center, Huazhong Univ. of Sci. & Technol., Wuhan, China","Algorithms and Architectures for Parallel Processing, 2002. Proceedings. Fifth International Conference on","20030206","2002","","","148","151","Computer network crimes present trends such as the simplification of attack tools, contraposition of attack purposes, and systematization of attack modes. This paper proposes the distributed dynamic self-immunity security architecture (DDSSA) to protect against these new trends. Through a dynamic cycle of detection, collection, decision making, policy distribution, and response, DDSSA can solve these security problems efficiently.","","0-7695-1512-6","","10.1109/ICAPP.2002.1173566","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1173566","","Computer Society;Computer architecture;Costs;Data security;Databases;Information security;Intrusion detection;Milling machines;Parallel processing;Protection","computer crime;computer networks;mobile agents;software architecture","collection;computer network crimes;decision making;detection;distributed dynamic self-immunity security architecture;policy distribution;response","","0","","12","","","23-25 Oct. 2002","","IEEE","IEEE Conference Publications"
"Grid-based intrusion detection system","Ong Tian Choon; Samsudin, A.","Sch. of Comput. Sci., Univ. Sains Malaysia, Penang, Malaysia","Communications, 2003. APCC 2003. The 9th Asia-Pacific Conference on","20040322","2003","3","","1028","1032 Vol.3","Computational grid scientists had spent tireless amount of effort to come up with a secure environment for sharing resources. However, advance intruders still compromising machines on the grid, which justify the research in intrusion detection system for grid environment. This paper describes the detail concept of having a grid-based intrusion detection system (GIDS) for the grid environment. We give few scenarios on how GIDS can take place on the grid environment. We also discuss some issues of the GIDS on grid environment with suggested solutions. A proposed solution is discussed from conceptual framework toward technical architecture.","","0-7803-8114-9","","10.1109/APCC.2003.1274254","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1274254","","Computer architecture;Distributed computing;Grid computing;Information security;Information technology;Internet;Intrusion detection;Resource management;Wide area networks;World Wide Web","Internet;grid computing;security of data","Internet;distributed computing;grid computing;grid environment;intrusion detection system","","10","1","5","","","21-24 Sept. 2003","","IEEE","IEEE Conference Publications"
"Preventing packet dropping and message tampering attacks on AODV-based Mobile Ad Hoc Networks","Obaidat, M.S.; Woungang, I.; Dhurandher, S.K.; Koo, V.","Dept. of Comput. Sci. & Software Eng., Monmouth Univ., West Long Branch, NJ, USA","Computer, Information and Telecommunication Systems (CITS), 2012 International Conference on","20120621","2012","","","1","5","Due to recent advances in mobile wireless communication and computing technologies, Mobile Ad hoc Networks (MANETs) have become the network of choice for use in various applications. But this advantage comes with serious security concerns, in particular from a wireless transmission medium perspective where such networks may be subject to data tampering and dropping attacks. This paper enhances a recently proposed AODV-based protocol named Highly Secured Approach against Attacks on MANETs (HSAM) that deals with this issue in at least two ways: (a) by performing for the first time a simulation study of the HSAM protocol; (b) by introducing a more efficient approach to securing the routes in the route selection phase of the HSAM scheme. Simulation results are provided, showing that the proposed enhanced HSAM scheme (so-called E-HSAM) outperforms HSAM in terms of packet delivery ratio, throughput rate, and number of broken links; chosen as performance metrics, when malicious nodes are present in the network.","","978-1-4673-1549-4","","10.1109/CITS.2012.6220366","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6220366","AODV;MANETs;malicious nodes;message tampering attacks;packet dropping attacks;security;simulation","Mobile ad hoc networks;Mobile computing;Routing;Routing protocols;Security","mobile ad hoc networks;routing protocols;telecommunication security","AODV protocol;AODV-based mobile ad hoc networks;HSAM protocol;MANET;computing technology;data tampering attack;e-HSAM;enhanced HSAM scheme;highly secured approach against attacks on MANET;message tampering attacks;mobile wireless communication;packet dropping attack prevention;route selection phase;wireless transmission medium","","3","","14","","","14-16 May 2012","","IEEE","IEEE Conference Publications"
"OpenNetMon: Network monitoring in OpenFlow Software-Defined Networks","van Adrichem, N.L.M.; Doerr, C.; Kuipers, F.A.","Network Archit. & Services, Delft Univ. of Technol., Delft, Netherlands","Network Operations and Management Symposium (NOMS), 2014 IEEE","20140619","2014","","","1","8","We present OpenNetMon, an approach and open-source software implementation to monitor per-flow metrics, especially throughput, delay and packet loss, in OpenFlow networks. Currently, ISPs over-provision capacity in order to meet QoS demands from customers. Software-Defined Networking and OpenFlow allow for better network control and flexibility in the pursuit of operating networks as efficiently as possible. Where OpenFlow provides interfaces to implement fine-grained Traffic Engineering (TE), OpenNetMon provides the monitoring necessary to determine whether end-to-end QoS parameters are actually met and delivers the input for TE approaches to compute appropriate paths. OpenNetMon polls edge switches, i.e. switches with flow end-points attached, at an adaptive rate that increases when flow rates differ between samples and decreases when flows stabilize to minimize the number of queries. The adaptive rate reduces network and switch CPU overhead while optimizing measurement accuracy. We show that not only local links serving variable bit-rate video streams, but also aggregated WAN links benefit from an adaptive polling rate to obtain accurate measurements. Furthermore, we verify throughput, delay and packet loss measurements for bursty scenarios in our experiment testbed.","","","","10.1109/NOMS.2014.6838228","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6838228","","Bandwidth;Control systems;Delays;Monitoring;Packet loss;Throughput","computer network performance evaluation;software radio","OpenFlow software-defined networks;OpenNetMon:;QoS parameters;aggregated WAN links;fine-grained traffic engineering;network monitoring;variable bit-rate video stream","","12","","21","","","5-9 May 2014","","IEEE","IEEE Conference Publications"
"Two Enhanced BM Algorithm in Pattern Matching","Zhu Yong-qiang","Coll. of Comput. & Inf. Eng., Lishui Univ., Lishui, China","Digital Media and Digital Content Management (DMDCM), 2011 Workshop on","20110721","2011","","","341","346","Data packet capturing and analysis are two of the most important components in the intrusion detection system (IDS). However the speed of data packet capture and analysis doesn't match the network application, which causes a general problem in IDS and the ratio of data packet lost is quite high. Various intrusion detection technologies are widely used to solve this problem. In those technologies, the pattern matching based on knowledge is the most popular technology. It compares a series of attack characteristic with user's activity that has already been discovered, and then intrusion will be detected. Its match speed affects the rate of drop packet, and false alarm, the accuracy and the real-time performance of system in a direct way. It plays an essential role in the efficiency of intrusion detection system. As network speed and capacity is growing rapid, it is necessary to improve the algorithm of pattern matching to follow the currency. This article describes a quite mature algorithm in the intrusion detection system-BM algorithm, based on which some improvements have been proposed.","","978-1-4577-0271-6","978-0-7695-4413-7","10.1109/DMDCM.2011.46","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5959760","BM Algorithm;Enhanced;Intrusion Detection;Pattern Matching","Algorithm design and analysis;Approximation algorithms;Intrusion detection;Pattern matching;Safety","search problems;security of data;string matching","BM algorithm;Boyer-Moore algorithm;IDS system;data packet analysis;data packet capture;data packet lost;false alarm;intrusion detection system;pattern matching","","0","","21","","","15-16 May 2011","","IEEE","IEEE Conference Publications"
"Building Trustworthy Intrusion Detection through VM Introspection","Baiardi, F.; Sgandurra, D.","Univ. di Pisa, Pisa","Information Assurance and Security, 2007. IAS 2007. Third International Symposium on","20070910","2007","","","209","214","Psyco-Virt is a high assurance intrusion detection tool that merges host and network intrusion detection technologies with virtual machine introspection. Psyco-Virt architecture includes a cluster of virtual machines, the monitored VMs, which run the OS and applications of interest, and a further VM, the introspection one. Several agents distributed across the monitored VMs execute network and host IDS tools to discover attempted intrusions/attacks on the monitored VMs. The introspection VM makes the detection tools trustworthy by running an introspector and a director to discover any attempt to maliciously modify the kernel, the agents and the IDSes hosted on a monitored VM. On each monitored VM a collector gathers the alerts generated by the agents and forwards them to the director through a control network dedicated to data exchange among the agents and the introspection VM. The director on the introspection VM filters all the alerts and delegates the execution of a proper action to a notifier whenever an intrusion or an attempt to modify the IDSes is detected. In such cases, a monitored VM can either be stopped or frozen and its current state saved in a file for a later, deeper inspection. After describing Psyco-Virt, we discuss some examples of agents and functions using introspection and present preliminary results and performance figures of a first prototype.","","0-7695-2876-7","978-0-7695-2876-2","10.1109/IAS.2007.36","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4299776","integrity;introspection;intrusion detection;network security;system;virtual machines","Buildings;Condition monitoring;Filters;Inspection;Intrusion detection;Kernel;Virtual machine monitors;Virtual machining;Virtual manufacturing;Voice mail","security of data;virtual machines","Psyco-Virt architecture;data exchange;high assurance intrusion detection tool;network intrusion detection technologies;trustworthy intrusion detection;virtual machine introspection","","6","2","26","","","29-31 Aug. 2007","","IEEE","IEEE Conference Publications"
"Analytical study of security aspects in 6LoWPAN networks","Rghioui, A.; Bouhorma, M.; Benslimane, A.","LIST Lab., Abdelmalek Essaadi Univ., Tangier, Morocco","Information and Communication Technology for the Muslim World (ICT4M), 2013 5th International Conference on","20130523","2013","","","1","5","The Internet of Things (IoT) is a flagship project that aims to connect objects to the Internet to extend their use. For that, it was needed to find a solution to combine between the IEEE 802.15.4 protocol for Low Power Wireless Personal Area Networks (LoWPANs) and IPv6 network protocol that its large address space will allow million devices to integrate the internet. The development of 6LoWPAN technology was an appropriate solution to deal with this challenge and enable the IoT concept becoming a reality. But this was only the beginning of several challenges and problems like the case of how to secure this new type of networks, especially since it includes two major protocols so the combination of their problems too, over and above new problems specific to that network. In this paper, we analyze the security challenges in 6LoWPAN, we studied the various countermeasures to address these needs, their advantages and disadvantages, and we offer some recommendations to achieve a reliable security scheme for a powerful 6LoWPAN networks.","","978-1-4799-0134-0","","10.1109/ICT4M.2013.6518912","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6518912","6LoWPAN;IEEE802.15.4;Internet Security;Internet of Things","Authentication;IEEE 802.15 Standards;IP networks;Internet;Monitoring;Protocols","Internet;Internet of Things;computer network security;personal area networks;protocols","6LoWPAN networks;IEEE 802.15.4 protocol;IPv6 network protocol;Internet of Things;IoT concept;low-power wireless personal area networks;security aspects","","1","","20","","","26-27 March 2013","","IEEE","IEEE Conference Publications"
"A security capstone course: An innovative practical approach to distance education","Evans, N.; Blakely, B.; Jacobson, D.","Comput. Eng., Iowa State Univ., Ames, IA, USA","Frontiers in Education Conference, 2009. FIE '09. 39th IEEE","20091208","2009","","","1","4","Information assurance is a growing field in the information technology world. While many individuals seek further education in this field, it is currently difficult to complete an entire program of study remotely. A capstone course at Iowa State University will enable distance education students to complete the requirements for a Master's of Engineering in Information Assurance from an accredited university without ever setting foot on a campus. This course will encompass all focal points of the degree and demonstrate a level of mastery sufficient for awarding of the degree (in accordance with other degree requirements). This course will consist of three parts: the planning & implementing phase, the defending & attacking phase, and the infrastructure assessing phase.","0190-5848","978-1-4244-4715-2","978-1-4244-4714-5","10.1109/FIE.2009.5350409","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5350409","Capstone;Information Assurance;Security;VMWare","Computer science;Continuing education;Distance learning;Educational institutions;Foot;Information security;Information technology;Jacobian matrices;Network servers;Switches","distance learning;security of data","attacking phase;defending phase;distance education;implementation;information assurance;infrastructure assessing phase;planning;security capstone course","","3","","2","","","18-21 Oct. 2009","","IEEE","IEEE Conference Publications"
"Efficient Clustering Approach for Intrusion Detection in Ad Hoc Networks","Samad, K.; Ahmed, E.; Mahmood, W.; Sharif, K.; Chaudhry, A.A.","NUST Inst. of Inf. Technol., Rawalpindi","Engineering Sciences and Technology, 2005. SCONEST 2005. Student Conference on","20071112","2005","","","1","6","Mobile ad-hoc networks (MANETs) are temporary wireless networks useful in emergency rescue services, battlefields operations, mobile conferencing and a variety of other useful applications. Due to dynamic nature and lack of centralized monitoring points, these networks are highly vulnerable to attacks. Intrusion detection systems (IDS) provide audit and monitoring capabilities that offer the local security to a node and help to perceive the specific trust level of other nodes. We take benefit of the clustering concept in MANETs for the effective communication between nodes, where each cluster involves a number of member nodes and is managed by a cluster-head. It can be taken as an advantage in these battery and memory constrained networks for the purpose of intrusion detection, by separating tasks for the head and member nodes, at the same time providing opportunity for launching collaborative detection approach. The clustering schemes are generally used for the routing purposes to enhance the route efficiency. However, the effect of change of a cluster tends to change the route; thus degrades the performance. This paper presents a low-overhead clustering algorithm for the benefit of detecting intrusion rather than efficient routing. It also discusses the intrusion detection techniques with the help of this simplified clustering scheme.","","978-0-7803-9442-1","978-0-7803-9442-1","10.1109/SCONEST.2005.4382879","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4382879","Ad hoc networks;clustering scheme;election process;intrusion detection","Ad hoc networks;Batteries;Collaboration;Communication effectiveness;Communication system security;Degradation;Intrusion detection;Monitoring;Routing;Wireless networks","ad hoc networks;mobile radio;telecommunication network routing;telecommunication security;telecommunication services","MANET;collaborative detection approach;emergency rescue services;intrusion detection systems;mobile ad hoc networks;overhead clustering algorithm;route efficiency;wireless networks","","2","","11","","","27-27 Aug. 2005","","IEEE","IEEE Conference Publications"
"Systematic Mining of Associated Server Herds for Malware Campaign Discovery","Jialong Zhang; Saha, S.; Guofei Gu; Sung-Ju Lee; Mellia, M.","","Distributed Computing Systems (ICDCS), 2015 IEEE 35th International Conference on","20150723","2015","","","630","641","HTTP is a popular channel for malware to communicate with malicious servers (e.g., Command & Control, drive-by download, drop-zone), as well as to attack benign servers. By utilizing HTTP requests, malware easily disguises itself under a large amount of benign HTTP traffic. Thus, identifying malicious HTTP activities is challenging. We leverage an insight that cyber criminals are increasingly using dynamic malicious infrastructures with multiple servers to be efficient and anonymous in (i) malware distribution (using redirectors and exploit servers), (ii) control (using C&C servers) and (iii) monetization (using payment servers), and (iv) being robust against server takedowns (using multiple backups for each type of servers). Instead of focusing on detecting individual malicious domains, we propose a complementary approach to identify a group of closely related servers that are potentially involved in the same malware campaign, which we term as Associated Server Herd (ASH). Our solution, SMASH (Systematic Mining of Associated Server Herds), utilizes an unsupervised framework to infer malware ASHs by systematically mining the relations among all servers from multiple dimensions. We build a prototype system of SMASH and evaluate it with traces from a large ISP. The result shows that SMASH successfully infers a large number of previously undetected malicious servers and possible zero-day attacks, with low false positives. We believe the inferred ASHs provide a better global view of the attack campaign that may not be easily captured by detecting only individual servers.","1063-6927","","","10.1109/ICDCS.2015.70","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7164948","","Ash;Communities;IP networks;Malware;Robustness;Servers;Silicon","data mining;hypermedia;invasive software;network servers","HTTP requests;HTTP traffic;ISP;SMASH;cyber criminals;dynamic malicious infrastructures;malicious HTTP activities;malware campaign discovery;malware distribution;systematic mining of associated server herds;undetected malicious servers;zero-day attacks","","0","","31","","","June 29 2015-July 2 2015","","IEEE","IEEE Conference Publications"
"Research and Design for Intrusion Detection System with Hybrid Detector and Apriori Algorithm","Duanyang Zhao; Qingxiang Xu; Zhilin Feng","Zhijiang Coll., Zhejiang Univ. of Technol., Hangzhou, China","e-Business and Information System Security (EBISS), 2010 2nd International Conference on","20100527","2010","","","1","4","Network and host Intrusion Detection Systems (IDS) have become a standard component in security infrastructures. As the action of intrusion represents variable, complicated, and uncertainty characteristic, they face so many problems to resolve for intrusion detection. Each approach has its strengths and weaknesses. We propose a hybrid IDS, which combines network and host IDS, with anomaly and misuse detection mode, utilizes auditing programs to extract an extensive set of features that describe each network connection or host session, and applies data mining programs to learn rules that accurately capture the behavior of intrusions and normal activities. We use an association rule to track all relevant data dependency rule sets for different access roles using a hierarchical structure. We identify malicious transactions from the transaction logs in the database using the data dependency rule sets. These rule sets are continuously updated and stored in a repository. The optimized algorithm actually improves the performance of IDS. Our approach is shown to reduce data access bottlenecks, and ensures minimal manual intervention for maintaining a secure database.","","978-1-4244-5893-6","978-1-4244-5895-0","10.1109/EBISS.2010.5473646","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5473646","","Algorithm design and analysis;Computer science;Content addressable storage;Data analysis;Data mining;Data security;Detectors;Educational institutions;Intrusion detection;Transaction databases","data mining;design;security of data","anomaly detection mode;apriori algorithm;association rule;data mining programs;hybrid detector;intrusion detection system;misuse detection mode;security infrastructures","","1","","6","","","22-23 May 2010","","IEEE","IEEE Conference Publications"
