"http://ieeexplore.ieee.org.ezproxy.rit.edu/search/searchresult.jsp?download-format=download-csv&ar=7036781,5497832,5421839,6735407,6736855,6884906,4682299,6725331,5678024,5654816,6686354,4599219,1666486,4736909,5138016,6498376,1541543,7253748,5635232,6016798,5367708,5671039,1625689,6040856,1429933,6161622,4021111,1210028,4420221,6655707,6756016,4976790,797905,6201922,5633852,5721046,7148345,1691928,6769676,1659471,6246102,7166110,7065579,4086884,6632070,4808902,5234325,5474773,5582691,5770397,1194965,5360137,5541362,5474252,1644158,4795984,6024113,4554452,5665189,6926557,5513939,6179178,5679451,4725663,4021241,4579536,4287780,1435744,5402616,4344661,5633851,1614797,5376626,6011481,7170604,5305874,4288876,1547612,4529460,4699962,7208973,4663387,4675279,5438075,4289875,6770189,7288796,1215651,1226838,5228172,6893417,5716416,1687642,6075142,1684924,4624490,4288867,4344507,5260848,5169029",2015/11/20 16:22:38
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Cross-domain situational awareness and collaborative working for cyber security","Hall, M.J.; Hansen, D.D.; Jones, K.","TX5, Airbus Group Innovations, Newport, UK","Cyber Situational Awareness, Data Analytics and Assessment (CyberSA), 2015 International Conference on","20150727","2015","","","1","8","Enhancing situational awareness is a major goal for organisations spanning many sectors, working across many domains. An increased awareness of the state of environments enables improved decision-making. Endsley's model of situational awareness has improved the understanding for the design of decision-support systems. This paper presents and discusses a theoretical model to extend this to cross-domain working to influence the design of future collaborative systems. A use-case is discussed within a military context of the use of this model for cross-domain working between an operational-domain and cyber security-domain.","","","","10.1109/CyberSA.2015.7166110","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7166110","Collaboration;Cross Domain;Cyber Security;Situational Awareness","Aerodynamics;Collaboration;Context;Decision making;Feeds;Malware","decision making;decision support systems;groupware;security of data","collaborative working;cross-domain situational awareness;cyber security-domain;decision-support systems;future collaborative systems;improved decision-making;operational-domain","","0","","33","","","8-9 June 2015","","IEEE","IEEE Conference Publications"
"A Review on Intrusion Detection Techniques and Intrusion Detection Systems in MANETs","Chakravarthi, S.S.; Veluru, S.","Dept. of Inf. Technol., Sree Vidyanikethan Eng. Coll., Tirupati, India","Computational Intelligence and Communication Networks (CICN), 2014 International Conference on","20150326","2014","","","730","737","Over past few years, among wireless technologies, MANETs has become one of the most important and effective area in extending research capabilities. A great array of scope is lying as platform for research scholars as MANETs are vulnerable to attacks because of their high volatility in location and motion. Protocols assume that no malicious intruder node is present, which impacts all the layers by some means, chiefly, the network layer. This paper is a brief review on such attacks whose focus is on degrading MANETs efficiency. It extends in apprising well identified intrusion detection and detection techniques for wide range of attacks. Also, a comprehensive study is carried on the said area to forecast and explore on futuristic research areas. The findings of this review should provide useful insights into the current IDS literature and be a good source for anyone who is interested in the approaches to intrusion detection techniques and systems.","","978-1-4799-6928-9","","10.1109/CICN.2014.159","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7065579","Computational intelligence IDS;IDS;Intrusion detection;MANETS;Mobile ad-hoc networks;Prevention mechanisms;Review;Securing ad-hoc networks;Shield mechanisms;Survey","Ad hoc networks;Computational modeling;Intrusion detection;Mobile computing;Monitoring;Routing;Routing protocols","mobile ad hoc networks;protocols;reviews;telecommunication security","IDS;MANET;intrusion detection technique;mobile ad hoc network;protocol;wireless technology","","0","","66","","","14-16 Nov. 2014","","IEEE","IEEE Conference Publications"
"Monitoring Mobile Device Vitals for Effective Reporting (ER)","Ransbottom, J.Scot; Jacoby, G.A.","Dept. of Electr. Eng. & Comput. Sci., United States Military Acad., West Point, NY","Military Communications Conference, 2006. MILCOM 2006. IEEE","20070212","2006","","","1","7","This paper outlines how to proactively screen the health of a corporate network and perform first aid by systematically monitoring vital signs of mobile devices within the network. The first contribution is the set of vital signs consisting of event activities such as registry content changes, active processes, open ports, power usage thresholds, and power signatures (using the Battery-based intrusion detection system) to detect and prevent system intrusions. These vital signs are periodically reported back to a monitor using agents we designed for effective reporting (ER). These ER agents are installed in hosts and routers throughout the network. To minimize communications overhead, we achieve a size reduction of the raw, XML health reports by over 98% in a short-list, delta-set update. As a result, a 1.07 MB update was reduced to only 3,756 B. These updates are received by the ER monitor(s) and analyzed using existing intrusion detection and prevention systems providing a means to diagnose and isolate potential health hazards within the network that are not perceptible to individual devices","","1-4244-0617-X","1-4244-0618-8","10.1109/MILCOM.2006.302338","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4086884","","Communication system security;Computer networks;Computerized monitoring;Erbium;Information security;Intrusion detection;Military computing;Mobile communication;Mobile computing;Protection","intranets;mobile agents;mobile radio;monitoring;telecommunication security","ER agents;corporate network;effective reporting;health hazards;mobile device monitoring","","0","","10","","","23-25 Oct. 2006","","IEEE","IEEE Conference Publications"
"A clustering-based method for intrusion detection in web servers","Pereira, H.; Jamhour, E.","PPGIA, Pontifical Catholic Univ. of Parana - PUCPR, Curitiba, Brazil","Telecommunications (ICT), 2013 20th International Conference on","20131017","2013","","","1","5","Today, intrusion detection systems (IDS) are indispensable to protect environments that provide information via Internet. In the present trend of self-organizing and self-protecting system, a special type of IDS that operates by non-supervised learning is an interesting approach. This type of IDS is able to extract models of behavior of the environment without the need of prior knowledge about attacks or signatures. One of the techniques used to create such models is data clustering, where patterns of data access are collected and grouped to create IDS rules. In this paper we focus on the development of a non-supervised IDS for protecting Web servers from attacks using malicious HTTP access patterns. We propose a heuristic method for assigning labels to groups considering simultaneously the source and the content of the HTTP requests. The proposed method is completely self-organized, and does not require configuration or signature updates to prepare the IDS to detect new forms of attacks. Our evaluation shows that the proposed method yield fewer false positive alerts when compared to similar non-supervised methods in the literature.","","978-1-4673-6425-6","","10.1109/ICTEL.2013.6632070","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6632070","Intrusion detection;anomaly-based detection;clustering;security","Clustering algorithms;Indexes;Intrusion detection;Measurement;Training;Web servers","Internet;file servers;learning (artificial intelligence);security of data;self-adjusting systems;statistical analysis;transport protocols","HTTP access patterns;clustering-based method;data clustering;heuristic method;intrusion detection systems;nonsupervised IDS;nonsupervised learning;protecting Web servers;self-organizing system;self-protecting system;web servers","","0","","19","","","6-8 May 2013","","IEEE","IEEE Conference Publications"
"A case study on host based data analysis & cyber criminal profiling in Honeynets","Bhatia, J.S.; Sehgal, R.; Bharat Bhushan; Kaur, H.","CDAC-Mohali, Mohali","Communication Systems and Networks and Workshops, 2009. COMSNETS 2009. First International","20090331","2009","","","1","2","The single detection component of Honeynet i.e. Snort is not sufficient to reasonably classify the total Honeynet malicious domain. The critical issue is the realization of detection layers for enhanced analysis of cyber threats. This paper presents significance & results obtained following integration of host layer in the form of open source HIDS (Host based Intrusion Detection System) to already existing network layer i.e. Snort in Gen 3 Honeynet architecture. The investigation is further carried out to extract the intelligence from the enhanced Honeynet system. The resultant Honeynet system enables the forensic profiling of the cyber criminal through the retrieval of critical parameters from Honeynet database. The various attributes for profile generation have been clearly indicated in terms of the Honeynet database key fields to establish a characteristic model of the attacker.","","978-1-4244-2912-7","978-1-4244-2913-4","10.1109/COMSNETS.2009.4808902","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4808902","","Assembly;Availability;Character generation;Computer aided software engineering;Data analysis;Deductive databases;Forensics;Information retrieval;Intrusion detection;Visualization","computer crime;data analysis","Gen 3 Honeynet architecture;Honeynet database;Honeynet malicious domain;Snort intrusion detection system;cyber criminal profiling;cyber threat analysis;host-based data analysis;open source HIDS","","0","","3","","","5-10 Jan. 2009","","IEEE","IEEE Conference Publications"
"A Weight-Based Symptom Correlation Approach to SQL Injection Attacks","Ficco, M.; Coppolino, Luigi; Romano, L.","Lab. ITeM "C. Savy", Consorzio Interuniversitario Naz. per l''lnformatica (CINI), Naples, Italy","Dependable Computing, 2009. LADC '09. Fourth Latin-American Symposium on","20090911","2009","","","9","16","Web applications are vulnerable to a variety of new security threats. SQL injection attacks (SQLIAs) are one of the most significant of such threats. Researchers have proposed a wide variety of anomaly detection techniques to address SQLIAs, but all existing solutions have limitations in terms of effectiveness and practicality. %In particular, We claim that the main cause of such limitations is reliance on a single detection model and/or on information generated by a single source. Correlation of information from diverse sources has been proven to be an effective approach for improving detection performance, i.e. reducing both the rate of false positives and the percentage of undetected intrusions. In order to do so, we collect symptoms of attacks against web-based applications at different architectural layers, and correlate them via a systematic approach that applies a number of different anomaly detection models to combine data from multiple feeds, which are located in different locations within the system, and convey information which is diverse in nature. Preliminary experimental results show that, by rearranging alerts based on knowledge about the ability of individual security probes of spotting a specific malicious action, the proposed approach does indeed reduce false positives rates and increase the detection coverage.","","978-1-4244-4678-0","978-0-7695-3760-3","10.1109/LADC.2009.14","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5234325","Anomaly Detection;Correlation;Information Diversity;Intrusion Detection;SQL Injection Attacks","Cryptography;Data security;Encapsulation;Encoding;Feeds;Information resources;Information security;Intrusion detection;Laboratories;Probes","security of data","Web applications;false positives;individual security probes;security threats;single detection model;specific malicious action;symptom correlation approach;undetected intrusions;weight-based symptom correlation approach","","3","","24","","","1-4 Sept. 2009","","IEEE","IEEE Conference Publications"
"A Novel Cross Layer Intrusion Detection System in MANET","Shrestha, R.; Kyong-Heon Han; Dong-You Choi; Seung-Jo Han","Dept. of Inf. & Commun. Eng., Chosun Univ., Gwangju, South Korea","Advanced Information Networking and Applications (AINA), 2010 24th IEEE International Conference on","20100601","2010","","","647","654","Intrusion detection System forms a vital component of internet security. To keep pace with the growing trends, there is a critical need to replace single layer detection technology with multi layer detection. Different types of Denial of Service (DoS) attacks thwart authorized users from gaining access to the networks and we tried to detect as well as alleviate some of those attacks. In this paper, we have proposed a novel cross layer intrusion detection architecture to discover the malicious nodes and different types of DoS attacks by exploiting the information available across different layers of protocol stack in order to improve the accuracy of detection. We have used cooperative anomaly intrusion detection with data mining technique to enhance the proposed architecture. We have implemented fixed width clustering algorithm for efficient detection of the anomalies in the MANET traffic and also generated different types of attacks in the network. The simulation of the proposed architecture is performed in OPNET simulator and we got the result as we expected.","1550-445X","978-1-4244-6695-5","","10.1109/AINA.2010.52","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5474773","AODV;Cross layer;DoS;IDS;MANET","Access protocols;Clustering algorithms;Computer crime;Cross layer design;Data mining;Internet;Intrusion detection;Mobile ad hoc networks;Telecommunication traffic;Traffic control","Internet;ad hoc networks;computer network security;data mining;mobile communication","DoS attacks;Internet security;MANET;OPNET simulator;cooperative anomaly intrusion detection;cross layer intrusion detection system;data mining;denial of service;malicious nodes;multi layer detection;protocol stack","","5","","21","","","20-23 April 2010","","IEEE","IEEE Conference Publications"
"Research and improvement on ID3 algorithm in intrusion detection system","Guangqun Zhai; Chunyan Liu","Sch. of Inf. Eng., Zhengzhou Univ., Zhengzhou, China","Natural Computation (ICNC), 2010 Sixth International Conference on","20100923","2010","6","","3217","3220","ID3 algorithm was a classic classification of data mining. It always selected the attribute with many values. The attribute with many values wasn't the correct one, and it always created wrong classification. In the application of intrusion detection system, it would created fault alarm and omission alarm. To this fault, an improved decision tree algorithm was proposed. Though improvement of information gain formula, the correct attribute would be got. The decision tree was created after the data collected classified correctly. The tree would be not high and has a few of branches. The rule set would be got based on the decision tree. Experimental results showed the effectiveness of the algorithm, false alarm rate and omission rate decreased, increasing the detection rate and reducing the space consumption.","","978-1-4244-5958-2","","10.1109/ICNC.2010.5582691","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5582691","ID3 algorithm;information entropy;information gain;intrusion detection;rule","Algorithm design and analysis;Classification algorithms;Classification tree analysis;Data analysis;Information entropy;Intrusion detection","data mining;decision trees;security of data","ID3 algorithm;data mining;decision tree algorithm;intrusion detection system","","0","","9","","","10-12 Aug. 2010","","IEEE","IEEE Conference Publications"
"A Dynamic Core Grouping Approach to Improve Raw Architecture Many-core Processor Performance","Zhitao Wan","","Parallel Computing in Electrical Engineering (PARELEC), 2011 6th International Symposium on","20110519","2011","","","31","35","The ongoing move of hardware platforms to many-core processor challenges the traditional software design methodology. It is critical to develop new programming paradigms and efficient ways to port legacy applications. This paper analyzed a typical packet processing application and also the cache hierarchy and behavior of Raw architecture many-core processor. It presented an easy to implement run-time dynamic core grouping approach to improve the system performance. This approach reduced the cache swap latency by grouping neighbor cores attached to the mesh network. It optimized the scale of group by experimental data got beforehand. The test results showed this approach can improve the Deep Packet Inspection (DPI) system performance around 10% with very minor code change.","","978-1-4577-0078-1","978-0-7695-4397-0","10.1109/PARELEC.2011.30","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5770397","Core Grouping;Deep Packet Inspection;Many-core Processor;Packet Processing","Computer architecture;Hardware;Inspection;Mesh networks;System performance;Throughput;Tiles","multiprocessing systems;parallel architectures;performance evaluation","cache hierarchy;deep packet inspection system;hardware platforms;legacy applications;packet processing application;programming paradigms;raw architecture many-core processor performance;run-time dynamic core grouping approach;software design methodology","","0","","6","","","3-7 April 2011","","IEEE","IEEE Conference Publications"
"LLSIM: network simulation for correlation and response testing","Haines, J.W.; Goulet, S.T.; Durst, R.S.; Champion, T.G.","Lincoln Lab., MIT, Lexington, MA, USA","DARPA Information Survivability Conference and Exposition, 2003. Proceedings","20030422","2003","2","","196","201 vol.2","LLSIM is an easily configurable network simulator that can produce a wide variety of data sets without expensive testbeds. These data sets are useful for researchers who are developing general-purpose correlation and response systems. LLSim is a Java-based event-driven simulator consisting of user-configurable core models of networks and hosts with network and host events. Several event generators and models of several intrusion detection sensors were developed On a typical PC workstation, LLSim can emulate arbitrary networks with hundreds of nodes and communication links, and can accurately simulate hundreds of intrusion detection sensors operating in these environments. It can also help researchers evaluate the effectiveness of simple response actions such as altering network firewall policies in response to an attack LLSim has been used to produce datasets used in the DARPA Cyber Panel program.","","0-7695-1897-4","","10.1109/DISCEX.2003.1194965","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1194965","","Automatic testing;Discrete event simulation;Force measurement;Intrusion detection;Java;Laboratories;Sensor systems;System testing;Traffic control;Workstations","Java;computer networks;digital simulation;security of data;telecommunication computing;virtual machines","DARPA Cyber Panel program;Java-based event-driven simulator;LLSIM;PC workstation;arbitrary networks;communication links;configurable network simulator;correlation testing;data sets;datasets;event generators;general-purpose correlation systems;intrusion detection sensors;network firewall policies;network simulation;response systems;response testing;simple response actions;user-configurable core models","","0","","12","","","22-24 April 2003","","IEEE","IEEE Conference Publications"
"Establishing an Efficient and Searchable Encrypted Log Using Record Authenticator","Sabbaghi, A.; Mahmoudi, F.","Dept. of Electr., Comput. & IT Eng., Azad Univ., Qazvin, Iran","Computer Technology and Development, 2009. ICCTD '09. International Conference on","20091228","2009","2","","206","211","Audit logs are very important part of any secure system and should be highly considered. The content of them which is past events is so sensitive and poses a threat to privacy and information security, so should be protected against any illegal reading and modification. The best way to do this is encryption. Important challenges in an encrypted audit log are speed of log and search process, correctness and semantic of search results and log size. In this paper a novel algorithm in order to build a secure searchable encrypted audit log by generating a record authenticator is presented. SQL command keywords along with their places, form record authenticator. Our new algorithm brings remarkable advantages such as: fast and high accurate search without decrypting any record, fast logging process, keeping tamper resistance of the log, decreasing log size and improving the correctness of search results by recognizing all irrelevant records in search time.","","978-0-7695-3892-1","","10.1109/ICCTD.2009.228","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5360137","Audit Log;Privacy;Security","Computer security;Cryptography;Data security;Databases;Electric resistance;Information security;Intrusion detection;Power system protection;Privacy;Software systems","SQL;auditing;cryptography;records management","SQL command keywords;illegal modification;illegal reading;information security;record authenticator;secure searchable encrypted audit log;secure system","","0","","10","","","13-15 Nov. 2009","","IEEE","IEEE Conference Publications"
"A novel intrusion detection method based on conjugate gradient neural network","Weichun Huang; Lijuan Ju","East China Jiao Tong Univ., Nanchang, China","Computer Design and Applications (ICCDA), 2010 International Conference on","20100809","2010","2","","V2-470","V2-472","With the explosive growth of network information, people access to informationa and share resources through the network more conviently. Network has thus become the most colorful virtual world constructed by human. Although the network has brought great benefits to our society, it also suffers from many kinds of attacks. With the extension of the network, security problems are concerned by more and more people. people are eager to require a comprehensive, complete, reliable security solution program to guarantee that the activities carried out on the Web without any interference. Some algorithms that has applied to intrusion detection may alleviate this problem, but the large effect is not obvious. In this paper we propose a novel intrusion detection method based on conjugate gradient algorithm and it effectively improves the detection efficiency and fault-tolerance, so that some insecurity on the network in time can be detected.","","978-1-4244-7164-5","978-1-4244-7164-5","10.1109/ICCDA.2010.5541362","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5541362","Conjugate Gradient;fault-tolerance;intrusion detection;network information","Banking;Computer networks;Explosives;Fault detection;Fault tolerance;Humans;Information security;Interference;Intrusion detection;Neural networks","Internet;conjugate gradient methods;neural nets;security of data","Internet;conjugate gradient neural network;intrusion detection method;reliable security solution program","","0","","9","","","25-27 June 2010","","IEEE","IEEE Conference Publications"
"Research Intrusion Detection Techniques from the Perspective of Machine Learning","Liu Hui; Cao Yonghui","Sch. of Comput. & Inf. Technol., Henan Normal Univ., Xinxiang, China","Multimedia and Information Technology (MMIT), 2010 Second International Conference on","20100601","2010","1","","166","168","With the rapid development of the Internet services and the fast increasing of intrusion problems, the traditional intrusion detection methods cannot work well with the more and more complicated intrusions. So introducing machine learning into intrusion detection systems to improve the performance has become one of the major concerns in the research of intrusion detection. Intrusion detection systems were proposed to complement prevention-based security measures. In this paper, we first introduces the basic structure of the intrusion detection system, then analysis intrusion Detection Techniques Based on Machine Learning Method, including the Bayesian based method, the neural network based method, the data mining based method and the SVM based method.","","978-0-7695-4008-5","978-1-4244-6602-3","10.1109/MMIT.2010.161","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5474252","","Bayesian methods;Data mining;Data security;Information technology;Intrusion detection;Learning systems;Machine learning;Neural networks;Support vector machines;Web and internet services","Bayes methods;Internet;data mining;learning (artificial intelligence);neural nets;security of data;support vector machines","Bayesian based method;Internet services;SVM based method;data mining based method;intrusion detection techniques;machine learning;neural network based method;prevention based security measures","","4","","15","","","24-25 April 2010","","IEEE","IEEE Conference Publications"
"Secure Mobile and Wireless Communication Services for Collaborative Virtual Gaming","Akhgar, B.; Meyer, N.; Tuisku, M.; Garcia, J.A.; Cecchi, M.; Colin, J.-N.","Sheffield Hallam University (UK)","Collaborative Technologies and Systems, 2006. CTS 2006. International Symposium on","20060626","2006","","","363","369","The paper reports on the current research activities and innovations provisioning secure ICT services. The identified research challenges and roadmap represent a significant step towards the development of global federated security services for the Web, Grid and particularly for future Mobile and Wireless communication (ICT platforms). The overall aim of the research is to provide seamless traversal to access distributed resources in the heterogeneous Web, Grid, and particularly Mobile and Wireless spaces. Furthermore, in order to consider the value and usefulness of the Trust-ME framework its strategic impact is assessed in terms of its proposed application to real world integrated scenario in a collaborative virtual gaming.","","0-9785699-0-3","","10.1109/CTS.2006.61","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1644158","","Collaboration;Communication system security;Identity management systems;Information technology;Innovation management;Project management;Sun;Technological innovation;Telecommunications;Wireless communication","","","","0","","9","","","14-17 May 2006","","IEEE","IEEE Conference Publications"
"RIDS: An Instant Approach to Network Intrusion Detection and Prevention","Ahmed, M.; Pal, R.; Hossain, M.M.; Hasan, K.; Bikas, A.N.","Dept. of Comput. Sci. & Eng., Shahjalal Univ. of Sci. & Technol., Sylhet","Electronic Computer Technology, 2009 International Conference on","20090227","2009","","","362","365","With the progression of time, we have been blessed with the gifts of science. Computer networks are one of those gifts. But as the network proceeded, intrusions and misuses followed. Consequently, network security has come to the fore front and has become one of the most important issues. Now-a-days intrusion detection systems have become a standard component in security infrastructures. Intrusions typically start with intruders infiltrating a network through a vulnerable host and after that approaching for further malicious attacks. The techniques used for intrusion detection have their particular problems. Any of the intrusion detection systems proposed so far is not completely flawless. So, the quest for betterment continues. In this progression, here we present RIDS: a complete intrusion detection system which reduces most of the problems contained by the previous systems. This system generates instant responses against intrusions and stops the intruder to proceed for further attacks.","","978-0-7695-3559-3","","10.1109/ICECT.2009.128","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4795984","Intrusion Detection System;Intrusion Prevention;Knowledge Based IDS;Trust Issue","Centralized control;Computer networks;Computer science;Control systems;Intrusion detection;Peer to peer computing;Real time systems","computer networks;security of data","RIDS;computer networks;malicious attacks;network intrusion detection;network intrusion prevention;network security","","0","","10","","","20-22 Feb. 2009","","IEEE","IEEE Conference Publications"
"Improved algorithm of ontology mapping based on semantic Web","Lihua Zhang; Gaoyuan Liu; Xinfa Dong","Pingdingshan Financial Sch., Pingdingshan, China","Electronic and Mechanical Engineering and Information Technology (EMEIT), 2011 International Conference on","20110919","2011","9","","4802","4804","This paper analyzes the two existing problems in ontology matching algorithm based on semantic Web. It presents a new algorithm, which uses ontology matching based on virtual document to retrieval synset in the WordNet, and changes a single concept used by ontology searching into a concept set, so it can enlarge searching scope and obtain more background ontology. It uses dynamic ontology matching based on semantic environment to exclude wrong background ontology, so it can get more precision in ontology collecting. Experimental result shows precision and recall of matching improved effectively by using the improved algorithm.","","978-1-61284-087-1","","10.1109/EMEIT.2011.6024113","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6024113","mapping;ontology;semantic Web","Algorithm design and analysis;Heuristic algorithms;Ontologies;Semantic Web;Semantics;Vocabulary","document handling;information retrieval;ontologies (artificial intelligence);semantic Web","WordNet;background ontology;ontology mapping;ontology matching algorithm;ontology searching;retrieval synset;semantic Web;virtual document","","0","","14","","","12-14 Aug. 2011","","IEEE","IEEE Conference Publications"
"Performance engineering of replica voting protocols for high assurance data collection systems","Ravindran, K.; Wu, J.; Rabby, M.; Kwiat, K.A.; Sabbir, A.","City Univ. of New York, New York, NY","Communication Systems Software and Middleware and Workshops, 2008. COMSWARE 2008. 3rd International Conference on","20080627","2008","","","424","433","Real-time data collection in a distributed embedded system requires dealing with failures such as data corruptions by malicious devices and arbitrary message delays in the network. Replication of data collection devices is employed to deal with such failures, with voting among the replica devices to move a correct data to the end-user. Here, the data being voted upon can be large-sized and/or take long time to be compiled (such as images in a terrain surveillance system and transaction histories in an intrusion detection system). The goal of our paper is to engineer the voting protocols to achieve good performance while meeting the reliability requirements of data delivery in a high assurance setting. The performance metrics are the data transfer efficiency (DTE) and the time-to-complete a data delivery (TTC). DTE captures the network bandwidth wasted and/or the energy drain in wireless-connected devices; whereas, TTC depicts the degradation in user-level QoS due to delayed and/or missed data deliveries. So, improving both DTE and TTC is a goal of our performance engineering exercise. Our protocol-level optimizations focus on reducing: i) the movement of user-level data between voters, ii) the number of voting actions/messages generated, and iii) the latency caused by the voting itself. The paper describes these optimizations, along with the experimental results from a prototype voting system.","","978-1-4244-1796-4","978-1-4244-1797-1","10.1109/COMSWA.2008.4554452","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4554452","","Data engineering;Embedded system;History;Intrusion detection;Power engineering and energy;Protocols;Real time systems;Reliability engineering;Surveillance;Voting","distributed processing;embedded systems;optimisation;protocols;quality of service;telecommunication network reliability","data transfer efficiency;distributed embedded system;high assurance data collection systems;network bandwidth;performance engineering;protocol-level optimizations;reliability requirements;replica voting protocols;time-to-complete metric;user-level QoS;wireless-connected devices","","3","","11","","","6-10 Jan. 2008","","IEEE","IEEE Conference Publications"
"Program","","","Communications and Information Technologies (ISCIT), 2010 International Symposium on","20101210","2010","","","1","35","Provides a schedule of conference events and a listing of which papers were presented in each session.","","978-1-4244-7007-5","978-1-4244-7009-9","10.1109/ISCIT.2010.5665189","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5665189","","","","","","0","","","","","26-29 Oct. 2010","","IEEE","IEEE Conference Publications"
"Polymorphic worms signature extraction based-on improved ant colony algorithm","Wan YuWen; You JinXin; Guo Fan; Xu ShuFang","Coll. of Comput. Inf. & Eng., Jiangxi Normal Univ., Nanchang, China","Computer Science & Education (ICCSE), 2014 9th International Conference on","20141016","2014","","","723","727","Polymorphic worm signature extraction is a critical part of signature-based intrusion detection. Since the classical Hierarchical Multi-Sequence Alignment(HMSA) algorithm has bad time performance in extracting signatures when multiple sequences alignment was used and the extracted signatures were not precise enough, a new method called antMSA was proposed base on the improved ant optimal algorithm. The search strategy of the ant group was improved and introduced to the Contiguous Matches Encouraging Needleman-Wunsch(CMENW) algorithm to get a better solution quickly in global range by using the rapid convergence ability of the ant colony algorithm. The signature fragments were extracted and converted into the standard rules of the intrusion detection systems for subsequence defense. The experimental results show that the new method solves the stagnation problems of the classical ant optimal algorithm, and reduces the false positive rate and the false negative rate.","","978-1-4799-2949-8","","10.1109/ICCSE.2014.6926557","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6926557","ant colony algorithm;intrusion detection;polymorphic worms;sequence alignment;signature extraction","Computers;Grippers;Indexes","ant colony optimisation;digital signatures;invasive software","CMENW algorithm;HMSA algorithm;antMSA;contiguous matches encouraging Needleman-Wunsch algorithm;false negative rate;false positive rate;hierarchical multisequence alignment algorithm;improved ant colony algorithm;optimal algorithm;polymorphic worm signature extraction;signature-based intrusion detection system","","0","","7","","","22-24 Aug. 2014","","IEEE","IEEE Conference Publications"
"Anomaly Detection Using Higher-Order Feature","Xiang Cheng; Yuan-Chun Xu; Yi-Lai Zhang; Bing-Xiang Liu","Jingdezhen Ceramic Inst., Inf. Eng. Inst., Jingdezhen, China","Information and Computing (ICIC), 2010 Third International Conference on","20100723","2010","3","","131","134","Learning-based anomaly detection method is often subject to inaccuracies due to noise, small sample size, bad choice of parameter for the estimator, etc. We propose a novel method using higher-order feature, based on the sequence nonparametric test to assess the reliability of the estimation. The method allows an expert to discover informative features for separation of normal and attack instances. We performed experiments on the KDD Cup dataset. The results show that method reveals the nature of attacks. Application of the method yields a major improvement of detection accuracy.","","978-1-4244-7081-5","978-1-4244-7082-2","10.1109/ICIC.2010.217","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5513939","KDD Cup dataset;anomaly detection;mutual information;sequence nonparametric test","Ceramics;Computer vision;Entropy;Information analysis;Information theory;Mutual information;Parameter estimation;Random variables;Reliability engineering;Testing","learning (artificial intelligence);security of data","anomaly detection;higher order feature;informative feature discovery;sequence nonparametric test","","0","","9","","","4-6 June 2010","","IEEE","IEEE Conference Publications"
