http://ieeexplore.ieee.org.ezproxy.rit.edu/search/searchresult.jsp?bulkSetSize=2000&download-format=download-csv&refinements%3D4291944822%2C4291944246%26ranges%3D1998_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28%28.QT.minutes.QT.%29+AND+.QT.Intrusion+detection+system.QT.%29,11/22/2015 19:09,"((""minutes"") AND ""Intrusion detection system"")",IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,,
Industrial control systems security: What is happening?,"Krotofil, M.; Gollmann, D.","Inst. for Security in Distrib. Applic., Hamburg Univ. of Technol., Hamburg, Germany","Industrial Informatics (INDIN), 2013 11th IEEE International Conference on",20131010,2013,,,670,675,"Increasing awareness of ICS security issues has brought about a growing body of work in this area, including pioneering contributions based on realistic control system logs and network traces. This paper surveys the state of the art in ICS security research, including efforts of industrial researchers, highlighting the most interesting works. Research efforts are grouped into divergent areas, where we add “secure control” as a new category to capture security goals specific to control systems that differ from security goals in traditional IT systems.",,,,10.1109/INDIN.2013.6622964,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6622964,,Control systems;Integrated circuit modeling;Malware;Mathematical model;Process control;Protocols,computer network security;industrial control,ICS security issues;IT systems;control system logs;industrial control system security;network traces;security goals,,0,,58,,,29-31 July 2013,,IEEE,IEEE Conference Publications,,,
Machine self-learning applications in security systems,"Jotsov, V.S.","State Univ. for Libr. Studies & Inf. Technol. (SULSIT), Sofia, Bulgaria","Intelligent Data Acquisition and Advanced Computing Systems (IDAACS), 2011 IEEE 6th International Conference on",20111110,2011,2,,727,732,"A set of conflict resolution methods is investigated with the purpose to construct knowledge refinement and self-learning tools applicable in a wide range of security systems (SS). The introduction of ontologies simplifies the detection process and lowers the complexity of the machine learning procedures. Different conflict resolution ways lead to particular autonomous/intelligent applications in different types of SS. The proposed self-learning methods are combinable with other web/data mining, anomaly detection, statistical methods, and show new ways in the development of collective evolutionary systems.",,978-1-4577-1426-9,,10.1109/IDAACS.2011.6072866,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6072866,Agent;Conflict Resolution;Evolution;Intelligent System;Model;Ontology;Security System,Machine learning;Multiagent systems;Ontologies;Security;Software;Training,Internet;data mining;evolutionary computation;ontologies (artificial intelligence);security of data;statistical analysis;unsupervised learning,Web mining;anomaly detection;collective evolutionary systems;conflict resolution methods;data mining;detection process;knowledge refinement;machine learning procedures complexity;machine self-learning applications;ontology;security systems;self-learning methods;self-learning tools;statistical methods,,0,,7,,,15-17 Sept. 2011,,IEEE,IEEE Conference Publications,,,
Hidden features extraction using Independent Component Analysis for improved alert clustering,"Alhaj, T.A.; Zainal, A.; Siraj, M.M.","Inf. Assurance & Security Res. Group, Univ. Teknol. Malaysia, Skudai, Malaysia","Computer, Communications, and Control Technology (I4CT), 2015 International Conference on",20150827,2015,,,511,514,"Feature extraction plays an important role in reducing the computational complexity and increasing the accuracy. Independent Component Analysis (ICA) is an effective feature extraction technique for disclosing hidden factors that underlying mixed samples of random variable measurements. The computation basic of ICA presupposes the mutual statistical independent of the non-Gaussian source signals. In this paper, we apply ICA algorithm as hidden features extraction to enhance the alert clustering performance. We tested the ICA against k- means, EM and Hierarchies unsupervised clustering algorithms to find the optimal performance of the clustering. The experimental results show that ICA effectively improves clustering accuracy.",,,,10.1109/I4CT.2015.7219631,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7219631,,Accuracy;Clustering algorithms;Correlation;Covariance matrices;Feature extraction;Intrusion detection,computational complexity;feature extraction;independent component analysis;pattern clustering,ICA;alert clustering;computational complexity;hidden features extraction;independent component analysis;nonGaussian source signals;statistical independent,,0,,15,,,21-23 April 2015,,IEEE,IEEE Conference Publications,,,
Adaptive Multiagent System for Network Traffic Monitoring,"Rehak, M.; Pechoucek, Michal; Grill, Martin; Stiborek, J.; Bartos, K.; C&#x030C;eleda, P.","Czech Tech. Univ., Prague","Intelligent Systems, IEEE",20090527,2009,24,3,16,25,Individual anomaly-detection methods for monitoring computer network traffic have relatively high error rates. An agent-based trust-modeling system fuses anomaly data and progressively improves classification to achieve acceptable error rates.,1541-1672,,,10.1109/MIS.2009.42,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4983378,data mining;multiagent systems;network intrusion detection;trust,Adaptive systems;Aggregates;Data mining;Intelligent networks;Intrusion detection;Monitoring;Multiagent systems;Probes;Telecommunication traffic;Wireless application protocol,computer networks;error statistics;multi-agent systems;security of data;telecommunication traffic,adaptive multiagent system;anomaly data;anomaly-detection methods;computer network traffic monitoring;error rates;trust-modeling system,,6,1,9,,,May-June 2009,,IEEE,IEEE Journals & Magazines,,,
Resilient self-organizing overlay networks for security update delivery,"Jun Li; Reiher, P.L.; Popek, Gerald J.","Dept. of Comput. & Inf. Sci., Univ. of Oregon, Eugene, OR, USA","Selected Areas in Communications, IEEE Journal on",20040107,2004,22,1,189,202,"Rapid and widespread dissemination of security updates throughout the Internet will be invaluable for many purposes, including sending early-warning signals, updating certificate revocation lists, distributing new virus signatures, etc. Notifying a large number of machines securely, quickly, and reliably is challenging. Such a system must outpace the propagation of threats, handle complexities in a large-scale environment, deal with interruption attacks on dissemination, and also secure itself. Revere addresses these problems by building a large-scale, self-organizing, and resilient overlay network on top of the Internet. We discuss how to secure the dissemination procedure and the overlay network, considering possible attacks and countermeasures. We present experimental measurements of a prototype implementation of Revere gathered using a large-scale-oriented approach. These measurements suggest that Revere can deliver security updates at the required scale, speed and resiliency for a reasonable cost.",0733-8716,,,10.1109/JSAC.2003.818808,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1258125,,Broadcasting;Costs;IP networks;Information security;Internet;Large-scale systems;Power system security;Prototypes;Unicast;Velocity measurement,Internet;security of data;telecommunication security,Internet;Revere overlay network;certificate revocation list updates;dissemination procedure;early-warning signals;interruption attacks;resilient self-organizing overlay networks;secure network;security update delivery;virus signatures,,8,,26,,,Jan. 2004,,IEEE,IEEE Journals & Magazines,,,
SVSS: Intelligent video surveillance system for aircraft,"Thanthry, N.; Emmuadi, I.; Srikumar, A.; Namuduri, K.; Pendse, R.","Dept. of Electr. & Comput. Eng., Wichita State Univ., Wichita, KS, USA","Aerospace and Electronic Systems Magazine, IEEE",20091106,2009,24,10,23,29,"Safety and security are the most discussed topics in the aviation field. The latest security initiatives in the field of aviation propose the aircraft carriers to implement video surveillance within the aircraft at strategic locations. The current proposals allow the video surveillance data to be stored within the aircraft and monitored by one of the flight crew. The monitoring crew will be responsible for identifying the anomaly within the aircraft and take necessary preventive actions. With the introduction of additional technology within the aircraft, mere human perception may not be sufficient to make a decision. In this research work, the authors explore the possibility of implementing a smart video surveillance system (SVSS) within the aircraft that is tuned toward detecting the behavioral anomaly within the aircraft. The SVSS will generate security triggers when it detects an anomaly within the aircraft. These triggers could be combined with other triggers generated by different aircraft components (possible alarms from the flight crew, data traffic anomaly, or alarm generated by one of the avionics components) to provide a better understanding of the situation to the monitoring crew.",0885-8985,,,10.1109/MAES.2009.5317783,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5317783,,Aerospace electronics;Air traffic control;Aircraft;Data security;Humans;Intelligent systems;Monitoring;Proposals;Safety;Video surveillance,aerospace safety;avionics;security of data;video surveillance,SVSS;aircraft component;anomaly detection;aviation safety;flight crew;human perception;intelligent video surveillance system;smart video surveillance system;strategic location,,2,,13,,,Oct. 2009,,IEEE,IEEE Journals & Magazines,,,
Cossack: coordinated suppression of simultaneous attacks,"Papadopoulos, C.; Lindell, R.; Mehringer, J.; Hussain, A.; Govindan, R.",,"DARPA Information Survivability Conference and Exposition, 2003. Proceedings",20030422,2003,1,,2,13 vol.1,"DDoS attacks are highly distributed, well coordinated, offensive assaults on services, hosts, and infrastructure of the Internet. Effective defensive countermeasures to DDoS attacks will require equally sophisticated, well coordinated, monitoring, analysis, and response. The Cossack project is developing an architecture to explore such coordination using multicast, annotated topology information, and novel blind detection techniques.",,0-7695-1897-4,,10.1109/DISCEX.2003.1194868,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1194868,,Computer crime;Databases;Electrical capacitance tomography;Frequency;Intrusion detection;Military communication;Monitoring;Pressing;Software tools;Web and internet services,Internet;security of data;telecommunication security,Cossack project;Internet;annotated topology information;blind detection techniques;coordinated simultaneous attack suppression;defensive countermeasures;distributed denial of service attacks;monitoring;multicast,,28,,29,,,22-24 April 2003,,IEEE,IEEE Conference Publications,,,
SVSS: an intelligent video surveillance system for aircraft,"Thanthry, N.; Emmadi, I.P.; Srikumar, A.; Namuduri, K.; Pendse, R.","Wichita State Univ., Wichita","Digital Avionics Systems Conference, 2007. DASC '07. IEEE/AIAA 26th",20071204,2007,,,4.E.3-1,4.E.3-9,"Safety and security are the most discussed topics in the aviation field. Latest security initiatives in the field of aviation propose the aircraft carriers to implement video surveillance within the aircraft at strategic locations. The current proposals allow the video surveillance data to be stored within the aircraft and monitored by one of the flight crew. The monitoring crew will be responsible for identifying the anomaly within the aircraft and take necessary preventive actions. With the introduction of additional technology within the aircraft, mere human perception may not be sufficient to make a decision. In this research work, the authors explore the possibility of implementing a smart video surveillance system (SVSS) within the aircraft that is tuned towards detecting the behavioral anomaly within the aircraft. The SVSS will generate security triggers when it detects an anomaly within the aircraft. These triggers could be combined with other triggers generated by different aircraft components (possible alarms from the flight crew, data traffic anomaly, or alarm generated by one of the avionics component) to provide a better understanding of the situation to the monitoring crew.",,978-1-4244-1108-5,978-1-4244-1108-5,10.1109/DASC.2007.4391921,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4391921,,Aerospace electronics;Air traffic control;Aircraft;Data security;Humans;Intelligent systems;Monitoring;Proposals;Safety;Video surveillance,aircraft;video surveillance,SVSS;aircraft components;behavioral anomaly;data traffic anomaly;flight crew;intelligent video surveillance system;smart video surveillance system,,0,,13,,,21-25 Oct. 2007,,IEEE,IEEE Conference Publications,,,
A Novel Approach to Accentuating Anomalous Events in Complex Network Systems,"McEachen, J.C.; Zachary, J.M.","Naval Postgraduate School, Monterey, California","System Sciences, 2005. HICSS '05. Proceedings of the 38th Annual Hawaii International Conference on",20050124,2005,,,309a,309a,"We consider the computer network as a complex, interacting system and present a novel approach to representing anomalous events that occur within the network. This approach is essentially a form of intelligent data reduction that facilitates scalable monitoring of large systems. Specifically, we develop macrostate descriptions of complex networked systems in situations where exact microstate parameters of each element in the system preclude global understanding from first principles. This aids in identifying violations of network policy such as network attacks and misconfigurations. This approach has been verified in several environments. Example responses from network attacks simulated in the laboratory including those contained in the DARPA Lincoln Lab IDS test data as well as from operational network traffic are presented. These results suggest that our approach presents a unique perspective on anomalies in computer network traffic.",1530-1605,0-7695-2268-8,,10.1109/HICSS.2005.35,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1385876,,Complex networks;Computer network management;Computer networks;Computerized monitoring;Intelligent networks;Intrusion detection;Laboratories;Telecommunication traffic;Testing;Traffic control,,Intrusion detection;network diagnostics;statistical mechanics,,0,,8,,,03-06 Jan. 2005,,IEEE,IEEE Conference Publications,,,
An Auto-Generating Approach of Transactions Profile Graph in Detection of Malicious Transactions,Jinfu Chen; Yansheng Lu; Xiaodong Xie,"Huazhong Univ. of Sci. & Technol., Wuhan","Intelligent Information Hiding and Multimedia Signal Processing, 2007. IIHMSP 2007. Third International Conference on",20080225,2007,1,,562,565,"The malicious transactions intrusion is the dominant cause that demolishes database system. DBMS is a key part in the security of database system. Enhancing the ability of detecting malicious transactions is very important in DBMS. Based on a detecting approach of malicious transactions in DBMS, an auto-generating approach of legal transactions Profile and generating algorithm are proposed in this paper. Experiment proved that the approach had good performance and accuracy. Intuitionistic Transactions profile was generated. The improved detecting approach of malicious transactions was more automatic and effective, and it had better detection ability.",,978-0-7695-2994-1,,10.1109/IIH-MSP.2007.76,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4457611,,Algorithm design and analysis;Authentication;Computer science;Cryptography;Data security;Database systems;Fingerprint recognition;Law;Legal factors;Transaction databases,database management systems;graph theory;security of data;transaction processing,DBMS;database system security;intuitionistic transaction profile;legal transaction profile;malicious transaction intrusion;transaction profile graph,,0,,9,,,26-28 Nov. 2007,,IEEE,IEEE Conference Publications,,,
MCST: Anomaly detection using feature stability for packet-level traffic,Bin Zhang; Jiahai Yang; Jianping Wu; Donghong Qin; Lei Gao,"Network Res. Center, Tsinghua Univ., Beijing, China","Network Operations and Management Symposium (APNOMS), 2011 13th Asia-Pacific",20111114,2011,,,1,8,"In this paper, we present a statistical analysis of six traffic features based on entropy and distinct feature number at the packet level, and we find that, although these traffic features are unstable and show seasonal patterns like traffic volume for a long period, they are stable and consistent with Gaussian distribution in a short time period. However, this equilibrium property will be violated by some anomalies. Based on this observation, we propose a Multi-dimensional Clustering method for Short-time scale Traffic(MCST) to classify abnormal and normal traffic. We compare our new method to the well known wavelet technique. The detection result on synthetic anomaly traffic shows MCST can better detect the low-rate attacks than wavelet-based method, and detection result on real traffic demonstrates that MCST can detect more anomalies with low false alarm rate.",,978-1-4577-1668-3,,10.1109/APNOMS.2011.6077018,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6077018,,Data models;Educational institutions;Entropy;Feature extraction;Gaussian distribution;IP networks;Training,Gaussian distribution;data communication;data mining;entropy;pattern clustering;security of data;telecommunication traffic;wavelet transforms,Gaussian distribution;anomaly detection;entropy;equilibrium property;false alarm rate;feature stability;multidimensional clustering method;packet level traffic feature;short time scale traffic;statistical analysis;traffic volume;wavelet technique,,3,,26,,,21-23 Sept. 2011,,IEEE,IEEE Conference Publications,,,
Software-Defined Networks and the Interface to the Routing System (I2RS),"Hares, S.; White, R.",,"Internet Computing, IEEE",20130626,2013,17,4,84,88,The key challenges facing network architecture today are the ability to change rapidly with business needs and to control complexity. The Interface to the Routing System is one form of software-defined networks designed to address specific problems at the Internet scale.,1089-7801,,,10.1109/MIC.2013.76,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6547613,I2RS;Interface to the Routing System;managing complexity;network architecture;software-defined networks,Internet;Mobile communication;Network architecture;Routing;Routing protocols;Software defined radio;Software interfaces,Internet;routing protocols;software radio,I2RS;Internet;interface to the routing system;network architecture;software defined networks,,0,,14,,,July-Aug. 2013,,IEEE,IEEE Journals & Magazines,,,
Intrusion detection in wireless networks using clustering techniques with expert analysis,"Khoshgoftaar, T.M.; Nath, S.V.; Shi Zhong; Seliya, N.","Comput. Sci. & Eng., Florida Atlantic Univ., Boca Raton, FL, USA","Machine Learning and Applications, 2005. Proceedings. Fourth International Conference on",20060320,2005,,,6 pp.,,"The increasing reliance upon wireless networks has put tremendous' emphasis on wireless network security. While considerable attention has been given to data mining for intrusion detection in wired networks, limited focus has been devoted to data mining for intrusion detection in wireless networks. This study presents a clustering approach with tracers and expert analysis for intrusion detection in a real-world wireless network. Security vulnerabilities of 802.11 wireless networks are investigated, leading to a summary of network traffic metrics relevant to modeling the security of wireless networks. The proposed approach utilizes a simple distance-based heuristic measure to label clusters as either normal or intrusive. The classification of network traffic instances is further enhanced with the aid of tracers, i.e., a small set of instances with known labels - normal or intrusive. Our study demonstrates the usefulness and promise of the proposed approach, laying the groundwork for a clustering-based framework for intrusion detection in wireless computer networks.",,0-7695-2495-8,,10.1109/ICMLA.2005.43,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1607440,,Communication system security;Computer networks;Data mining;Data security;Information security;Intelligent networks;Intrusion detection;Telecommunication traffic;Wireless LAN;Wireless networks,data mining;expert systems;pattern clustering;security of data;telecommunication security;telecommunication traffic;wireless LAN,802.11 wireless networks;clustering techniques;data mining;distance-based heuristic measure;expert analysis;intrusion detection;label clusters;network traffic metrics;wireless computer network;wireless network security,,4,,5,,,15-17 Dec. 2005,,IEEE,IEEE Conference Publications,,,
Proactive notification system using instant messaging bot (IM bot),Siti Rahayu Abdul Aziz; Adlan Al-Farooq Razalan; Noorhayati Mohamad Noor; Mohd Suhaimi Sauti,"Faculty of Computer & Mathematical Sciences, Universiti Teknologi MARA, Selangor, Malaysia","Science and Social Research (CSSR), 2010 International Conference on",20110527,2010,,,695,698,"Instant messaging (IM) is a real-time communication system providing people with medium to exchange text messages, images, audio and video conversation. Using the same concept, IM is exploited and used for system administration purpose. This paper briefly describes the functionality provided by a developed IM bot that provide system administrator with remote machine status and information. The tool proactively detects the machine presence on the IM network thus allowing system administrator to interact with them. With the real-time nature of IM, this tool would benefit system administrator with real-time system status and notification messages. In addition, the machine list within IM provides system administrator with the inventory of the machines currently being maintained. The output comparison between the program's plugin and the result from the system as shown through Linux terminal are provided which includes the information of system load average, system memory usage, logged-in user and notification service.",,978-1-4244-8987-9,,10.1109/CSSR.2010.5773871,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5773871,IM bot;Instant messaging;remote machine status,Collaboration;Computers;Instant messaging;Real time systems;Servers;Software;User interfaces,,,,0,,5,,,5-7 Dec. 2010,,IEEE,IEEE Conference Publications,,,
Book of abstracts,,,"Wireless Communication, Vehicular Technology, Information Theory and Aerospace & Electronic Systems Technology, 2009. Wireless VITAE 2009. 1st International Conference on",20090724,2009,,,,,Summary form only given. Provides an abstract for each of the presentations in the conference proceedings.,,978-1-4244-4066-5,,10.1109/WIRELESSVITAE.2009.5172400,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5172400,,,,,,0,,,,,17-20 May 2009,,IEEE,IEEE Conference Publications,,,
Data driven approach for Fault Detection and Identification using Competitive Learning techniques,"Babbar, A.; Syrmos, V.L.","Res. Corp., Univ. of Hawaii at Manoa, Honolulu, HI, USA","Control Conference (ECC), 2007 European",20150326,2007,,,2280,2287,"Use of competitive learning techniques towards the area of fault detection is being investigated. The objective of Fault Detection and Identification (FDI) is to detect, isolate and identify faults so that the system performance can be improved. This paper is focused on the data driven approach for fault detection and would use: (i) Unsupervised Competitive Learning, (ii) Conscience Learning and (iii) Self Organizing Maps to develop a robust fault diagnosis scheme. This approach would provide an effective data reduction technique for FDI so that instead of using the complete data set available from a control system, pre-processing of the available data would be done using vector quantization and clustering approach. The effectiveness of the developed algorithms is tested using the data available from a Vertical Take off and Landing (VTOL) aircraft model.",,978-3-9524173-8-6,,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7068355,,Actuators;Atmospheric modeling;Clustering algorithms;Neurons;Sensors;Training;Vectors,aircraft;data reduction;fault diagnosis;mechanical engineering computing;pattern clustering;self-organising feature maps;unsupervised learning;vector quantisation,FDI;VTOL aircraft model;clustering approach;conscience learning;control system;data driven approach;data preprocessing;data reduction technique;fault detection and identification;robust fault diagnosis scheme;self organizing maps;system performance;unsupervised competitive learning techniques;vector quantization;vertical take off and landing aircraft model,,0,,26,,,2-5 July 2007,,IEEE,IEEE Conference Publications,,,
SCRIPT: A framework for Scalable Real-time IP Flow Record Analysis,"Morariu, C.; Racz, P.; Stiller, B.","Dept. of Inf. IFI, Univ. of Zurich, Zu&#x0308;rich, Switzerland","Network Operations and Management Symposium (NOMS), 2010 IEEE",20100617,2010,,,278,285,"Analysis of IP traffic is highly important, since it determines the starting point of many network management operations, such as intrusion detection, network planning, network monitoring, or accounting and billing. One of the most utilized metering data formats in analysis applications are IP (Internet Protocol) flow records. With the increase of IP traffic, such traffic analysis applications need to cope with a constantly increasing number of flow records. Typically, centralized approaches to IP traffic analysis have scalability problems, which are addressed by replacing existing hardware with more powerful CPUs and faster memory. In contrast, this paper developed and implemented SCRIPT (Scalable Real-time IP Flow Record Analysis), which defines a scalable analysis framework that can be used to distribute flow records to multiple nodes performing traffic analysis in order to balance the overall workload among those nodes. Due to its generic design, the framework developed can be extended and used to distribute other metering data, such as packet headers, payloads, or accounting records.",1542-1201,978-1-4244-5366-5,978-1-4244-5367-2,10.1109/NOMS.2010.5488476,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5488476,Distributed Analysis;IP Flow Accounting;Peer-to-Peer,Data analysis;Hardware;Internet;Intrusion detection;Monitoring;Payloads;Performance analysis;Protocols;Scalability;Telecommunication traffic,IP networks;computer network management;telecommunication network planning;telecommunication network routing;telecommunication traffic recording,Internet protocol;SCRIPT;intrusion detection;network management;network monitoring;network planning;packet headers;scalable real-time IP flow record analysis;traffic analysis,,3,,27,,,19-23 April 2010,,IEEE,IEEE Conference Publications,,,
Bio-inspired cyber security for smart grid deployments,"McKinnon, A.D.; Thompson, S.R.; Doroshchuk, R.A.; Fink, G.A.; Fulp, E.W.","Secure Cyber Syst. Group, Pacific Northwest Nat. Lab., Richland, WA, USA","Innovative Smart Grid Technologies (ISGT), 2013 IEEE PES",20130415,2013,,,1,6,"Smart Grid technologies are transforming the electric power system in ways that will significantly impact electric distribution systems and result in greater efficiency. However, the increased scale of the grid and the new types of information it will transmit introduce security risks that cannot be addressed by traditional, centralized security techniques. We propose a scalable approach inspired by the complex-adaptive control systems of social insects, such as ants and bees. These systems emerge from inter-agent communication and the collective application of simple rules. The Digital Ants framework is a bio-inspired framework that uses lightweight, mobile agents. The agents communicate using digital pheromones which enable the agents to alert each other of possible cyber security issues. All communication and coordination is both localized and decentralized thereby allowing the framework to scale across the large numbers of devices that will exist in the Smart Grid. Furthermore, being lightweight makes the agents suitable for implementation on devices with limited computational resources. This paper will provide a brief overview of the Digital Ants framework and then present results from testbed-based demonstrations that show how Digital Ants can identify a cyber security attack scenario against smart meter deployments.",,978-1-4673-4894-2,978-1-4673-4895-9,10.1109/ISGT.2013.6497880,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6497880,Agents;Bio-inspired;Computer security;Cyber security;Smart Grid;Smart meters,Bandwidth;Computer security;Grippers;Load flow;Smart grids;Smart meters,adaptive control;control engineering computing;mobile agents;power distribution control;power engineering computing;power system security;security of data;smart power grids,bioinspired cyber security;centralized security techniques;complex-adaptive control systems;digital ant framework;digital pheromones;electric distribution systems;electric power system;interagent communication;limited computational resources;mobile agents;security risks;smart grid deployments;smart meter deployments;social insects;testbed-based demonstrations,,3,,17,,,24-27 Feb. 2013,,IEEE,IEEE Conference Publications,,,
"Computer network intrusion detection, assessment and prevention based on security dependency relation","Yau, S.S.; Xinyu Zhang","Dept. of Comput. Sci. & Eng., Arizona State Univ., Tempe, AZ, USA","Computer Software and Applications Conference, 1999. COMPSAC '99. Proceedings. The Twenty-Third Annual International",20020806,1999,,,86,91,"An approach to detection, assessment and prevention of further intrusions of distributed intrusions in a computer network is presented. Our approach uses audit data from multiple network nodes and services. To achieve accurate results, inherent security relations among different network nodes should be considered. In our approach, the security dependency relation (SDR) is defined to describe these relations, and ripple effect analysis is used to detect, assess, and prevent intrusions based on SDRs. Agents are used to improve the scalability and efficiency of our approach",0730-3157,0-7695-0368-3,,10.1109/CMPSAC.1999.812681,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=812681,,Centralized control;Computer networks;Computer science;Computer security;Data analysis;Data security;Intrusion detection;Operating systems;Robustness;Scalability,computer network management;safety systems;security of data,audit data;computer network intrusion detection;distributed intrusions;multiple network nodes;network nodes;ripple effect analysis;scalability;security dependency relation;security relations,,6,1,10,,,1999,27 Oct 1999-29 Oct 1999,IEEE,IEEE Conference Publications,,,
Cyber Security Issues for Protective Relays; C1 Working Group Members of Power System Relaying Committee,"Ward, S.; O'Brien, J.; Beresh, B.; Benmouyal, G.; Holstein, D.; Tengdin, J.T.; Fodero, K.; Simon, M.; Carden, M.; Yalla, M.V.V.S.; Tibbals, T.; Skendzic, V.; Mix, S.; Young, R.; Sidhu, T.; Klein, S.; Weiss, J.; Apostolov, A.; Bui, D.-P.; Sciacca, S.; Preuss, C.; Hodder, S.; Seifert, G.",,"Power Engineering Society General Meeting, 2007. IEEE",20070723,2007,,,1,8,This report covers issues concerning the security of electronic communication paths to protection relays. It is the goal of this paper to present the reader with some background material and discussions by which they can become more aware of the concerns associated with electronic communications in the power industry.,1932-5517,1-4244-1296-X,1-4244-1298-6,10.1109/PES.2007.385583,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4275465,cyber security;pilot communications;protective relay,Computer networks;Computer security;Computerized monitoring;Personnel;Power industry;Power system protection;Power system relaying;Protective relaying;Remote monitoring;Substation protection,power system security;relay protection,cyber security issues;electronic communication paths;power industry;protective relays,,2,,12,,,24-28 June 2007,,IEEE,IEEE Conference Publications,,,
An attempt at defining cyberdefense situation awareness in the context of command & control,"Mees, W.; Debatty, T.","R. Mil. Acad., Brussels, Belgium","Military Communications and Information Systems (ICMCIS), 2015 International Conference on",20150716,2015,,,1,9,"In this paper we present an overview of the most important views on situation awareness in literature. We then go on to apply these concepts to cyberdefense. The main contribution of the paper lies in bringing together different decision making models and proposing a unified cyberdefense situation awareness model, that covers the different levels of abstraction from raw data to understanding, as well as the different topics that are relevant for building situation awareness.",,978-8-3934-8485-0,,10.1109/ICMCIS.2015.7158674,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7158674,,Cognition;Cognitive science;Context;Cyberspace;Data models;Decision making;Planning,command and control systems;decision making;military systems,CDSA;command & control process;cyberdefense situation awareness;decision making model;military environment,,0,,61,,,18-19 May 2015,,IEEE,IEEE Conference Publications,,,
Network Security Situation Elements Fusion Method Based on Ontology,Cheng Si; Hongqi Zhang; Yongwei Wang; Jiang Liu,"Zhengzhou Inf. Sci. & Technol. Inst., Zhengzhou, China","Computational Intelligence and Design (ISCID), 2014 Seventh International Symposium on",20150409,2014,2,,272,275,"As current research can not solve the problem of making multi-source heterogeneous network security situation elements uniformly described, a network security situation elements fusion method based on ontology is proposed. Firstly, a fusion model is constructed which contains network environment, network vulnerability, network attack, network security incident and sensor as key class. Secondly, three fusion rules which contain alert aggregation, alert verification and attack session reconstruction are formulated by using Semantic Query-enhanced Web Rule Language. Finally, the application example shows that the method can make situation elements uniformly described. Security situation information has higher complementary and lower redundancy, which achieves better fusion effect.",,978-1-4799-7004-9,,10.1109/ISCID.2014.132,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7081987,fusion;network security situation;ontology;rule,Communication networks;Fuses;OWL;Ontologies;Redundancy;Security;Semantics,computer network security;ontologies (artificial intelligence);semantic Web;sensor fusion,alert aggregation;alert verification;attack session reconstruction;network attack;network environment;network security incident;network security situation element fusion method;network sensor;network vulnerability;ontology;semantic query-enhanced Web rule language,,0,,11,,,13-14 Dec. 2014,,IEEE,IEEE Conference Publications,,,
